,Year,Month,Day,Period,Load,Hour,Minutes
2024-01-05 01:05:00,2024,1,5,65,2901,1,5
2024-01-05 01:10:00,2024,1,5,70,2904,1,10
2024-01-05 01:15:00,2024,1,5,75,2866,1,15
2024-01-05 01:20:00,2024,1,5,80,2940,1,20
2024-01-05 01:25:00,2024,1,5,85,3369,1,25
2024-01-05 01:30:00,2024,1,5,90,3507,1,30
2024-01-05 01:35:00,2024,1,5,95,3469,1,35
2024-01-05 01:40:00,2024,1,5,100,3363,1,40
2024-01-05 01:45:00,2024,1,5,105,3188,1,45
2024-01-05 01:50:00,2024,1,5,110,2937,1,50
2024-01-05 01:55:00,2024,1,5,115,2694,1,55
2024-01-06 00:00:00,2024,1,6,0,2476,0,0
2024-01-06 00:05:00,2024,1,6,5,2372,0,5
2024-01-06 00:10:00,2024,1,6,10,2293,0,10
2024-01-06 00:15:00,2024,1,6,15,2284,0,15
2024-01-06 00:20:00,2024,1,6,20,2343,0,20
2024-01-06 00:25:00,2024,1,6,25,2565,0,25
2024-01-06 00:30:00,2024,1,6,30,2968,0,30
2024-01-06 00:35:00,2024,1,6,35,3216,0,35
2024-01-06 00:40:00,2024,1,6,40,3421,0,40
2024-01-06 00:45:00,2024,1,6,45,3606,0,45
2024-01-06 00:50:00,2024,1,6,50,3753,0,50
2024-01-06 00:55:00,2024,1,6,55,3851,0,55
2024-01-06 01:00:00,2024,1,6,60,3859,1,0
2024-01-06 01:05:00,2024,1,6,65,3885,1,5
2024-01-06 01:10:00,2024,1,6,70,3867,1,10
2024-01-06 01:15:00,2024,1,6,75,3793,1,15
2024-01-06 01:20:00,2024,1,6,80,3766,1,20
2024-01-06 01:25:00,2024,1,6,85,4112,1,25
2024-01-06 01:30:00,2024,1,6,90,4086,1,30
2024-01-06 01:35:00,2024,1,6,95,3936,1,35
2024-01-06 01:40:00,2024,1,6,100,3744,1,40
2024-01-06 01:45:00,2024,1,6,105,3505,1,45
2024-01-06 01:50:00,2024,1,6,110,3161,1,50
2024-01-06 01:55:00,2024,1,6,115,2868,1,55
2024-01-07 00:00:00,2024,1,7,0,2604,0,0
2024-01-07 00:05:00,2024,1,7,5,2467,0,5
2024-01-07 00:10:00,2024,1,7,10,2370,0,10
2024-01-07 00:15:00,2024,1,7,15,2360,0,15
2024-01-07 00:20:00,2024,1,7,20,2402,0,20
2024-01-07 00:25:00,2024,1,7,25,2601,0,25
2024-01-07 00:30:00,2024,1,7,30,3026,0,30
2024-01-07 00:35:00,2024,1,7,35,3253,0,35
2024-01-07 00:40:00,2024,1,7,40,3458,0,40
2024-01-07 00:45:00,2024,1,7,45,3607,0,45
2024-01-07 00:50:00,2024,1,7,50,3754,0,50
2024-01-07 00:55:00,2024,1,7,55,3831,0,55
2024-01-07 01:00:00,2024,1,7,60,3858,1,0
2024-01-07 01:05:00,2024,1,7,65,3874,1,5
2024-01-07 01:10:00,2024,1,7,70,3889,1,10
2024-01-07 01:15:00,2024,1,7,75,3820,1,15
2024-01-07 01:20:00,2024,1,7,80,3786,1,20
2024-01-07 01:25:00,2024,1,7,85,4086,1,25
2024-01-07 01:30:00,2024,1,7,90,4070,1,30
2024-01-07 01:35:00,2024,1,7,95,3929,1,35
2024-01-07 01:40:00,2024,1,7,100,3766,1,40
2024-01-07 01:45:00,2024,1,7,105,3494,1,45
2024-01-07 01:50:00,2024,1,7,110,3171,1,50
2024-01-07 01:55:00,2024,1,7,115,2843,1,55
2024-01-08 00:00:00,2024,1,8,0,2609,0,0
2024-01-08 00:05:00,2024,1,8,5,2458,0,5
2024-01-08 00:10:00,2024,1,8,10,2383,0,10
2024-01-08 00:15:00,2024,1,8,15,2365,0,15
2024-01-08 00:20:00,2024,1,8,20,2424,0,20
2024-01-08 00:25:00,2024,1,8,25,2634,0,25
2024-01-08 00:30:00,2024,1,8,30,3072,0,30
2024-01-08 00:35:00,2024,1,8,35,3283,0,35
2024-01-08 00:40:00,2024,1,8,40,3468,0,40
2024-01-08 00:45:00,2024,1,8,45,3641,0,45
2024-01-08 00:50:00,2024,1,8,50,3762,0,50
2024-01-08 00:55:00,2024,1,8,55,3839,0,55
2024-01-08 01:00:00,2024,1,8,60,3812,1,0
2024-01-08 01:05:00,2024,1,8,65,3810,1,5
2024-01-08 01:10:00,2024,1,8,70,3774,1,10
2024-01-08 01:15:00,2024,1,8,75,3726,1,15
2024-01-08 01:20:00,2024,1,8,80,3717,1,20
2024-01-08 01:25:00,2024,1,8,85,4090,1,25
2024-01-08 01:30:00,2024,1,8,90,4094,1,30
2024-01-08 01:35:00,2024,1,8,95,3963,1,35
2024-01-08 01:40:00,2024,1,8,100,3817,1,40
2024-01-08 01:45:00,2024,1,8,105,3531,1,45
2024-01-08 01:50:00,2024,1,8,110,3219,1,50
2024-01-08 01:55:00,2024,1,8,115,2903,1,55
2024-01-09 00:00:00,2024,1,9,0,2652,0,0
2024-01-09 00:05:00,2024,1,9,5,2500,0,5
2024-01-09 00:10:00,2024,1,9,10,2446,0,10
2024-01-09 00:15:00,2024,1,9,15,2426,0,15
2024-01-09 00:20:00,2024,1,9,20,2458,0,20
2024-01-09 00:25:00,2024,1,9,25,2666,0,25
2024-01-09 00:30:00,2024,1,9,30,3060,0,30
2024-01-09 00:35:00,2024,1,9,35,3305,0,35
2024-01-09 00:40:00,2024,1,9,40,3563,0,40
2024-01-09 00:45:00,2024,1,9,45,3733,0,45
2024-01-09 00:50:00,2024,1,9,50,3807,0,50
2024-01-09 00:55:00,2024,1,9,55,3841,0,55
2024-01-09 01:00:00,2024,1,9,60,3844,1,0
2024-01-09 01:05:00,2024,1,9,65,3882,1,5
2024-01-09 01:10:00,2024,1,9,70,3846,1,10
2024-01-09 01:15:00,2024,1,9,75,3825,1,15
2024-01-09 01:20:00,2024,1,9,80,3781,1,20
2024-01-09 01:25:00,2024,1,9,85,4141,1,25
2024-01-09 01:30:00,2024,1,9,90,4139,1,30
2024-01-09 01:35:00,2024,1,9,95,3967,1,35
2024-01-09 01:40:00,2024,1,9,100,3771,1,40
2024-01-09 01:45:00,2024,1,9,105,3499,1,45
2024-01-09 01:50:00,2024,1,9,110,3178,1,50
2024-01-09 01:55:00,2024,1,9,115,2856,1,55
2024-01-10 00:00:00,2024,1,10,0,2614,0,0
2024-01-10 00:05:00,2024,1,10,5,2485,0,5
2024-01-10 00:10:00,2024,1,10,10,2425,0,10
2024-01-10 00:15:00,2024,1,10,15,2394,0,15
2024-01-10 00:20:00,2024,1,10,20,2418,0,20
2024-01-10 00:25:00,2024,1,10,25,2635,0,25
2024-01-10 00:30:00,2024,1,10,30,3034,0,30
2024-01-10 00:35:00,2024,1,10,35,3287,0,35
2024-01-10 00:40:00,2024,1,10,40,3495,0,40
2024-01-10 00:45:00,2024,1,10,45,3687,0,45
2024-01-10 00:50:00,2024,1,10,50,3812,0,50
2024-01-10 00:55:00,2024,1,10,55,3879,0,55
2024-01-10 01:00:00,2024,1,10,60,3871,1,0
2024-01-10 01:05:00,2024,1,10,65,3856,1,5
2024-01-10 01:10:00,2024,1,10,70,3798,1,10
2024-01-10 01:15:00,2024,1,10,75,3690,1,15
2024-01-10 01:20:00,2024,1,10,80,3687,1,20
2024-01-10 01:25:00,2024,1,10,85,3975,1,25
2024-01-10 01:30:00,2024,1,10,90,3970,1,30
2024-01-10 01:35:00,2024,1,10,95,3795,1,35
2024-01-10 01:40:00,2024,1,10,100,3635,1,40
2024-01-10 01:45:00,2024,1,10,105,3422,1,45
2024-01-10 01:50:00,2024,1,10,110,3165,1,50
2024-01-10 01:55:00,2024,1,10,115,2891,1,55
2024-01-11 00:00:00,2024,1,11,0,2655,0,0
2024-01-11 00:05:00,2024,1,11,5,2499,0,5
2024-01-11 00:10:00,2024,1,11,10,2415,0,10
2024-01-11 00:15:00,2024,1,11,15,2346,0,15
2024-01-11 00:20:00,2024,1,11,20,2346,0,20
2024-01-11 00:25:00,2024,1,11,25,2413,0,25
2024-01-11 00:30:00,2024,1,11,30,2543,0,30
2024-01-11 00:35:00,2024,1,11,35,2639,0,35
2024-01-11 00:40:00,2024,1,11,40,2926,0,40
2024-01-11 00:45:00,2024,1,11,45,3203,0,45
2024-01-11 00:50:00,2024,1,11,50,3384,0,50
2024-01-11 00:55:00,2024,1,11,55,3381,0,55
2024-01-11 01:00:00,2024,1,11,60,3327,1,0
2024-01-11 01:05:00,2024,1,11,65,3237,1,5
2024-01-11 01:10:00,2024,1,11,70,3152,1,10
2024-01-11 01:15:00,2024,1,11,75,3096,1,15
2024-01-11 01:20:00,2024,1,11,80,3147,1,20
2024-01-11 01:25:00,2024,1,11,85,3538,1,25
2024-01-11 01:30:00,2024,1,11,90,3668,1,30
2024-01-11 01:35:00,2024,1,11,95,3570,1,35
2024-01-11 01:40:00,2024,1,11,100,3464,1,40
2024-01-11 01:45:00,2024,1,11,105,3309,1,45
2024-01-11 01:50:00,2024,1,11,110,3076,1,50
2024-01-11 01:55:00,2024,1,11,115,2849,1,55
2024-01-12 00:00:00,2024,1,12,0,2665,0,0
2024-01-12 00:05:00,2024,1,12,5,2521,0,5
2024-01-12 00:10:00,2024,1,12,10,2435,0,10
2024-01-12 00:15:00,2024,1,12,15,2364,0,15
2024-01-12 00:20:00,2024,1,12,20,2364,0,20
2024-01-12 00:25:00,2024,1,12,25,2407,0,25
2024-01-12 00:30:00,2024,1,12,30,2470,0,30
2024-01-12 00:35:00,2024,1,12,35,2510,0,35
2024-01-12 00:40:00,2024,1,12,40,2669,0,40
2024-01-12 00:45:00,2024,1,12,45,2804,0,45
2024-01-12 00:50:00,2024,1,12,50,2894,0,50
2024-01-12 00:55:00,2024,1,12,55,2881,0,55
2024-01-12 01:00:00,2024,1,12,60,2923,1,0
2024-01-12 01:05:00,2024,1,12,65,2891,1,5
2024-01-12 01:10:00,2024,1,12,70,2845,1,10
2024-01-12 01:15:00,2024,1,12,75,2837,1,15
2024-01-12 01:20:00,2024,1,12,80,2943,1,20
2024-01-12 01:25:00,2024,1,12,85,3443,1,25
2024-01-12 01:30:00,2024,1,12,90,3681,1,30
2024-01-12 01:35:00,2024,1,12,95,3662,1,35
2024-01-12 01:40:00,2024,1,12,100,3534,1,40
2024-01-12 01:45:00,2024,1,12,105,3364,1,45
2024-01-12 01:50:00,2024,1,12,110,3147,1,50
2024-01-12 01:55:00,2024,1,12,115,2889,1,55
2024-01-13 00:00:00,2024,1,13,0,2676,0,0
2024-01-13 00:05:00,2024,1,13,5,2515,0,5
2024-01-13 00:10:00,2024,1,13,10,2455,0,10
2024-01-13 00:15:00,2024,1,13,15,2419,0,15
2024-01-13 00:20:00,2024,1,13,20,2471,0,20
2024-01-13 00:25:00,2024,1,13,25,2656,0,25
2024-01-13 00:30:00,2024,1,13,30,2963,0,30
2024-01-13 00:35:00,2024,1,13,35,3119,0,35
2024-01-13 00:40:00,2024,1,13,40,3354,0,40
2024-01-13 00:45:00,2024,1,13,45,3554,0,45
2024-01-13 00:50:00,2024,1,13,50,3654,0,50
2024-01-13 00:55:00,2024,1,13,55,3660,0,55
2024-01-13 01:00:00,2024,1,13,60,3604,1,0
2024-01-13 01:05:00,2024,1,13,65,3594,1,5
2024-01-13 01:10:00,2024,1,13,70,3529,1,10
2024-01-13 01:15:00,2024,1,13,75,3472,1,15
2024-01-13 01:20:00,2024,1,13,80,3520,1,20
2024-01-13 01:25:00,2024,1,13,85,3963,1,25
2024-01-13 01:30:00,2024,1,13,90,4048,1,30
2024-01-13 01:35:00,2024,1,13,95,3963,1,35
2024-01-13 01:40:00,2024,1,13,100,3769,1,40
2024-01-13 01:45:00,2024,1,13,105,3526,1,45
2024-01-13 01:50:00,2024,1,13,110,3230,1,50
2024-01-13 01:55:00,2024,1,13,115,2912,1,55
2024-01-14 00:00:00,2024,1,14,0,2668,0,0
2024-01-14 00:05:00,2024,1,14,5,2512,0,5
2024-01-14 00:10:00,2024,1,14,10,2445,0,10
2024-01-14 00:15:00,2024,1,14,15,2415,0,15
2024-01-14 00:20:00,2024,1,14,20,2461,0,20
2024-01-14 00:25:00,2024,1,14,25,2702,0,25
2024-01-14 00:30:00,2024,1,14,30,3149,0,30
2024-01-14 00:35:00,2024,1,14,35,3420,0,35
2024-01-14 00:40:00,2024,1,14,40,3630,0,40
2024-01-14 00:45:00,2024,1,14,45,3728,0,45
2024-01-14 00:50:00,2024,1,14,50,3859,0,50
2024-01-14 00:55:00,2024,1,14,55,3852,0,55
2024-01-14 01:00:00,2024,1,14,60,3867,1,0
2024-01-14 01:05:00,2024,1,14,65,3816,1,5
2024-01-14 01:10:00,2024,1,14,70,3795,1,10
2024-01-14 01:15:00,2024,1,14,75,3713,1,15
2024-01-14 01:20:00,2024,1,14,80,3693,1,20
2024-01-14 01:25:00,2024,1,14,85,4194,1,25
2024-01-14 01:30:00,2024,1,14,90,4258,1,30
2024-01-14 01:35:00,2024,1,14,95,4080,1,35
2024-01-14 01:40:00,2024,1,14,100,3897,1,40
2024-01-14 01:45:00,2024,1,14,105,3635,1,45
2024-01-14 01:50:00,2024,1,14,110,3277,1,50
2024-01-14 01:55:00,2024,1,14,115,2933,1,55
2024-01-15 00:00:00,2024,1,15,0,2687,0,0
2024-01-15 00:05:00,2024,1,15,5,2520,0,5
2024-01-15 00:10:00,2024,1,15,10,2437,0,10
2024-01-15 00:15:00,2024,1,15,15,2404,0,15
2024-01-15 00:20:00,2024,1,15,20,2476,0,20
2024-01-15 00:25:00,2024,1,15,25,2682,0,25
2024-01-15 00:30:00,2024,1,15,30,3173,0,30
2024-01-15 00:35:00,2024,1,15,35,3425,0,35
2024-01-15 00:40:00,2024,1,15,40,3601,0,40
2024-01-15 00:45:00,2024,1,15,45,3741,0,45
2024-01-15 00:50:00,2024,1,15,50,3880,0,50
2024-01-15 00:55:00,2024,1,15,55,3918,0,55
2024-01-15 01:00:00,2024,1,15,60,3896,1,0
2024-01-15 01:05:00,2024,1,15,65,3877,1,5
2024-01-15 01:10:00,2024,1,15,70,3817,1,10
2024-01-15 01:15:00,2024,1,15,75,3786,1,15
2024-01-15 01:20:00,2024,1,15,80,3902,1,20
2024-01-15 01:25:00,2024,1,15,85,4234,1,25
2024-01-15 01:30:00,2024,1,15,90,4258,1,30
2024-01-15 01:35:00,2024,1,15,95,4170,1,35
2024-01-15 01:40:00,2024,1,15,100,3972,1,40
2024-01-15 01:45:00,2024,1,15,105,3679,1,45
2024-01-15 01:50:00,2024,1,15,110,3291,1,50
2024-01-15 01:55:00,2024,1,15,115,2947,1,55
2024-01-16 00:00:00,2024,1,16,0,2684,0,0
2024-01-16 00:05:00,2024,1,16,5,2568,0,5
2024-01-16 00:10:00,2024,1,16,10,2473,0,10
2024-01-16 00:15:00,2024,1,16,15,2438,0,15
2024-01-16 00:20:00,2024,1,16,20,2488,0,20
2024-01-16 00:25:00,2024,1,16,25,2700,0,25
2024-01-16 00:30:00,2024,1,16,30,3117,0,30
2024-01-16 00:35:00,2024,1,16,35,3384,0,35
2024-01-16 00:40:00,2024,1,16,40,3569,0,40
2024-01-16 00:45:00,2024,1,16,45,3700,0,45
2024-01-16 00:50:00,2024,1,16,50,3811,0,50
2024-01-16 00:55:00,2024,1,16,55,3838,0,55
2024-01-16 01:00:00,2024,1,16,60,3807,1,0
2024-01-16 01:05:00,2024,1,16,65,3791,1,5
2024-01-16 01:10:00,2024,1,16,70,3732,1,10
2024-01-16 01:15:00,2024,1,16,75,3665,1,15
2024-01-16 01:20:00,2024,1,16,80,3685,1,20
2024-01-16 01:25:00,2024,1,16,85,4095,1,25
2024-01-16 01:30:00,2024,1,16,90,4197,1,30
2024-01-16 01:35:00,2024,1,16,95,4100,1,35
2024-01-16 01:40:00,2024,1,16,100,3966,1,40
2024-01-16 01:45:00,2024,1,16,105,3697,1,45
2024-01-16 01:50:00,2024,1,16,110,3352,1,50
2024-01-16 01:55:00,2024,1,16,115,3010,1,55
2024-01-17 00:00:00,2024,1,17,0,2757,0,0
2024-01-17 00:05:00,2024,1,17,5,2602,0,5
2024-01-17 00:10:00,2024,1,17,10,2518,0,10
2024-01-17 00:15:00,2024,1,17,15,2499,0,15
2024-01-17 00:20:00,2024,1,17,20,2540,0,20
2024-01-17 00:25:00,2024,1,17,25,2754,0,25
2024-01-17 00:30:00,2024,1,17,30,3172,0,30
2024-01-17 00:35:00,2024,1,17,35,3454,0,35
2024-01-17 00:40:00,2024,1,17,40,3609,0,40
2024-01-17 00:45:00,2024,1,17,45,3750,0,45
2024-01-17 00:50:00,2024,1,17,50,3800,0,50
2024-01-17 00:55:00,2024,1,17,55,3843,0,55
2024-01-17 01:00:00,2024,1,17,60,3792,1,0
2024-01-17 01:05:00,2024,1,17,65,3753,1,5
2024-01-17 01:10:00,2024,1,17,70,3703,1,10
2024-01-17 01:15:00,2024,1,17,75,3619,1,15
2024-01-17 01:20:00,2024,1,17,80,3598,1,20
2024-01-17 01:25:00,2024,1,17,85,3991,1,25
2024-01-17 01:30:00,2024,1,17,90,4019,1,30
2024-01-17 01:35:00,2024,1,17,95,3909,1,35
2024-01-17 01:40:00,2024,1,17,100,3724,1,40
2024-01-17 01:45:00,2024,1,17,105,3546,1,45
2024-01-17 01:50:00,2024,1,17,110,3305,1,50
2024-01-17 01:55:00,2024,1,17,115,3014,1,55
2024-01-18 00:00:00,2024,1,18,0,2783,0,0
2024-01-18 00:05:00,2024,1,18,5,2607,0,5
2024-01-18 00:10:00,2024,1,18,10,2510,0,10
2024-01-18 00:15:00,2024,1,18,15,2462,0,15
2024-01-18 00:20:00,2024,1,18,20,2469,0,20
2024-01-18 00:25:00,2024,1,18,25,2556,0,25
2024-01-18 00:30:00,2024,1,18,30,2707,0,30
2024-01-18 00:35:00,2024,1,18,35,2804,0,35
2024-01-18 00:40:00,2024,1,18,40,3036,0,40
2024-01-18 00:45:00,2024,1,18,45,3180,0,45
2024-01-18 00:50:00,2024,1,18,50,3264,0,50
2024-01-18 00:55:00,2024,1,18,55,3254,0,55
2024-01-18 01:00:00,2024,1,18,60,3204,1,0
2024-01-18 01:05:00,2024,1,18,65,3112,1,5
2024-01-18 01:10:00,2024,1,18,70,3045,1,10
2024-01-18 01:15:00,2024,1,18,75,2981,1,15
2024-01-18 01:20:00,2024,1,18,80,3018,1,20
2024-01-18 01:25:00,2024,1,18,85,3377,1,25
2024-01-18 01:30:00,2024,1,18,90,3580,1,30
2024-01-18 01:35:00,2024,1,18,95,3487,1,35
2024-01-18 01:40:00,2024,1,18,100,3380,1,40
2024-01-18 01:45:00,2024,1,18,105,3248,1,45
2024-01-18 01:50:00,2024,1,18,110,3068,1,50
2024-01-18 01:55:00,2024,1,18,115,2952,1,55
2024-01-19 00:00:00,2024,1,19,0,2664,0,0
2024-01-19 00:05:00,2024,1,19,5,2512,0,5
2024-01-19 00:10:00,2024,1,19,10,2418,0,10
2024-01-19 00:15:00,2024,1,19,15,2364,0,15
2024-01-19 00:20:00,2024,1,19,20,2359,0,20
2024-01-19 00:25:00,2024,1,19,25,2415,0,25
2024-01-19 00:30:00,2024,1,19,30,2501,0,30
2024-01-19 00:35:00,2024,1,19,35,2527,0,35
2024-01-19 00:40:00,2024,1,19,40,2688,0,40
2024-01-19 00:45:00,2024,1,19,45,2810,0,45
2024-01-19 00:50:00,2024,1,19,50,2903,0,50
2024-01-19 00:55:00,2024,1,19,55,2925,0,55
2024-01-19 01:00:00,2024,1,19,60,2923,1,0
2024-01-19 01:05:00,2024,1,19,65,2920,1,5
2024-01-19 01:10:00,2024,1,19,70,2890,1,10
2024-01-19 01:15:00,2024,1,19,75,2872,1,15
2024-01-19 01:20:00,2024,1,19,80,2951,1,20
2024-01-19 01:25:00,2024,1,19,85,3347,1,25
2024-01-19 01:30:00,2024,1,19,90,3573,1,30
2024-01-19 01:35:00,2024,1,19,95,3547,1,35
2024-01-19 01:40:00,2024,1,19,100,3456,1,40
2024-01-19 01:45:00,2024,1,19,105,3297,1,45
2024-01-19 01:50:00,2024,1,19,110,3026,1,50
2024-01-19 01:55:00,2024,1,19,115,2764,1,55
2024-01-20 00:00:00,2024,1,20,0,2541,0,0
2024-01-20 00:05:00,2024,1,20,5,2443,0,5
2024-01-20 00:10:00,2024,1,20,10,2389,0,10
2024-01-20 00:15:00,2024,1,20,15,2354,0,15
2024-01-20 00:20:00,2024,1,20,20,2402,0,20
2024-01-20 00:25:00,2024,1,20,25,2619,0,25
2024-01-20 00:30:00,2024,1,20,30,3024,0,30
2024-01-20 00:35:00,2024,1,20,35,3260,0,35
2024-01-20 00:40:00,2024,1,20,40,3468,0,40
2024-01-20 00:45:00,2024,1,20,45,3624,0,45
2024-01-20 00:50:00,2024,1,20,50,3735,0,50
2024-01-20 00:55:00,2024,1,20,55,3782,0,55
2024-01-20 01:00:00,2024,1,20,60,3792,1,0
2024-01-20 01:05:00,2024,1,20,65,3795,1,5
2024-01-20 01:10:00,2024,1,20,70,3759,1,10
2024-01-20 01:15:00,2024,1,20,75,3716,1,15
2024-01-20 01:20:00,2024,1,20,80,3688,1,20
2024-01-20 01:25:00,2024,1,20,85,4011,1,25
2024-01-20 01:30:00,2024,1,20,90,4091,1,30
2024-01-20 01:35:00,2024,1,20,95,3958,1,35
2024-01-20 01:40:00,2024,1,20,100,3800,1,40
2024-01-20 01:45:00,2024,1,20,105,3522,1,45
2024-01-20 01:50:00,2024,1,20,110,3175,1,50
2024-01-20 01:55:00,2024,1,20,115,2876,1,55
2024-01-21 00:00:00,2024,1,21,0,2622,0,0
