"Year","Month","Day","Period","1","2","3"
2020,1,13,"7",1354.84289955468,1291.09082323312,1332.58462511863
2020,1,13,"8",1351.66996536368,1257.44530143239,1395.24675735527
2020,1,13,"9",1309.71672439386,1269.55768928065,1494.87503954445
2020,1,13,"10",1279.04502721425,1287.50196757437,1584.13476747865
2020,1,13,"11",1240.26472043543,1265.96883362191,1629.21543815248
2020,1,13,"12",1188.44012864918,1240.39823705336,1631.92027839291
2020,1,13,"13",1153.53785254824,1217.96788918621,1607.1259095223
2020,1,13,"14",1118.98812469075,1195.08893436172,1602.61784245492
2020,1,13,"15",1106.29638792677,1178.04186998269,1572.86459981019
2020,1,13,"16",1118.98812469075,1171.31276562254,1548.07023093958
2020,1,13,"17",1232.15611083622,1240.8468440107,1569.25814615628
2020,1,13,"18",1360.48367144978,1473.67385487171,1761.75260993357
2020,1,13,"19",1369.29737753587,1510.0110184165,1804.57924707371
2020,1,13,"20",1346.73428995547,1517.63733669133,1761.75260993357
2020,1,13,"21",1313.59475507175,1475.91688965843,1677.90256248023
2020,1,13,"22",1218.75927758535,1412.21470171572,1571.51217968997
2020,1,13,"23",1126.39163780307,1326.08216590587,1441.67984814932
2020,1,13,"24",1107.00148441366,1239.50102313867,1312.74913002214
2020,1,14,"1",1098.18777832756,1191.94868566032,1221.68617526099
2020,1,14,"2",1104.88619495299,1175.79883519597,1169.84340398608
2020,1,14,"3",1131.32731321128,1165.92948213442,1150.00790888959
2020,1,14,"4",1188.08758040574,1177.144656068,1141.44258146156
2020,1,14,"5",1320.99826818407,1211.68739178341,1154.51597595698
2020,1,14,"6",1526.88644235527,1310.82952935621,1233.85795634293
2020,1,14,"7",1603.03686293914,1419.84101999056,1408.32015185068
2020,1,14,"8",1500.44532409698,1375.87753817094,1525.52989560266
2020,1,14,"9",1370.70757050965,1327.87659373524,1618.8468838975
2020,1,14,"10",1286.09599208313,1287.95057453172,1660.77190762417
2020,1,14,"11",1218.05418109847,1253.85644577365,1713.51629231256
2020,1,14,"12",1175.04329539832,1218.41649614355,1710.81145207213
2020,1,14,"13",1135.20534388916,1191.05147174563,1717.12274596647
2020,1,14,"14",1110.87951509154,1166.37808909177,1695.93483074976
2020,1,14,"15",1093.95719940623,1153.81709428616,1688.27111673521
2020,1,14,"16",1108.05912914399,1152.47127341414,1654.91142043657
2020,1,14,"17",1191.26051459673,1226.04281441838,1645.8952863018
2020,1,14,"18",1346.02919346858,1436.88808436959,1883.01961404619
2020,1,14,"19",1360.83621969322,1477.7113174878,1919.534957292
2020,1,14,"20",1353.4327065809,1464.70171572485,1820.80828851629
2020,1,14,"21",1325.58139534884,1421.63544781993,1730.19614046188
2020,1,14,"22",1221.93221177635,1343.1292302849,1621.10091743119
2020,1,14,"23",1138.7308263236,1252.06201794428,1461.06453653907
2020,1,14,"24",1094.30974764968,1164.5836612624,1320.4128440367
2020,1,15,"1",1084.08584858981,1130.93813946167,1228.89908256881
2020,1,15,"2",1083.38075210292,1116.13410986935,1172.54824422651
2020,1,15,"3",1099.24542305789,1108.05918463718,1147.30306864916
2020,1,15,"4",1153.53785254824,1113.4424681253,1137.83612780766
2020,1,15,"5",1293.146956952,1146.19077601133,1158.57323631762
2020,1,15,"6",1481.05517070757,1226.04281441838,1227.09585574185
2020,1,15,"7",1547.33424047501,1331.01684243664,1417.78709269219
2020,1,15,"8",1469.42107867392,1289.74500236109,1527.78392913635
2020,1,15,"9",1351.66996536368,1252.51062490162,1605.77348940209
2020,1,15,"10",1264.9430974765,1222.90256571698,1666.18158810503
2020,1,15,"11",1199.36912419594,1213.48181961278,1722.08161974059
2020,1,15,"12",1161.64646214745,1196.88336219109,1740.11388801012
2020,1,15,"13",1131.32731321128,1187.46261608689,1729.74533375514
2020,1,15,"14",1107.3540326571,1177.144656068,1721.18000632711
2020,1,15,"15",1094.66229589312,1160.54619864631,1695.93483074976
2020,1,15,"16",1104.88619495299,1152.91988037148,1684.6646630813
2020,1,15,"17",1182.79935675408,1217.96788918621,1732.45017399557
2020,1,15,"18",1330.16452251361,1409.07445301432,1905.55994938311
2020,1,15,"19",1338.9782285997,1440.02833307099,1919.534957292
2020,1,15,"20",1328.04923305294,1414.45773650244,1869.0446061373
2020,1,15,"21",1289.62147451757,1363.76515032268,1765.80987029421
2020,1,15,"22",1181.03661553686,1287.50196757437,1640.48560582094
2020,1,15,"23",1082.32310737259,1192.845899575,1466.92502372667
2020,1,15,"24",1036.49183572489,1121.51739335747,1325.82252451756
2020,1,16,"1",1021.3322612568,1084.283015898,1227.54666244859
2020,1,16,"2",1017.45423057892,1071.7220210924,1188.32647896235
2020,1,16,"3",1018.15932706581,1071.27341413505,1158.12242961088
2020,1,16,"4",1064.34314695695,1077.55391153786,1147.7538753559
2020,1,16,"5",1167.639782286,1094.15236895955,1162.63049667827
2020,1,16,"6",1336.5103908956,1152.02266645679,1232.95634292945
2020,1,16,"7",1412.66081147947,1243.53848575476,1394.79595064853
2020,1,16,"8",1341.09351806037,1238.60380922399,1508.3992407466
2020,1,16,"9",1266.00074220683,1235.01495356524,1590.89686807972
2020,1,16,"10",1221.22711528946,1221.10813788761,1648.60012654223
2020,1,16,"11",1194.08090054428,1189.7056508736,1693.68079721607
2020,1,16,"12",1170.1076199901,1179.38769085471,1704.50015817779
2020,1,16,"13",1151.42256308758,1168.17251692114,1692.77918380259
2020,1,16,"14",1136.2629886195,1155.16291515819,1686.918696615
2020,1,16,"15",1123.21870361207,1147.98520384071,1662.57513445112
2020,1,16,"16",1140.14101929738,1147.53659688336,1633.27269851313
2020,1,16,"17",1211.70831271648,1201.36943176452,1642.73963935463
2020,1,16,"18",1351.66996536368,1405.48559735558,1828.02119582411
2020,1,16,"19",1355.54799604156,1457.52400440737,1884.3720341664
2020,1,16,"20",1334.74764967838,1458.8698252794,1830.2752293578
2020,1,16,"21",1303.37085601188,1418.49519911853,1762.65422334704
2020,1,16,"22",1200.42676892627,1344.47505115693,1647.69851312876
2020,1,16,"23",1114.40499752598,1246.67873445616,1494.42423283771
2020,1,16,"24",1078.44507669471,1169.51833779317,1351.06770009491
2020,1,17,"1",1073.86194952994,1143.49913426728,1254.59506485289
2020,1,17,"2",1077.38743196437,1128.24649771761,1200.49826004429
2020,1,17,"3",1097.48268184067,1125.55485597356,1171.64663081303
2020,1,17,"4",1145.07669470559,1137.66724382182,1166.23695033217
2020,1,17,"5",1270.93641761504,1170.41555170785,1179.31034482759
2020,1,17,"6",1458.13953488372,1256.09948056037,1253.69345143942
2020,1,17,"7",1543.10366155369,1363.76515032268,1417.33628598545
2020,1,17,"8",1442.97996041564,1331.46544939399,1540.85732363176
2020,1,17,"9",1324.17120237506,1300.96017629466,1608.92913634926
2020,1,17,"10",1241.32236516576,1272.24933102471,1670.23884846568
2020,1,17,"11",1178.21622958931,1240.8468440107,1690.07434356216
2020,1,17,"12",1136.2629886195,1205.40689438061,1706.75419171148
2020,1,17,"13",1104.53364670955,1182.97654651346,1686.918696615
2020,1,17,"14",1080.20781791192,1172.20997953723,1671.59126858589
2020,1,17,"15",1061.87530925285,1147.98520384071,1649.95254666245
2020,1,17,"16",1072.09920831272,1139.01306469385,1613.88801012338
2020,1,17,"17",1133.0900544285,1187.46261608689,1604.87187598861
2020,1,17,"18",1258.24468085106,1379.46639382969,1774.82600442898
2020,1,17,"19",1276.57718951014,1431.50480088147,1788.80101233787
2020,1,17,"20",1264.59054923305,1429.7103730521,1735.60582094274
2020,1,17,"21",1260.35997031173,1409.07445301432,1659.41948750395
2020,1,17,"22",1202.89460663038,1370.04564772548,1580.52831382474
2020,1,17,"23",1135.91044037605,1296.47410672123,1473.23631762101
2020,1,17,"24",1105.23874319644,1231.4260979065,1352.87092692186
2020,1,18,"1",1093.60465116279,1197.78057610578,1264.96361910788
2020,1,18,"2",1098.18777832756,1177.144656068,1201.8506801645
2020,1,18,"3",1110.5269668481,1167.27530300645,1169.39259727934
2020,1,18,"4",1141.55121227115,1172.65858649457,1154.96678266371
