"Year","Month","Day","Period","value"
2024,1,13,"19",60
2024,1,13,"20",62
2024,1,13,"21",60
2024,1,13,"22",58
2024,1,13,"23",54
2024,1,13,"24",49
2024,1,14,"1",52
2024,1,14,"2",44
2024,1,14,"3",45
2024,1,14,"4",49
2024,1,14,"5",44
2024,1,14,"6",44
2024,1,14,"7",46
2024,1,14,"8",47
2024,1,14,"9",48
2024,1,14,"10",47
2024,1,14,"11",47
2024,1,14,"12",46
2024,1,14,"13",45
2024,1,14,"14",45
2024,1,14,"15",43
2024,1,14,"16",44
2024,1,14,"17",47
2024,1,14,"18",51
2024,1,14,"19",53
2024,1,14,"20",51
2024,1,14,"21",49
2024,1,14,"22",46
2024,1,14,"23",44
2024,1,14,"24",47
2024,1,15,"1",53
2024,1,15,"2",47
2024,1,15,"3",48
2024,1,15,"4",49
2024,1,15,"5",54
2024,1,15,"6",56
2024,1,15,"7",54
2024,1,15,"8",57
2024,1,15,"9",66
2024,1,15,"10",66
2024,1,15,"11",56
2024,1,15,"12",55
2024,1,15,"13",67
2024,1,15,"14",68
2024,1,15,"15",63
2024,1,15,"16",64
2024,1,15,"17",75
2024,1,15,"18",62
2024,1,15,"19",62
2024,1,15,"20",60
2024,1,15,"21",58
2024,1,15,"22",56
2024,1,15,"23",52
2024,1,15,"24",50
2024,1,16,"1",50
2024,1,16,"2",48
2024,1,16,"3",45
2024,1,16,"4",46
2024,1,16,"5",47
2024,1,16,"6",51
2024,1,16,"7",55
2024,1,16,"8",58
2024,1,16,"9",59
2024,1,16,"10",65
2024,1,16,"11",58
2024,1,16,"12",56
2024,1,16,"13",58
2024,1,16,"14",66
2024,1,16,"15",57
2024,1,16,"16",54
2024,1,16,"17",53
2024,1,16,"18",56
2024,1,16,"19",57
2024,1,16,"20",56
2024,1,16,"21",53
2024,1,16,"22",47
2024,1,16,"23",41
2024,1,16,"24",39
2024,1,17,"1",38
2024,1,17,"2",36
2024,1,17,"3",35
2024,1,17,"4",36
2024,1,17,"5",38
2024,1,17,"6",42
2024,1,17,"7",45
2024,1,17,"8",47
2024,1,17,"9",48
2024,1,17,"10",57
2024,1,17,"11",47
2024,1,17,"12",45
2024,1,17,"13",50
2024,1,17,"14",45
2024,1,17,"15",42
2024,1,17,"16",48
2024,1,17,"17",44
2024,1,17,"18",46
2024,1,17,"19",47
2024,1,17,"20",47
2024,1,17,"21",46
2024,1,17,"22",44
2024,1,17,"23",44
2024,1,17,"24",43
2024,1,18,"1",41
2024,1,18,"2",45
2024,1,18,"3",45
2024,1,18,"4",47
2024,1,18,"5",47
2024,1,18,"6",48
2024,1,18,"7",49
2024,1,18,"8",49
2024,1,18,"9",49
2024,1,18,"10",57
2024,1,18,"11",50
2024,1,18,"12",51
2024,1,18,"13",54
2024,1,18,"14",55
2024,1,18,"15",54
2024,1,18,"16",59
2024,1,18,"17",54
2024,1,18,"18",54
2024,1,18,"19",54
2024,1,18,"20",54
2024,1,18,"21",53
2024,1,18,"22",51
2024,1,18,"23",48
2024,1,18,"24",48
2024,1,19,"1",47
2024,1,19,"2",48
2024,1,19,"3",48
2024,1,19,"4",48
2024,1,19,"5",48
2024,1,19,"6",49
2024,1,19,"7",49
2024,1,19,"8",48
2024,1,19,"9",50
2024,1,19,"10",61
2024,1,19,"11",57
2024,1,19,"12",56
2024,1,19,"13",56
2024,1,19,"14",62
2024,1,19,"15",45
2024,1,19,"16",46
2024,1,19,"17",45
2024,1,19,"18",45
2024,1,19,"19",46
2024,1,19,"20",44
2024,1,19,"21",43
2024,1,19,"22",44
2024,1,19,"23",40
2024,1,19,"24",36
2024,1,20,"1",33
2024,1,20,"2",35
2024,1,20,"3",46
2024,1,20,"4",51
2024,1,20,"5",52
2024,1,20,"6",55
2024,1,20,"7",58
2024,1,20,"8",58
2024,1,20,"9",60
2024,1,20,"10",66
2024,1,20,"11",59
2024,1,20,"12",59
2024,1,20,"13",54
2024,1,20,"14",48
2024,1,20,"15",45
2024,1,20,"16",48
2024,1,20,"17",44
2024,1,20,"18",46
2024,1,20,"19",47
2024,1,20,"20",46
2024,1,20,"21",44
2024,1,20,"22",41
2024,1,20,"23",37
2024,1,20,"24",34
2024,1,21,"1",32
2024,1,21,"2",31
2024,1,21,"3",31
2024,1,21,"4",32
2024,1,21,"5",34
2024,1,21,"6",38
2024,1,21,"7",41
2024,1,21,"8",42
2024,1,21,"9",44
2024,1,21,"10",53
2024,1,21,"11",54
2024,1,21,"12",48
2024,1,21,"13",50
2024,1,21,"14",46
2024,1,21,"15",43
2024,1,21,"16",48
2024,1,21,"17",44
2024,1,21,"18",46
2024,1,21,"19",49
2024,1,21,"20",56
2024,1,21,"21",57
2024,1,21,"22",56
2024,1,21,"23",53
2024,1,21,"24",52
2024,1,22,"1",51
2024,1,22,"2",49
2024,1,22,"3",44
2024,1,22,"4",39
2024,1,22,"5",39
2024,1,22,"6",39
2024,1,22,"7",42
2024,1,22,"8",50
2024,1,22,"9",55
2024,1,22,"10",64
2024,1,22,"11",56
2024,1,22,"12",53
2024,1,22,"13",58
2024,1,22,"14",61
2024,1,22,"15",49
2024,1,22,"16",43
2024,1,22,"17",45
2024,1,22,"18",52
2024,1,22,"19",54
2024,1,22,"20",51
2024,1,22,"21",55
2024,1,22,"22",53
2024,1,22,"23",51
2024,1,22,"24",51
2024,1,23,"1",51
2024,1,23,"2",44
2024,1,23,"3",35
2024,1,23,"4",34
2024,1,23,"5",36
2024,1,23,"6",40
2024,1,23,"7",44
2024,1,23,"8",45
2024,1,23,"9",55
2024,1,23,"10",56
2024,1,23,"11",54
2024,1,23,"12",54
2024,1,23,"13",45
2024,1,23,"14",44
2024,1,23,"15",43
2024,1,23,"16",49
2024,1,23,"17",46
2024,1,23,"18",52
2024,1,23,"19",55
2024,1,23,"20",55
2024,1,23,"21",54
2024,1,23,"22",52
2024,1,23,"23",52
2024,1,23,"24",51
2024,1,24,"1",46
2024,1,24,"2",44
2024,1,24,"3",43
2024,1,24,"4",47
2024,1,24,"5",50
2024,1,24,"6",54
2024,1,24,"7",57
2024,1,24,"8",63
2024,1,24,"9",67
2024,1,24,"10",53
2024,1,24,"11",54
2024,1,24,"12",58
2024,1,24,"13",57
2024,1,24,"14",44
2024,1,24,"15",42
2024,1,24,"16",47
2024,1,24,"17",44
2024,1,24,"18",45
2024,1,24,"19",46
2024,1,24,"20",46
2024,1,24,"21",44
2024,1,24,"22",42
2024,1,24,"23",40
2024,1,24,"24",39
2024,1,25,"1",39
2024,1,25,"2",41
2024,1,25,"3",44
2024,1,25,"4",45
2024,1,25,"5",51
2024,1,25,"6",53
2024,1,25,"7",53
2024,1,25,"8",54
2024,1,25,"9",54
2024,1,25,"10",58
2024,1,25,"11",52
2024,1,25,"12",42
2024,1,25,"13",41
2024,1,25,"14",40
2024,1,25,"15",38
2024,1,25,"16",45
2024,1,25,"17",41
2024,1,25,"18",43
2024,1,25,"19",45
2024,1,25,"20",43
2024,1,25,"21",42
2024,1,25,"22",41
2024,1,25,"23",39
2024,1,25,"24",37
2024,1,26,"1",35
2024,1,26,"2",34
2024,1,26,"3",34
2024,1,26,"4",34
2024,1,26,"5",34
2024,1,26,"6",36
2024,1,26,"7",37
2024,1,26,"8",38
2024,1,26,"9",40
2024,1,26,"10",50
2024,1,26,"11",50
2024,1,26,"12",40
2024,1,26,"13",40
2024,1,26,"14",48
2024,1,26,"15",46
2024,1,26,"16",52
2024,1,26,"17",54
2024,1,26,"18",56
2024,1,26,"19",57
2024,1,26,"20",57
2024,1,26,"21",58
2024,1,26,"22",54
2024,1,26,"23",53
2024,1,26,"24",50
2024,1,27,"1",47
2024,1,27,"2",39
2024,1,27,"3",35
2024,1,27,"4",34
2024,1,27,"5",36
2024,1,27,"6",40
2024,1,27,"7",43
2024,1,27,"8",44
2024,1,27,"9",46
2024,1,27,"10",54
2024,1,27,"11",45
2024,1,27,"12",45
2024,1,27,"13",45
2024,1,27,"14",44
2024,1,27,"15",43
2024,1,27,"16",48
2024,1,27,"17",45
2024,1,27,"18",46
2024,1,27,"19",47
2024,1,27,"20",46
2024,1,27,"21",45
2024,1,27,"22",42
2024,1,27,"23",38
2024,1,27,"24",35
2024,1,28,"1",33
2024,1,28,"2",33
2024,1,28,"3",32
2024,1,28,"4",33
2024,1,28,"5",35
2024,1,28,"6",38
2024,1,28,"7",42
2024,1,28,"8",65
2024,1,28,"9",44
2024,1,28,"10",53
2024,1,28,"11",55
2024,1,28,"12",45
2024,1,28,"13",45
2024,1,28,"14",44
2024,1,28,"15",41
2024,1,28,"16",49
2024,1,28,"17",48
2024,1,28,"18",53
2024,1,28,"19",56
2024,1,28,"20",58
2024,1,28,"21",57
2024,1,28,"22",56
2024,1,28,"23",53
2024,1,28,"24",49
2024,1,29,"1",42
2024,1,29,"2",38
2024,1,29,"3",32
2024,1,29,"4",33
2024,1,29,"5",35
2024,1,29,"6",38
2024,1,29,"7",41
2024,1,29,"8",50
2024,1,29,"9",44
2024,1,29,"10",44
2024,1,29,"11",55
2024,1,29,"12",53
2024,1,29,"13",44
2024,1,29,"14",44
2024,1,29,"15",43
2024,1,29,"16",48
2024,1,29,"17",44
2024,1,29,"18",45
2024,1,29,"19",47
2024,1,29,"20",47
2024,1,29,"21",46
2024,1,29,"22",43
2024,1,29,"23",39
2024,1,29,"24",36
2024,1,30,"1",38
2024,1,30,"2",37
2024,1,30,"3",36
2024,1,30,"4",34
2024,1,30,"5",37
2024,1,30,"6",39
2024,1,30,"7",43
2024,1,30,"8",50
2024,1,30,"9",45
2024,1,30,"10",44
2024,1,30,"11",56
2024,1,30,"12",58
2024,1,30,"13",57
2024,1,30,"14",61
2024,1,30,"15",49
2024,1,30,"16",45
2024,1,30,"17",58
2024,1,30,"18",47
2024,1,30,"19",47
2024,1,30,"20",46
2024,1,30,"21",44
2024,1,30,"22",44
2024,1,30,"23",39
2024,1,30,"24",37
2024,1,31,"1",40
2024,1,31,"2",35
2024,1,31,"3",32
2024,1,31,"4",33
2024,1,31,"5",34
2024,1,31,"6",37
2024,1,31,"7",41
2024,1,31,"8",61
2024,1,31,"9",53
2024,1,31,"10",55
2024,1,31,"11",68
2024,1,31,"12",67
2024,1,31,"13",53
2024,1,31,"14",47
2024,1,31,"15",44
2024,1,31,"16",49
2024,1,31,"17",48
2024,1,31,"18",55
2024,1,31,"19",59
2024,1,31,"20",59
2024,1,31,"21",56
2024,1,31,"22",52
2024,1,31,"23",46
2024,1,31,"24",38
2024,2,1,"1",36
2024,2,1,"2",36
2024,2,1,"3",35
2024,2,1,"4",41
2024,2,1,"5",34
2024,2,1,"6",37
2024,2,1,"7",37
2024,2,1,"8",38
2024,2,1,"9",40
2024,2,1,"10",54
2024,2,1,"11",54
2024,2,1,"12",53
2024,2,1,"13",59
2024,2,1,"14",54
2024,2,1,"15",41
2024,2,1,"16",45
2024,2,1,"17",40
2024,2,1,"18",41
2024,2,1,"19",50
2024,2,1,"20",57
2024,2,1,"21",45
2024,2,1,"22",39
2024,2,1,"23",37
2024,2,1,"24",35
2024,2,2,"1",33
2024,2,2,"2",38
2024,2,2,"3",43
2024,2,2,"4",49
2024,2,2,"5",46
2024,2,2,"6",44
2024,2,2,"7",44
2024,2,2,"8",38
2024,2,2,"9",38
2024,2,2,"10",51
2024,2,2,"11",53
2024,2,2,"12",52
2024,2,2,"13",55
2024,2,2,"14",55
2024,2,2,"15",40
2024,2,2,"16",45
2024,2,2,"17",47
2024,2,2,"18",50
2024,2,2,"19",55
2024,2,2,"20",56
2024,2,2,"21",56
2024,2,2,"22",55
2024,2,2,"23",53
2024,2,2,"24",51
2024,2,3,"1",45
2024,2,3,"2",40
2024,2,3,"3",32
2024,2,3,"4",30
2024,2,3,"5",32
2024,2,3,"6",36
2024,2,3,"7",41
2024,2,3,"8",49
2024,2,3,"9",43
2024,2,3,"10",43
2024,2,3,"11",55
2024,2,3,"12",57
2024,2,3,"13",44
2024,2,3,"14",44
2024,2,3,"15",48
2024,2,3,"16",47
2024,2,3,"17",43
2024,2,3,"18",44
2024,2,3,"19",46
2024,2,3,"20",45
2024,2,3,"21",47
2024,2,3,"22",49
2024,2,3,"23",47
2024,2,3,"24",37
2024,2,4,"1",31
2024,2,4,"2",31
2024,2,4,"3",31
2024,2,4,"4",34
2024,2,4,"5",39
2024,2,4,"6",43
2024,2,4,"7",45
2024,2,4,"8",42
2024,2,4,"9",43
2024,2,4,"10",43
2024,2,4,"11",52
2024,2,4,"12",44
2024,2,4,"13",43
2024,2,4,"14",43
2024,2,4,"15",42
2024,2,4,"16",46
2024,2,4,"17",41
2024,2,4,"18",44
2024,2,4,"19",46
2024,2,4,"20",45
2024,2,4,"21",43
2024,2,4,"22",39
2024,2,4,"23",36
2024,2,4,"24",33
2024,2,5,"1",31
2024,2,5,"2",30
2024,2,5,"3",30
2024,2,5,"4",30
2024,2,5,"5",32
2024,2,5,"6",37
2024,2,5,"7",41
2024,2,5,"8",42
2024,2,5,"9",43
2024,2,5,"10",45
2024,2,5,"11",54
2024,2,5,"12",58
2024,2,5,"13",46
2024,2,5,"14",46
2024,2,5,"15",44
2024,2,5,"16",49
2024,2,5,"17",44
2024,2,5,"18",45
2024,2,5,"19",46
2024,2,5,"20",45
2024,2,5,"21",43
2024,2,5,"22",39
2024,2,5,"23",36
2024,2,5,"24",32
2024,2,6,"1",31
2024,2,6,"2",30
2024,2,6,"3",30
2024,2,6,"4",30
2024,2,6,"5",32
2024,2,6,"6",37
2024,2,6,"7",41
2024,2,6,"8",41
2024,2,6,"9",43
2024,2,6,"10",43
2024,2,6,"11",54
2024,2,6,"12",45
2024,2,6,"13",45
2024,2,6,"14",45
2024,2,6,"15",43
2024,2,6,"16",49
2024,2,6,"17",46
2024,2,6,"18",45
2024,2,6,"19",46
2024,2,6,"20",45
2024,2,6,"21",43
2024,2,6,"22",43
2024,2,6,"23",42
2024,2,6,"24",34
2024,2,7,"1",31
2024,2,7,"2",30
2024,2,7,"3",31
2024,2,7,"4",33
2024,2,7,"5",46
2024,2,7,"6",53
2024,2,7,"7",56
2024,2,7,"8",62
2024,2,7,"9",56
2024,2,7,"10",54
2024,2,7,"11",66
2024,2,7,"12",59
2024,2,7,"13",59
2024,2,7,"14",59
2024,2,7,"15",58
2024,2,7,"16",62
2024,2,7,"17",59
2024,2,7,"18",58
2024,2,7,"19",60
2024,2,7,"20",59
2024,2,7,"21",57
2024,2,7,"22",56
2024,2,7,"23",44
2024,2,7,"24",34
2024,2,8,"1",32
2024,2,8,"2",32
2024,2,8,"3",31
2024,2,8,"4",31
2024,2,8,"5",32
2024,2,8,"6",34
2024,2,8,"7",37
2024,2,8,"8",37
2024,2,8,"9",39
2024,2,8,"10",40
2024,2,8,"11",50
2024,2,8,"12",40
2024,2,8,"13",39
2024,2,8,"14",39
2024,2,8,"15",37
2024,2,8,"16",43
2024,2,8,"17",38
2024,2,8,"18",39
2024,2,8,"19",42
2024,2,8,"20",41
2024,2,8,"21",39
2024,2,8,"22",38
2024,2,8,"23",35
2024,2,8,"24",33
2024,2,9,"1",31
2024,2,9,"2",30
2024,2,9,"3",30
2024,2,9,"4",30
2024,2,9,"5",30
2024,2,9,"6",31
2024,2,9,"7",34
2024,2,9,"8",34
2024,2,9,"9",37
2024,2,9,"10",37
2024,2,9,"11",37
2024,2,9,"12",38
2024,2,9,"13",38
2024,2,9,"14",37
2024,2,9,"15",36
2024,2,9,"16",43
2024,2,9,"17",38
2024,2,9,"18",42
2024,2,9,"19",51
2024,2,9,"20",46
2024,2,9,"21",45
2024,2,9,"22",43
2024,2,9,"23",37
2024,2,9,"24",32
2024,2,10,"1",30
2024,2,10,"2",30
2024,2,10,"3",30
2024,2,10,"4",31
2024,2,10,"5",37
2024,2,10,"6",45
2024,2,10,"7",50
2024,2,10,"8",50
2024,2,10,"9",59
2024,2,10,"10",54
2024,2,10,"11",42
2024,2,10,"12",46
2024,2,10,"13",47
2024,2,10,"14",47
2024,2,10,"15",47
2024,2,10,"16",55
2024,2,10,"17",50
2024,2,10,"18",47
2024,2,10,"19",47
2024,2,10,"20",45
2024,2,10,"21",45
2024,2,10,"22",45
2024,2,10,"23",46
2024,2,10,"24",44
2024,2,11,"1",42
2024,2,11,"2",41
2024,2,11,"3",39
2024,2,11,"4",36
2024,2,11,"5",35
2024,2,11,"6",37
2024,2,11,"7",41
2024,2,11,"8",41
2024,2,11,"9",52
2024,2,11,"10",43
2024,2,11,"11",54
2024,2,11,"12",53
2024,2,11,"13",44
2024,2,11,"14",43
2024,2,11,"15",56
2024,2,11,"16",43
2024,2,11,"17",43
2024,2,11,"18",43
2024,2,11,"19",45
2024,2,11,"20",44
2024,2,11,"21",42
2024,2,11,"22",39
2024,2,11,"23",35
2024,2,11,"24",33
2024,2,12,"1",31
2024,2,12,"2",31
2024,2,12,"3",31
2024,2,12,"4",31
2024,2,12,"5",32
2024,2,12,"6",37
2024,2,12,"7",42
2024,2,12,"8",58
2024,2,12,"9",55
2024,2,12,"10",53
2024,2,12,"11",55
2024,2,12,"12",61
2024,2,12,"13",61
2024,2,12,"14",61
2024,2,12,"15",53
2024,2,12,"16",44
2024,2,12,"17",57
2024,2,12,"18",46
2024,2,12,"19",48
2024,2,12,"20",46
2024,2,12,"21",44
2024,2,12,"22",41
2024,2,12,"23",37
2024,2,12,"24",34
2024,2,13,"1",32
2024,2,13,"2",32
2024,2,13,"3",33
2024,2,13,"4",33
2024,2,13,"5",39
2024,2,13,"6",45
2024,2,13,"7",48
2024,2,13,"8",47
2024,2,13,"9",47
2024,2,13,"10",46
2024,2,13,"11",45
2024,2,13,"12",44
2024,2,13,"13",56
2024,2,13,"14",56
2024,2,13,"15",49
2024,2,13,"16",49
2024,2,13,"17",65
2024,2,13,"18",54
2024,2,13,"19",57
2024,2,13,"20",56
2024,2,13,"21",58
2024,2,13,"22",56
2024,2,13,"23",52
2024,2,13,"24",52
2024,2,14,"1",51
2024,2,14,"2",50
2024,2,14,"3",49
2024,2,14,"4",47
2024,2,14,"5",46
2024,2,14,"6",48
2024,2,14,"7",52
2024,2,14,"8",53
2024,2,14,"9",65
2024,2,14,"10",63
2024,2,14,"11",66
2024,2,14,"12",65
2024,2,14,"13",68
2024,2,14,"14",71
2024,2,14,"15",64
2024,2,14,"16",58
2024,2,14,"17",75
2024,2,14,"18",57
2024,2,14,"19",57
2024,2,14,"20",55
2024,2,14,"21",57
2024,2,14,"22",53
2024,2,14,"23",46
2024,2,14,"24",41
2024,2,15,"1",40
2024,2,15,"2",39
2024,2,15,"3",39
2024,2,15,"4",37
2024,2,15,"5",36
2024,2,15,"6",36
2024,2,15,"7",38
2024,2,15,"8",38
2024,2,15,"9",50
2024,2,15,"10",41
2024,2,15,"11",50
2024,2,15,"12",50
2024,2,15,"13",58
2024,2,15,"14",60
2024,2,15,"15",50
2024,2,15,"16",41
2024,2,15,"17",59
2024,2,15,"18",41
2024,2,15,"19",44
2024,2,15,"20",47
2024,2,15,"21",48
2024,2,15,"22",48
2024,2,15,"23",48
2024,2,15,"24",45
2024,2,16,"1",43
2024,2,16,"2",40
2024,2,16,"3",37
2024,2,16,"4",34
2024,2,16,"5",32
2024,2,16,"6",34
2024,2,16,"7",38
2024,2,16,"8",54
2024,2,16,"9",51
2024,2,16,"10",51
2024,2,16,"11",53
2024,2,16,"12",61
2024,2,16,"13",61
2024,2,16,"14",64
2024,2,16,"15",57
2024,2,16,"16",54
2024,2,16,"17",66
2024,2,16,"18",41
2024,2,16,"19",42
2024,2,16,"20",42
2024,2,16,"21",43
2024,2,16,"22",55
2024,2,16,"23",55
2024,2,16,"24",47
2024,2,17,"1",41
2024,2,17,"2",34
2024,2,17,"3",32
2024,2,17,"4",32
2024,2,17,"5",34
2024,2,17,"6",37
2024,2,17,"7",44
2024,2,17,"8",50
2024,2,17,"9",55
2024,2,17,"10",47
2024,2,17,"11",44
2024,2,17,"12",47
2024,2,17,"13",52
2024,2,17,"14",52
2024,2,17,"15",50
2024,2,17,"16",52
2024,2,17,"17",61
2024,2,17,"18",46
2024,2,17,"19",46
2024,2,17,"20",45
2024,2,17,"21",44
2024,2,17,"22",41
2024,2,17,"23",38
2024,2,17,"24",38
2024,2,18,"1",40
2024,2,18,"2",37
2024,2,18,"3",33
2024,2,18,"4",33
2024,2,18,"5",39
2024,2,18,"6",52
2024,2,18,"7",58
2024,2,18,"8",47
2024,2,18,"9",47
2024,2,18,"10",48
2024,2,18,"11",55
2024,2,18,"12",45
