"Year","Month","Day","Period","value"
2024,2,16,3,24
2024,2,16,4,15
2024,2,16,5,7
2024,2,16,6,11
2024,2,16,7,71
2024,2,16,8,32
2024,2,16,9,33
2024,2,16,10,41
2024,2,16,11,42
2024,2,16,12,52
2024,2,16,13,53
2024,2,16,14,58
2024,2,16,15,57
2024,2,16,16,54
2024,2,16,17,62
2024,2,16,18,14
2024,2,16,19,5
2024,2,16,20,4
2024,2,16,21,16
2024,2,16,22,55
2024,2,16,23,58
2024,2,16,24,41
2024,2,17,1,30
2024,2,17,2,12
2024,2,17,3,2
2024,2,17,4,2
2024,2,17,5,1
2024,2,17,6,2
2024,2,17,7,72
2024,2,17,8,41
2024,2,17,9,50
2024,2,17,10,25
2024,2,17,11,16
2024,2,17,12,30
2024,2,17,13,46
2024,2,17,14,46
2024,2,17,15,45
2024,2,17,16,51
2024,2,17,17,51
2024,2,17,18,22
2024,2,17,19,10
2024,2,17,20,1
2024,2,17,21,1
2024,2,17,22,1
2024,2,17,23,7
2024,2,17,24,17
2024,2,18,1,29
2024,2,18,2,21
2024,2,18,3,8
2024,2,18,4,1
2024,2,18,5,20
2024,2,18,6,45
2024,2,18,7,92
2024,2,18,8,32
2024,2,18,9,24
2024,2,18,10,31
2024,2,18,11,38
2024,2,18,12,21
2024,2,18,13,26
2024,2,18,14,26
2024,2,18,15,38
2024,2,18,16,36
2024,2,18,17,43
2024,2,18,18,43
2024,2,18,19,38
2024,2,18,20,33
2024,2,18,21,29
2024,2,18,22,25
2024,2,18,23,20
2024,2,18,24,18
2024,2,19,1,18
2024,2,19,2,21
2024,2,19,3,26
2024,2,19,4,18
2024,2,19,5,18
2024,2,19,6,18
2024,2,19,7,73
2024,2,19,8,25
2024,2,19,9,21
2024,2,19,10,21
2024,2,19,11,21
2024,2,19,12,26
2024,2,19,13,26
2024,2,19,14,26
2024,2,19,15,25
2024,2,19,16,27
2024,2,19,17,25
2024,2,19,18,19
2024,2,19,19,19
2024,2,19,20,18
2024,2,19,21,18
2024,2,19,22,21
2024,2,19,23,32
2024,2,19,24,48
2024,2,20,1,55
2024,2,20,2,57
2024,2,20,3,58
2024,2,20,4,56
2024,2,20,5,47
2024,2,20,6,31
2024,2,20,7,77
2024,2,20,8,31
2024,2,20,9,29
2024,2,20,10,28
2024,2,20,11,22
2024,2,20,12,26
2024,2,20,13,26
2024,2,20,14,26
2024,2,20,15,26
2024,2,20,16,30
2024,2,20,17,29
2024,2,20,18,19
2024,2,20,19,18
2024,2,20,20,18
2024,2,20,21,18
2024,2,20,22,18
2024,2,20,23,18
2024,2,20,24,18
2024,2,21,1,18
2024,2,21,2,18
2024,2,21,3,18
2024,2,21,4,18
2024,2,21,5,18
2024,2,21,6,18
2024,2,21,7,72
2024,2,21,8,25
2024,2,21,9,43
2024,2,21,10,54
2024,2,21,11,61
2024,2,21,12,46
2024,2,21,13,33
2024,2,21,14,22
2024,2,21,15,19
2024,2,21,16,20
2024,2,21,17,18
2024,2,21,18,8
2024,2,21,19,9
2024,2,21,20,15
2024,2,21,21,22
2024,2,21,22,27
2024,2,21,23,33
2024,2,21,24,37
2024,2,22,1,28
2024,2,22,2,8
2024,2,22,3,2
2024,2,22,4,3
2024,2,22,5,4
2024,2,22,6,4
2024,2,22,7,69
2024,2,22,8,18
2024,2,22,9,40
2024,2,22,10,13
2024,2,22,11,12
2024,2,22,12,19
2024,2,22,13,19
2024,2,22,14,19
2024,2,22,15,18
2024,2,22,16,20
2024,2,22,17,38
2024,2,22,18,1
2024,2,22,19,1
2024,2,22,20,1
2024,2,22,21,1
