,Year,Month,Day,Period,Load,Hour,Minutes
2024-01-04 01:55:00,2024,1,4,115,2509,1,55
2024-01-05 00:00:00,2024,1,5,0,2378,0,0
2024-01-05 00:05:00,2024,1,5,5,2309,0,5
2024-01-05 00:10:00,2024,1,5,10,2248,0,10
2024-01-05 00:15:00,2024,1,5,15,2244,0,15
2024-01-05 00:20:00,2024,1,5,20,2274,0,20
2024-01-05 00:25:00,2024,1,5,25,2346,0,25
2024-01-05 00:30:00,2024,1,5,30,2418,0,30
2024-01-05 00:35:00,2024,1,5,35,2335,0,35
2024-01-05 00:40:00,2024,1,5,40,2390,0,40
2024-01-05 00:45:00,2024,1,5,45,2435,0,45
2024-01-05 00:50:00,2024,1,5,50,2437,0,50
2024-01-05 00:55:00,2024,1,5,55,2408,0,55
2024-01-05 01:00:00,2024,1,5,60,2388,1,0
2024-01-05 01:05:00,2024,1,5,65,2360,1,5
2024-01-05 01:10:00,2024,1,5,70,2328,1,10
2024-01-05 01:15:00,2024,1,5,75,2325,1,15
2024-01-05 01:20:00,2024,1,5,80,2562,1,20
2024-01-05 01:25:00,2024,1,5,85,3005,1,25
2024-01-05 01:30:00,2024,1,5,90,3049,1,30
2024-01-05 01:35:00,2024,1,5,95,3016,1,35
2024-01-05 01:40:00,2024,1,5,100,2917,1,40
2024-01-05 01:45:00,2024,1,5,105,2789,1,45
2024-01-05 01:50:00,2024,1,5,110,2585,1,50
2024-01-05 01:55:00,2024,1,5,115,2395,1,55
2024-01-06 00:00:00,2024,1,6,0,2290,0,0
2024-01-06 00:05:00,2024,1,6,5,2251,0,5
2024-01-06 00:10:00,2024,1,6,10,2216,0,10
2024-01-06 00:15:00,2024,1,6,15,2237,0,15
2024-01-06 00:20:00,2024,1,6,20,2317,0,20
2024-01-06 00:25:00,2024,1,6,25,2559,0,25
2024-01-06 00:30:00,2024,1,6,30,2849,0,30
2024-01-06 00:35:00,2024,1,6,35,2777,0,35
2024-01-06 00:40:00,2024,1,6,40,2770,0,40
2024-01-06 00:45:00,2024,1,6,45,2738,0,45
2024-01-06 00:50:00,2024,1,6,50,2740,0,50
2024-01-06 00:55:00,2024,1,6,55,2717,0,55
2024-01-06 01:00:00,2024,1,6,60,2613,1,0
2024-01-06 01:05:00,2024,1,6,65,2491,1,5
2024-01-06 01:10:00,2024,1,6,70,2528,1,10
2024-01-06 01:15:00,2024,1,6,75,2508,1,15
2024-01-06 01:20:00,2024,1,6,80,2728,1,20
2024-01-06 01:25:00,2024,1,6,85,3202,1,25
2024-01-06 01:30:00,2024,1,6,90,3278,1,30
2024-01-06 01:35:00,2024,1,6,95,3255,1,35
2024-01-06 01:40:00,2024,1,6,100,3200,1,40
2024-01-06 01:45:00,2024,1,6,105,3065,1,45
2024-01-06 01:50:00,2024,1,6,110,2823,1,50
2024-01-06 01:55:00,2024,1,6,115,2629,1,55
2024-01-07 00:00:00,2024,1,7,0,2331,0,0
2024-01-07 00:05:00,2024,1,7,5,2296,0,5
2024-01-07 00:10:00,2024,1,7,10,2284,0,10
2024-01-07 00:15:00,2024,1,7,15,2313,0,15
2024-01-07 00:20:00,2024,1,7,20,2423,0,20
2024-01-07 00:25:00,2024,1,7,25,2702,0,25
2024-01-07 00:30:00,2024,1,7,30,2964,0,30
2024-01-07 00:35:00,2024,1,7,35,2890,0,35
2024-01-07 00:40:00,2024,1,7,40,2790,0,40
2024-01-07 00:45:00,2024,1,7,45,2712,0,45
2024-01-07 00:50:00,2024,1,7,50,2294,0,50
2024-01-07 00:55:00,2024,1,7,55,2678,0,55
2024-01-07 01:00:00,2024,1,7,60,2619,1,0
2024-01-07 01:05:00,2024,1,7,65,2553,1,5
2024-01-07 01:10:00,2024,1,7,70,2494,1,10
2024-01-07 01:15:00,2024,1,7,75,2500,1,15
2024-01-07 01:20:00,2024,1,7,80,2757,1,20
2024-01-07 01:25:00,2024,1,7,85,3225,1,25
2024-01-07 01:30:00,2024,1,7,90,3296,1,30
2024-01-07 01:35:00,2024,1,7,95,3272,1,35
2024-01-07 01:40:00,2024,1,7,100,3227,1,40
2024-01-07 01:45:00,2024,1,7,105,3088,1,45
2024-01-07 01:50:00,2024,1,7,110,2849,1,50
2024-01-07 01:55:00,2024,1,7,115,2650,1,55
2024-01-08 00:00:00,2024,1,8,0,2506,0,0
2024-01-08 00:05:00,2024,1,8,5,2467,0,5
2024-01-08 00:10:00,2024,1,8,10,2457,0,10
2024-01-08 00:15:00,2024,1,8,15,2484,0,15
2024-01-08 00:20:00,2024,1,8,20,2628,0,20
2024-01-08 00:25:00,2024,1,8,25,2891,0,25
2024-01-08 00:30:00,2024,1,8,30,3145,0,30
2024-01-08 00:35:00,2024,1,8,35,3066,0,35
2024-01-08 00:40:00,2024,1,8,40,2984,0,40
2024-01-08 00:45:00,2024,1,8,45,2902,0,45
2024-01-08 00:50:00,2024,1,8,50,2833,0,50
2024-01-08 00:55:00,2024,1,8,55,2769,0,55
2024-01-08 01:00:00,2024,1,8,60,2685,1,0
2024-01-08 01:05:00,2024,1,8,65,2644,1,5
2024-01-08 01:10:00,2024,1,8,70,2571,1,10
2024-01-08 01:15:00,2024,1,8,75,2644,1,15
2024-01-08 01:20:00,2024,1,8,80,2944,1,20
2024-01-08 01:25:00,2024,1,8,85,3291,1,25
2024-01-08 01:30:00,2024,1,8,90,3333,1,30
2024-01-08 01:35:00,2024,1,8,95,3312,1,35
2024-01-08 01:40:00,2024,1,8,100,3234,1,40
2024-01-08 01:45:00,2024,1,8,105,3088,1,45
2024-01-08 01:50:00,2024,1,8,110,2865,1,50
2024-01-08 01:55:00,2024,1,8,115,2654,1,55
2024-01-09 00:00:00,2024,1,9,0,2510,0,0
2024-01-09 00:05:00,2024,1,9,5,2438,0,5
2024-01-09 00:10:00,2024,1,9,10,2425,0,10
2024-01-09 00:15:00,2024,1,9,15,2462,0,15
2024-01-09 00:20:00,2024,1,9,20,2576,0,20
2024-01-09 00:25:00,2024,1,9,25,2845,0,25
2024-01-09 00:30:00,2024,1,9,30,3076,0,30
2024-01-09 00:35:00,2024,1,9,35,2980,0,35
2024-01-09 00:40:00,2024,1,9,40,2912,0,40
2024-01-09 00:45:00,2024,1,9,45,2837,0,45
2024-01-09 00:50:00,2024,1,9,50,2676,0,50
2024-01-09 00:55:00,2024,1,9,55,2549,0,55
2024-01-09 01:00:00,2024,1,9,60,2495,1,0
2024-01-09 01:05:00,2024,1,9,65,2442,1,5
2024-01-09 01:10:00,2024,1,9,70,2408,1,10
2024-01-09 01:15:00,2024,1,9,75,2446,1,15
2024-01-09 01:20:00,2024,1,9,80,2648,1,20
2024-01-09 01:25:00,2024,1,9,85,3151,1,25
2024-01-09 01:30:00,2024,1,9,90,3225,1,30
2024-01-09 01:35:00,2024,1,9,95,3198,1,35
2024-01-09 01:40:00,2024,1,9,100,3120,1,40
2024-01-09 01:45:00,2024,1,9,105,2969,1,45
2024-01-09 01:50:00,2024,1,9,110,2758,1,50
2024-01-09 01:55:00,2024,1,9,115,2538,1,55
2024-01-10 00:00:00,2024,1,10,0,2403,0,0
2024-01-10 00:05:00,2024,1,10,5,2339,0,5
2024-01-10 00:10:00,2024,1,10,10,2318,0,10
2024-01-10 00:15:00,2024,1,10,15,2343,0,15
2024-01-10 00:20:00,2024,1,10,20,2452,0,20
2024-01-10 00:25:00,2024,1,10,25,2704,0,25
2024-01-10 00:30:00,2024,1,10,30,2893,0,30
2024-01-10 00:35:00,2024,1,10,35,2835,0,35
2024-01-10 00:40:00,2024,1,10,40,2787,0,40
2024-01-10 00:45:00,2024,1,10,45,2761,0,45
2024-01-10 00:50:00,2024,1,10,50,2740,0,50
2024-01-10 00:55:00,2024,1,10,55,2682,0,55
2024-01-10 01:00:00,2024,1,10,60,2626,1,0
2024-01-10 01:05:00,2024,1,10,65,2576,1,5
2024-01-10 01:10:00,2024,1,10,70,2513,1,10
2024-01-10 01:15:00,2024,1,10,75,2481,1,15
2024-01-10 01:20:00,2024,1,10,80,2645,1,20
2024-01-10 01:25:00,2024,1,10,85,3079,1,25
2024-01-10 01:30:00,2024,1,10,90,3117,1,30
2024-01-10 01:35:00,2024,1,10,95,3080,1,35
2024-01-10 01:40:00,2024,1,10,100,3018,1,40
2024-01-10 01:45:00,2024,1,10,105,2923,1,45
2024-01-10 01:50:00,2024,1,10,110,2765,1,50
2024-01-10 01:55:00,2024,1,10,115,2551,1,55
2024-01-11 00:00:00,2024,1,11,0,2412,0,0
2024-01-11 00:05:00,2024,1,11,5,2345,0,5
2024-01-11 00:10:00,2024,1,11,10,2299,0,10
2024-01-11 00:15:00,2024,1,11,15,2291,0,15
2024-01-11 00:20:00,2024,1,11,20,2308,0,20
2024-01-11 00:25:00,2024,1,11,25,2379,0,25
2024-01-11 00:30:00,2024,1,11,30,2475,0,30
2024-01-11 00:35:00,2024,1,11,35,2421,0,35
2024-01-11 00:40:00,2024,1,11,40,2483,0,40
2024-01-11 00:45:00,2024,1,11,45,2515,0,45
2024-01-11 00:50:00,2024,1,11,50,2474,0,50
2024-01-11 00:55:00,2024,1,11,55,2440,0,55
2024-01-11 01:00:00,2024,1,11,60,2398,1,0
2024-01-11 01:05:00,2024,1,11,65,2373,1,5
2024-01-11 01:10:00,2024,1,11,70,2353,1,10
2024-01-11 01:15:00,2024,1,11,75,2392,1,15
2024-01-11 01:20:00,2024,1,11,80,2601,1,20
2024-01-11 01:25:00,2024,1,11,85,3022,1,25
2024-01-11 01:30:00,2024,1,11,90,3035,1,30
2024-01-11 01:35:00,2024,1,11,95,2997,1,35
2024-01-11 01:40:00,2024,1,11,100,2931,1,40
2024-01-11 01:45:00,2024,1,11,105,2817,1,45
2024-01-11 01:50:00,2024,1,11,110,2672,1,50
2024-01-11 01:55:00,2024,1,11,115,2478,1,55
2024-01-12 00:00:00,2024,1,12,0,2348,0,0
2024-01-12 00:05:00,2024,1,12,5,2289,0,5
2024-01-12 00:10:00,2024,1,12,10,2234,0,10
2024-01-12 00:15:00,2024,1,12,15,2221,0,15
2024-01-12 00:20:00,2024,1,12,20,2245,0,20
2024-01-12 00:25:00,2024,1,12,25,2318,0,25
2024-01-12 00:30:00,2024,1,12,30,2399,0,30
2024-01-12 00:35:00,2024,1,12,35,2326,0,35
2024-01-12 00:40:00,2024,1,12,40,2390,0,40
2024-01-12 00:45:00,2024,1,12,45,2450,0,45
2024-01-12 00:50:00,2024,1,12,50,2437,0,50
2024-01-12 00:55:00,2024,1,12,55,2475,0,55
2024-01-12 01:00:00,2024,1,12,60,2432,1,0
2024-01-12 01:05:00,2024,1,12,65,2433,1,5
2024-01-12 01:10:00,2024,1,12,70,2418,1,10
2024-01-12 01:15:00,2024,1,12,75,2443,1,15
2024-01-12 01:20:00,2024,1,12,80,2660,1,20
2024-01-12 01:25:00,2024,1,12,85,3159,1,25
2024-01-12 01:30:00,2024,1,12,90,3232,1,30
2024-01-12 01:35:00,2024,1,12,95,3194,1,35
2024-01-12 01:40:00,2024,1,12,100,3129,1,40
2024-01-12 01:45:00,2024,1,12,105,3037,1,45
2024-01-12 01:50:00,2024,1,12,110,2916,1,50
2024-01-12 01:55:00,2024,1,12,115,2744,1,55
2024-01-13 00:00:00,2024,1,13,0,2613,0,0
2024-01-13 00:05:00,2024,1,13,5,2537,0,5
2024-01-13 00:10:00,2024,1,13,10,2499,0,10
2024-01-13 00:15:00,2024,1,13,15,2526,0,15
2024-01-13 00:20:00,2024,1,13,20,2629,0,20
2024-01-13 00:25:00,2024,1,13,25,2802,0,25
2024-01-13 00:30:00,2024,1,13,30,2956,0,30
2024-01-13 00:35:00,2024,1,13,35,2878,0,35
2024-01-13 00:40:00,2024,1,13,40,2906,0,40
2024-01-13 00:45:00,2024,1,13,45,2947,0,45
2024-01-13 00:50:00,2024,1,13,50,2897,0,50
2024-01-13 00:55:00,2024,1,13,55,2833,0,55
2024-01-13 01:00:00,2024,1,13,60,2774,1,0
2024-01-13 01:05:00,2024,1,13,65,2708,1,5
2024-01-13 01:10:00,2024,1,13,70,2652,1,10
2024-01-13 01:15:00,2024,1,13,75,2628,1,15
2024-01-13 01:20:00,2024,1,13,80,2835,1,20
2024-01-13 01:25:00,2024,1,13,85,3317,1,25
2024-01-13 01:30:00,2024,1,13,90,3372,1,30
2024-01-13 01:35:00,2024,1,13,95,3383,1,35
2024-01-13 01:40:00,2024,1,13,100,3321,1,40
2024-01-13 01:45:00,2024,1,13,105,3211,1,45
2024-01-13 01:50:00,2024,1,13,110,3034,1,50
2024-01-13 01:55:00,2024,1,13,115,2831,1,55
2024-01-14 00:00:00,2024,1,14,0,2696,0,0
2024-01-14 00:05:00,2024,1,14,5,2644,0,5
2024-01-14 00:10:00,2024,1,14,10,2605,0,10
2024-01-14 00:15:00,2024,1,14,15,2648,0,15
2024-01-14 00:20:00,2024,1,14,20,2755,0,20
2024-01-14 00:25:00,2024,1,14,25,2999,0,25
2024-01-14 00:30:00,2024,1,14,30,3224,0,30
2024-01-14 00:35:00,2024,1,14,35,3140,0,35
2024-01-14 00:40:00,2024,1,14,40,3039,0,40
2024-01-14 00:45:00,2024,1,14,45,2949,0,45
2024-01-14 00:50:00,2024,1,14,50,2870,0,50
2024-01-14 00:55:00,2024,1,14,55,2775,0,55
2024-01-14 01:00:00,2024,1,14,60,2693,1,0
2024-01-14 01:05:00,2024,1,14,65,2609,1,5
2024-01-14 01:10:00,2024,1,14,70,2559,1,10
2024-01-14 01:15:00,2024,1,14,75,2553,1,15
2024-01-14 01:20:00,2024,1,14,80,2796,1,20
2024-01-14 01:25:00,2024,1,14,85,3256,1,25
2024-01-14 01:30:00,2024,1,14,90,3324,1,30
2024-01-14 01:35:00,2024,1,14,95,3303,1,35
2024-01-14 01:40:00,2024,1,14,100,3228,1,40
2024-01-14 01:45:00,2024,1,14,105,3071,1,45
2024-01-14 01:50:00,2024,1,14,110,2865,1,50
2024-01-14 01:55:00,2024,1,14,115,2600,1,55
2024-01-15 00:00:00,2024,1,15,0,2469,0,0
2024-01-15 00:05:00,2024,1,15,5,2416,0,5
2024-01-15 00:10:00,2024,1,15,10,2385,0,10
2024-01-15 00:15:00,2024,1,15,15,2405,0,15
2024-01-15 00:20:00,2024,1,15,20,2525,0,20
2024-01-15 00:25:00,2024,1,15,25,2795,0,25
2024-01-15 00:30:00,2024,1,15,30,3045,0,30
2024-01-15 00:35:00,2024,1,15,35,2953,0,35
2024-01-15 00:40:00,2024,1,15,40,2866,0,40
2024-01-15 00:45:00,2024,1,15,45,2787,0,45
2024-01-15 00:50:00,2024,1,15,50,2760,0,50
2024-01-15 00:55:00,2024,1,15,55,2714,0,55
2024-01-15 01:00:00,2024,1,15,60,2681,1,0
2024-01-15 01:05:00,2024,1,15,65,2648,1,5
2024-01-15 01:10:00,2024,1,15,70,2586,1,10
2024-01-15 01:15:00,2024,1,15,75,2555,1,15
2024-01-15 01:20:00,2024,1,15,80,2773,1,20
2024-01-15 01:25:00,2024,1,15,85,3205,1,25
2024-01-15 01:30:00,2024,1,15,90,3261,1,30
2024-01-15 01:35:00,2024,1,15,95,3215,1,35
2024-01-15 01:40:00,2024,1,15,100,3115,1,40
2024-01-15 01:45:00,2024,1,15,105,2947,1,45
2024-01-15 01:50:00,2024,1,15,110,2700,1,50
2024-01-15 01:55:00,2024,1,15,115,2435,1,55
2024-01-16 00:00:00,2024,1,16,0,2293,0,0
2024-01-16 00:05:00,2024,1,16,5,2244,0,5
2024-01-16 00:10:00,2024,1,16,10,2243,0,10
2024-01-16 00:15:00,2024,1,16,15,2266,0,15
2024-01-16 00:20:00,2024,1,16,20,2331,0,20
2024-01-16 00:25:00,2024,1,16,25,2551,0,25
2024-01-16 00:30:00,2024,1,16,30,2844,0,30
2024-01-16 00:35:00,2024,1,16,35,2828,0,35
2024-01-16 00:40:00,2024,1,16,40,2818,0,40
2024-01-16 00:45:00,2024,1,16,45,2783,0,45
2024-01-16 00:50:00,2024,1,16,50,2690,0,50
2024-01-16 00:55:00,2024,1,16,55,2657,0,55
2024-01-16 01:00:00,2024,1,16,60,2615,1,0
2024-01-16 01:05:00,2024,1,16,65,2562,1,5
2024-01-16 01:10:00,2024,1,16,70,2535,1,10
2024-01-16 01:15:00,2024,1,16,75,2532,1,15
2024-01-16 01:20:00,2024,1,16,80,2726,1,20
2024-01-16 01:25:00,2024,1,16,85,3196,1,25
2024-01-16 01:30:00,2024,1,16,90,3290,1,30
2024-01-16 01:35:00,2024,1,16,95,3293,1,35
2024-01-16 01:40:00,2024,1,16,100,3221,1,40
2024-01-16 01:45:00,2024,1,16,105,3075,1,45
2024-01-16 01:50:00,2024,1,16,110,2852,1,50
2024-01-16 01:55:00,2024,1,16,115,2621,1,55
2024-01-17 00:00:00,2024,1,17,0,2516,0,0
2024-01-17 00:05:00,2024,1,17,5,2460,0,5
2024-01-17 00:10:00,2024,1,17,10,2452,0,10
2024-01-17 00:15:00,2024,1,17,15,2495,0,15
2024-01-17 00:20:00,2024,1,17,20,2625,0,20
2024-01-17 00:25:00,2024,1,17,25,2875,0,25
2024-01-17 00:30:00,2024,1,17,30,3115,0,30
2024-01-17 00:35:00,2024,1,17,35,3047,0,35
2024-01-17 00:40:00,2024,1,17,40,2978,0,40
2024-01-17 00:45:00,2024,1,17,45,2911,0,45
2024-01-17 00:50:00,2024,1,17,50,2836,0,50
2024-01-17 00:55:00,2024,1,17,55,2736,0,55
2024-01-17 01:00:00,2024,1,17,60,2669,1,0
2024-01-17 01:05:00,2024,1,17,65,2630,1,5
2024-01-17 01:10:00,2024,1,17,70,2535,1,10
2024-01-17 01:15:00,2024,1,17,75,2500,1,15
2024-01-17 01:20:00,2024,1,17,80,2681,1,20
2024-01-17 01:25:00,2024,1,17,85,3147,1,25
2024-01-17 01:30:00,2024,1,17,90,3246,1,30
2024-01-17 01:35:00,2024,1,17,95,3243,1,35
2024-01-17 01:40:00,2024,1,17,100,3206,1,40
2024-01-17 01:45:00,2024,1,17,105,3129,1,45
2024-01-17 01:50:00,2024,1,17,110,2968,1,50
2024-01-17 01:55:00,2024,1,17,115,2809,1,55
2024-01-18 00:00:00,2024,1,18,0,2717,0,0
2024-01-18 00:05:00,2024,1,18,5,2649,0,5
2024-01-18 00:10:00,2024,1,18,10,2611,0,10
2024-01-18 00:15:00,2024,1,18,15,2632,0,15
2024-01-18 00:20:00,2024,1,18,20,2697,0,20
2024-01-18 00:25:00,2024,1,18,25,2815,0,25
2024-01-18 00:30:00,2024,1,18,30,2925,0,30
2024-01-18 00:35:00,2024,1,18,35,2867,0,35
2024-01-18 00:40:00,2024,1,18,40,2857,0,40
2024-01-18 00:45:00,2024,1,18,45,2848,0,45
2024-01-18 00:50:00,2024,1,18,50,2767,0,50
2024-01-18 00:55:00,2024,1,18,55,2619,0,55
2024-01-18 01:00:00,2024,1,18,60,2522,1,0
2024-01-18 01:05:00,2024,1,18,65,2439,1,5
2024-01-18 01:10:00,2024,1,18,70,2393,1,10
2024-01-18 01:15:00,2024,1,18,75,2379,1,15
2024-01-18 01:20:00,2024,1,18,80,2581,1,20
2024-01-18 01:25:00,2024,1,18,85,3086,1,25
2024-01-18 01:30:00,2024,1,18,90,3172,1,30
2024-01-18 01:35:00,2024,1,18,95,3155,1,35
2024-01-18 01:40:00,2024,1,18,100,3118,1,40
2024-01-18 01:45:00,2024,1,18,105,3049,1,45
2024-01-18 01:50:00,2024,1,18,110,2947,1,50
2024-01-18 01:55:00,2024,1,18,115,2793,1,55
2024-01-19 00:00:00,2024,1,19,0,2690,0,0
2024-01-19 00:05:00,2024,1,19,5,2594,0,5
2024-01-19 00:10:00,2024,1,19,10,2557,0,10
2024-01-19 00:15:00,2024,1,19,15,2525,0,15
2024-01-19 00:20:00,2024,1,19,20,2549,0,20
2024-01-19 00:25:00,2024,1,19,25,2580,0,25
2024-01-19 00:30:00,2024,1,19,30,2662,0,30
2024-01-19 00:35:00,2024,1,19,35,2617,0,35
2024-01-19 00:40:00,2024,1,19,40,2696,0,40
2024-01-19 00:45:00,2024,1,19,45,2710,0,45
2024-01-19 00:50:00,2024,1,19,50,2642,0,50
2024-01-19 00:55:00,2024,1,19,55,2588,0,55
2024-01-19 01:00:00,2024,1,19,60,2504,1,0
2024-01-19 01:05:00,2024,1,19,65,2435,1,5
2024-01-19 01:10:00,2024,1,19,70,2369,1,10
2024-01-19 01:15:00,2024,1,19,75,2395,1,15
2024-01-19 01:20:00,2024,1,19,80,2569,1,20
2024-01-19 01:25:00,2024,1,19,85,3078,1,25
2024-01-19 01:30:00,2024,1,19,90,3174,1,30
2024-01-19 01:35:00,2024,1,19,95,3168,1,35
2024-01-19 01:40:00,2024,1,19,100,3105,1,40
2024-01-19 01:45:00,2024,1,19,105,2973,1,45
2024-01-19 01:50:00,2024,1,19,110,2810,1,50
2024-01-19 01:55:00,2024,1,19,115,2618,1,55
2024-01-20 00:00:00,2024,1,20,0,2466,0,0
2024-01-20 00:05:00,2024,1,20,5,2410,0,5
2024-01-20 00:10:00,2024,1,20,10,2403,0,10
2024-01-20 00:15:00,2024,1,20,15,2449,0,15
2024-01-20 00:20:00,2024,1,20,20,2578,0,20
2024-01-20 00:25:00,2024,1,20,25,2840,0,25
2024-01-20 00:30:00,2024,1,20,30,3073,0,30
2024-01-20 00:35:00,2024,1,20,35,3011,0,35
2024-01-20 00:40:00,2024,1,20,40,2953,0,40
2024-01-20 00:45:00,2024,1,20,45,2903,0,45
2024-01-20 00:50:00,2024,1,20,50,2829,0,50
2024-01-20 00:55:00,2024,1,20,55,2739,0,55
2024-01-20 01:00:00,2024,1,20,60,2695,1,0
2024-01-20 01:05:00,2024,1,20,65,2626,1,5
2024-01-20 01:10:00,2024,1,20,70,2569,1,10
2024-01-20 01:15:00,2024,1,20,75,2533,1,15
2024-01-20 01:20:00,2024,1,20,80,2708,1,20
2024-01-20 01:25:00,2024,1,20,85,3186,1,25
2024-01-20 01:30:00,2024,1,20,90,3285,1,30
2024-01-20 01:35:00,2024,1,20,95,3270,1,35
2024-01-20 01:40:00,2024,1,20,100,3205,1,40
2024-01-20 01:45:00,2024,1,20,105,3032,1,45
2024-01-20 01:50:00,2024,1,20,110,2827,1,50
2024-01-20 01:55:00,2024,1,20,115,2576,1,55
2024-01-21 00:00:00,2024,1,21,0,2428,0,0
