Reserve,Generator
Flex_Down,301_CT_3
Flex_Down,301_CT_4
Flex_Down,302_CT_1
Flex_Down,302_CT_2
Flex_Down,302_CT_3
Flex_Down,302_CT_4
Flex_Down,307_CT_1
Flex_Down,307_CT_2
Flex_Down,315_CT_6
Flex_Down,315_CT_7
Flex_Down,315_CT_8
Flex_Down,322_CT_5
Flex_Down,322_CT_6
Reg_Up,101_CT_1
Reg_Up,101_CT_2
Reg_Up,102_CT_1
Reg_Up,102_CT_2
Reg_Up,113_CT_1
Reg_Up,113_CT_2
Reg_Up,113_CT_3
Reg_Up,113_CT_4
Reg_Up,123_CT_1
Reg_Up,123_CT_4
Reg_Up,123_CT_5
Reg_Up,201_CT_1
Reg_Up,201_CT_2
Reg_Up,202_CT_1
Reg_Up,202_CT_2
Reg_Up,207_CT_1
Reg_Up,207_CT_2
Reg_Up,213_CT_1
Reg_Up,213_CT_2
Reg_Up,215_CT_4
Reg_Up,215_CT_5
Reg_Up,223_CT_4
Reg_Up,223_CT_5
Reg_Up,223_CT_6
Reg_Up,301_CT_1
Reg_Up,301_CT_2
Reg_Up,301_CT_3
Reg_Up,301_CT_4
Reg_Up,302_CT_1
Reg_Up,302_CT_2
Reg_Up,302_CT_3
Reg_Up,302_CT_4
Reg_Up,307_CT_1
Reg_Up,307_CT_2
Reg_Up,315_CT_6
Reg_Up,315_CT_7
Reg_Up,315_CT_8
Reg_Up,322_CT_5
Reg_Up,322_CT_6
Reg_Down,101_CT_1
Reg_Down,101_CT_2
Reg_Down,102_CT_1
Reg_Down,102_CT_2
Reg_Down,113_CT_1
Reg_Down,113_CT_2
Reg_Down,113_CT_3
Reg_Down,113_CT_4
Reg_Down,123_CT_1
Reg_Down,123_CT_4
Reg_Down,123_CT_5
Reg_Down,201_CT_1
Reg_Down,201_CT_2
Reg_Down,202_CT_1
Reg_Down,202_CT_2
Reg_Down,207_CT_1
Reg_Down,207_CT_2
Reg_Down,213_CT_1
Reg_Down,213_CT_2
Reg_Down,215_CT_4
Reg_Down,215_CT_5
Reg_Down,223_CT_4
Reg_Down,223_CT_5
Reg_Down,223_CT_6
Reg_Down,301_CT_1
Reg_Down,301_CT_2
Reg_Down,301_CT_3
Reg_Down,301_CT_4
Reg_Down,302_CT_1
Reg_Down,302_CT_2
Reg_Down,302_CT_3
Reg_Down,302_CT_4
Reg_Down,307_CT_1
Reg_Down,307_CT_2
Reg_Down,315_CT_6
Reg_Down,315_CT_7
Reg_Down,315_CT_8
Reg_Down,322_CT_5
Reg_Down,322_CT_6
Spin_Up,101_CT_1
Spin_Up,101_CT_2
Spin_Up,102_CT_1
Spin_Up,102_CT_2
Spin_Up,113_CT_1
Spin_Up,113_CT_2
Spin_Up,113_CT_3
Spin_Up,113_CT_4
Spin_Up,123_CT_1
Spin_Up,123_CT_4
Spin_Up,123_CT_5
Spin_Up,201_CT_1
Spin_Up,201_CT_2
Spin_Up,202_CT_1
Spin_Up,202_CT_2
Spin_Up,207_CT_1
Spin_Up,207_CT_2
Spin_Up,213_CT_1
Spin_Up,213_CT_2
Spin_Up,215_CT_4
Spin_Up,215_CT_5
Spin_Up,223_CT_4
Spin_Up,223_CT_5
Spin_Up,223_CT_6
Spin_Up,301_CT_1
Spin_Up,301_CT_2
Spin_Up,301_CT_3
Spin_Up,301_CT_4
Spin_Up,302_CT_1
Spin_Up,302_CT_2
Spin_Up,302_CT_3
Spin_Up,302_CT_4
Spin_Up,307_CT_1
Spin_Up,307_CT_2
Spin_Up,315_CT_6
Spin_Up,315_CT_7
Spin_Up,315_CT_8
Spin_Up,322_CT_5
Spin_Up,322_CT_6
Flex_Up,101_CT_1
Flex_Up,101_CT_2
Flex_Up,102_CT_1
Flex_Up,102_CT_2
Flex_Up,113_CT_1
Flex_Up,113_CT_2
Flex_Up,113_CT_3
Flex_Up,113_CT_4
Flex_Up,123_CT_1
Flex_Up,123_CT_4
Flex_Up,123_CT_5
Flex_Up,201_CT_1
Flex_Up,201_CT_2
Flex_Up,202_CT_1
Flex_Up,202_CT_2
Flex_Up,207_CT_1
Flex_Up,207_CT_2
Flex_Up,213_CT_1
Flex_Up,213_CT_2
Flex_Up,215_CT_4
Flex_Up,215_CT_5
Flex_Up,223_CT_4
Flex_Up,223_CT_5
Flex_Up,223_CT_6
Flex_Up,301_CT_1
Flex_Up,301_CT_2
Flex_Up,301_CT_3
Flex_Up,301_CT_4
Flex_Up,302_CT_1
Flex_Up,302_CT_2
Flex_Up,302_CT_3
Flex_Up,302_CT_4
Flex_Up,307_CT_1
Flex_Up,307_CT_2
Flex_Up,315_CT_6
Flex_Up,315_CT_7
Flex_Up,315_CT_8
Flex_Up,322_CT_5
Flex_Up,322_CT_6
Flex_Down,101_CT_1
Flex_Down,101_CT_2
Flex_Down,102_CT_1
Flex_Down,102_CT_2
Flex_Down,113_CT_1
Flex_Down,113_CT_2
Flex_Down,113_CT_3
Flex_Down,113_CT_4
Flex_Down,123_CT_1
Flex_Down,123_CT_4
Flex_Down,123_CT_5
Flex_Down,201_CT_1
Flex_Down,201_CT_2
Flex_Down,202_CT_1
Flex_Down,202_CT_2
Flex_Down,207_CT_1
Flex_Down,207_CT_2
Flex_Down,213_CT_1
Flex_Down,213_CT_2
Flex_Down,215_CT_4
Flex_Down,215_CT_5
Flex_Down,223_CT_4
Flex_Down,223_CT_5
Flex_Down,223_CT_6
Flex_Down,301_CT_1
Flex_Down,301_CT_2
Flex_Down,301_CT_3
Flex_Down,301_CT_4
Flex_Down,302_CT_1
Flex_Down,302_CT_2
Flex_Down,302_CT_3
Flex_Down,302_CT_4
Flex_Down,307_CT_1
Flex_Down,307_CT_2
Flex_Down,315_CT_6
Flex_Down,315_CT_7
Flex_Down,315_CT_8
Flex_Down,322_CT_5
Flex_Down,322_CT_6
Reg_Up,101_CT_1
Reg_Up,101_CT_2
Reg_Up,102_CT_1
Reg_Up,102_CT_2
Reg_Up,113_CT_1
Reg_Up,113_CT_2
Reg_Up,113_CT_3
Reg_Up,113_CT_4
Reg_Up,123_CT_1
Reg_Up,123_CT_4
Reg_Up,123_CT_5
Reg_Up,201_CT_1
Reg_Up,201_CT_2
Reg_Up,202_CT_1
Reg_Up,202_CT_2
Reg_Up,207_CT_1
Reg_Up,207_CT_2
Reg_Up,213_CT_1
Reg_Up,213_CT_2
Reg_Up,215_CT_4
Reg_Up,215_CT_5
Reg_Up,223_CT_4
Reg_Up,223_CT_5
Reg_Up,223_CT_6
Reg_Up,301_CT_1
Reg_Up,301_CT_2
Reg_Up,301_CT_3
Reg_Up,301_CT_4
Reg_Up,302_CT_1
Reg_Up,302_CT_2
Reg_Up,302_CT_3
Reg_Up,302_CT_4
Reg_Up,307_CT_1
Reg_Up,307_CT_2
Reg_Up,315_CT_6
Reg_Up,315_CT_7
Reg_Up,315_CT_8
Reg_Up,322_CT_5
Reg_Up,322_CT_6
Reg_Down,101_CT_1
Reg_Down,101_CT_2
Reg_Down,102_CT_1
Reg_Down,102_CT_2
Reg_Down,113_CT_1
Reg_Down,113_CT_2
Reg_Down,113_CT_3
Reg_Down,113_CT_4
Reg_Down,123_CT_1
Reg_Down,123_CT_4
Reg_Down,123_CT_5
Reg_Down,201_CT_1
Reg_Down,201_CT_2
Reg_Down,202_CT_1
Reg_Down,202_CT_2
Reg_Down,207_CT_1
Reg_Down,207_CT_2
Reg_Down,213_CT_1
Reg_Down,213_CT_2
Reg_Down,215_CT_4
Reg_Down,215_CT_5
Reg_Down,223_CT_4
Reg_Down,223_CT_5
Reg_Down,223_CT_6
Reg_Down,301_CT_1
Reg_Down,301_CT_2
Reg_Down,301_CT_3
Reg_Down,301_CT_4
Reg_Down,302_CT_1
Reg_Down,302_CT_2
Reg_Down,302_CT_3
Reg_Down,302_CT_4
Reg_Down,307_CT_1
Reg_Down,307_CT_2
Reg_Down,315_CT_6
Reg_Down,315_CT_7
Reg_Down,315_CT_8
Reg_Down,322_CT_5
Reg_Down,322_CT_6
Spin_Up,320_PV_1
Spin_Up,314_PV_1
Spin_Up,314_PV_2
Spin_Up,313_PV_1
Spin_Up,314_PV_3
Spin_Up,314_PV_4
Spin_Up,313_PV_2
Spin_Up,310_PV_1
Spin_Up,324_PV_1
Spin_Up,312_PV_1
Spin_Up,310_PV_2
Spin_Up,324_PV_2
Spin_Up,324_PV_3
Spin_Up,113_PV_1
Spin_Up,319_PV_1
Spin_Up,215_PV_1
Spin_Up,102_PV_1
Spin_Up,101_PV_1
Spin_Up,102_PV_2
Spin_Up,104_PV_1
Spin_Up,101_PV_2
Spin_Up,101_PV_3
Spin_Up,101_PV_4
Spin_Up,103_PV_1
Spin_Up,119_PV_1
Flex_Up,320_PV_1
Flex_Up,314_PV_1
Flex_Up,314_PV_2
Flex_Up,313_PV_1
Flex_Up,314_PV_3
Flex_Up,314_PV_4
Flex_Up,313_PV_2
Flex_Up,310_PV_1
Flex_Up,324_PV_1
Flex_Up,312_PV_1
Flex_Up,310_PV_2
Flex_Up,324_PV_2
Flex_Up,324_PV_3
Flex_Up,113_PV_1
Flex_Up,319_PV_1
Flex_Up,215_PV_1
Flex_Up,102_PV_1
Flex_Up,101_PV_1
Flex_Up,102_PV_2
Flex_Up,104_PV_1
Flex_Up,101_PV_2
Flex_Up,101_PV_3
Flex_Up,101_PV_4
Flex_Up,103_PV_1
Flex_Up,119_PV_1
Flex_Down,320_PV_1
Flex_Down,314_PV_1
Flex_Down,314_PV_2
Flex_Down,313_PV_1
Flex_Down,314_PV_3
Flex_Down,314_PV_4
Flex_Down,313_PV_2
Flex_Down,310_PV_1
Flex_Down,324_PV_1
Flex_Down,312_PV_1
Flex_Down,310_PV_2
Flex_Down,324_PV_2
Flex_Down,324_PV_3
Flex_Down,113_PV_1
Flex_Down,319_PV_1
Flex_Down,215_PV_1
Flex_Down,102_PV_1
Flex_Down,101_PV_1
Flex_Down,102_PV_2
Flex_Down,104_PV_1
Flex_Down,101_PV_2
Flex_Down,101_PV_3
Flex_Down,101_PV_4
Flex_Down,103_PV_1
Flex_Down,119_PV_1
Reg_Up,320_PV_1
Reg_Up,314_PV_1
Reg_Up,314_PV_2
Reg_Up,313_PV_1
Reg_Up,314_PV_3
Reg_Up,314_PV_4
Reg_Up,313_PV_2
Reg_Up,310_PV_1
Reg_Up,324_PV_1
Reg_Up,312_PV_1
Reg_Up,310_PV_2
Reg_Up,324_PV_2
Reg_Up,324_PV_3
Reg_Up,113_PV_1
Reg_Up,319_PV_1
Reg_Up,215_PV_1
Reg_Up,102_PV_1
Reg_Up,101_PV_1
Reg_Up,102_PV_2
Reg_Up,104_PV_1
Reg_Up,101_PV_2
Reg_Up,101_PV_3
Reg_Up,101_PV_4
Reg_Up,103_PV_1
Reg_Up,119_PV_1
Reg_Down,320_PV_1
Reg_Down,314_PV_1
Reg_Down,314_PV_2
Reg_Down,313_PV_1
Reg_Down,314_PV_3
Reg_Down,314_PV_4
Reg_Down,313_PV_2
Reg_Down,310_PV_1
Reg_Down,324_PV_1
Reg_Down,312_PV_1
Reg_Down,310_PV_2
Reg_Down,324_PV_2
Reg_Down,324_PV_3
Reg_Down,113_PV_1
Reg_Down,319_PV_1
Reg_Down,215_PV_1
Reg_Down,102_PV_1
Reg_Down,101_PV_1
Reg_Down,102_PV_2
Reg_Down,104_PV_1
Reg_Down,101_PV_2
Reg_Down,101_PV_3
Reg_Down,101_PV_4
Reg_Down,103_PV_1
Reg_Down,119_PV_1
Spin_Up,101_STEAM_3
Spin_Up,101_STEAM_4
Spin_Up,102_STEAM_3
Spin_Up,102_STEAM_4
Spin_Up,115_STEAM_1
Spin_Up,115_STEAM_2
Spin_Up,115_STEAM_3
Spin_Up,116_STEAM_1
Spin_Up,123_STEAM_2
Spin_Up,123_STEAM_3
Spin_Up,201_STEAM_3
Spin_Up,202_STEAM_3
Spin_Up,202_STEAM_4
Spin_Up,216_STEAM_1
Spin_Up,223_STEAM_1
Spin_Up,223_STEAM_2
Spin_Up,223_STEAM_3
Spin_Up,315_STEAM_1
Spin_Up,315_STEAM_2
Spin_Up,315_STEAM_3
Spin_Up,315_STEAM_4
Spin_Up,315_STEAM_5
Spin_Up,316_STEAM_1
Flex_Up,101_STEAM_3
Flex_Up,101_STEAM_4
Flex_Up,102_STEAM_3
Flex_Up,102_STEAM_4
Flex_Up,115_STEAM_1
Flex_Up,115_STEAM_2
Flex_Up,115_STEAM_3
Flex_Up,116_STEAM_1
Flex_Up,123_STEAM_2
Flex_Up,123_STEAM_3
Flex_Up,201_STEAM_3
Flex_Up,202_STEAM_3
Flex_Up,202_STEAM_4
Flex_Up,216_STEAM_1
Flex_Up,223_STEAM_1
Flex_Up,223_STEAM_2
Flex_Up,223_STEAM_3
Flex_Up,315_STEAM_1
Flex_Up,315_STEAM_2
Flex_Up,315_STEAM_3
Flex_Up,315_STEAM_4
Flex_Up,315_STEAM_5
Flex_Up,316_STEAM_1
Flex_Down,101_STEAM_3
Flex_Down,101_STEAM_4
Flex_Down,102_STEAM_3
Flex_Down,102_STEAM_4
Flex_Down,115_STEAM_1
Flex_Down,115_STEAM_2
Flex_Down,115_STEAM_3
Flex_Down,116_STEAM_1
Flex_Down,123_STEAM_2
Flex_Down,123_STEAM_3
Flex_Down,201_STEAM_3
Flex_Down,202_STEAM_3
Flex_Down,202_STEAM_4
Flex_Down,216_STEAM_1
Flex_Down,223_STEAM_1
Flex_Down,223_STEAM_2
Flex_Down,223_STEAM_3
Flex_Down,315_STEAM_1
Flex_Down,315_STEAM_2
Flex_Down,315_STEAM_3
Flex_Down,315_STEAM_4
Flex_Down,315_STEAM_5
Flex_Down,316_STEAM_1
Reg_Up,101_STEAM_3
Reg_Up,101_STEAM_4
Reg_Up,102_STEAM_3
Reg_Up,102_STEAM_4
Reg_Up,115_STEAM_1
Reg_Up,115_STEAM_2
Reg_Up,115_STEAM_3
Reg_Up,116_STEAM_1
Reg_Up,123_STEAM_2
Reg_Up,123_STEAM_3
Reg_Up,201_STEAM_3
Reg_Up,202_STEAM_3
Reg_Up,202_STEAM_4
Reg_Up,216_STEAM_1
Reg_Up,223_STEAM_1
Reg_Up,223_STEAM_2
Reg_Up,223_STEAM_3
Reg_Up,315_STEAM_1
Reg_Up,315_STEAM_2
Reg_Up,315_STEAM_3
Reg_Up,315_STEAM_4
Reg_Up,315_STEAM_5
Reg_Up,316_STEAM_1
Reg_Down,101_STEAM_3
Reg_Down,101_STEAM_4
Reg_Down,102_STEAM_3
Reg_Down,102_STEAM_4
Reg_Down,115_STEAM_1
Reg_Down,115_STEAM_2
Reg_Down,115_STEAM_3
Reg_Down,116_STEAM_1
Reg_Down,123_STEAM_2
Reg_Down,123_STEAM_3
Reg_Down,201_STEAM_3
Reg_Down,202_STEAM_3
Reg_Down,202_STEAM_4
Reg_Down,216_STEAM_1
Reg_Down,223_STEAM_1
Reg_Down,223_STEAM_2
Reg_Down,223_STEAM_3
Reg_Down,315_STEAM_1
Reg_Down,315_STEAM_2
Reg_Down,315_STEAM_3
Reg_Down,315_STEAM_4
Reg_Down,315_STEAM_5
Reg_Down,316_STEAM_1
