Year,Month,Day,Period,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4,    SUM,PER UNIT
2020,1,3,1,3.8,3.8,3.8,3.8,3.8,3.8,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,23,23,23,23,205.8,0.2058
2020,1,3,2,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,24.8,24.8,24.8,24.8,210,0.21
2020,1,3,3,2.8,2.8,2.8,2.8,2.8,2.8,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,21.3,21.3,21.3,21.3,193,0.193
2020,1,3,4,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,12.2,12.2,12.2,12.2,161.6,0.1616
2020,1,3,5,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,11.1,11.1,11.1,11.1,155.2,0.1552
2020,1,3,6,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,18.3,18.3,18.3,18.3,184,0.184
2020,1,3,7,3.3,3.3,3.3,3.3,3.3,3.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,43.8,43.8,43.8,43.8,290,0.29
2020,1,3,8,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,44.4,44.4,44.4,44.4,290.4,0.2904
2020,1,3,9,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,42.8,42.8,42.8,42.8,284,0.284
2020,1,3,10,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,28.9,28.9,28.9,28.9,228.4,0.2284
2020,1,3,11,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,11.4,11.4,11.4,11.4,161.4,0.1614
2020,1,3,12,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,11.9,11.9,11.9,11.9,160.4,0.1604
2020,1,3,13,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,30.6,30.6,30.6,30.6,233.2,0.2332
2020,1,3,14,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,31.9,31.9,31.9,31.9,240.4,0.2404
2020,1,3,15,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,28.9,28.9,28.9,28.9,228.4,0.2284
2020,1,3,16,3.3,3.3,3.3,3.3,3.3,3.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,32.5,32.5,32.5,32.5,244.8,0.2448
2020,1,3,17,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,12.3,12.3,12.3,12.3,162,0.162
2020,1,3,18,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.6,25.6,25.6,25.6,215.2,0.2152
2020,1,3,19,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,26.6,26.6,26.6,26.6,222.2,0.2222
2020,1,3,20,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,23.7,23.7,23.7,23.7,207.6,0.2076
2020,1,3,21,3.8,3.8,3.8,3.8,3.8,3.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,25.7,25.7,25.7,25.7,220.6,0.2206
2020,1,3,22,4.2,4.2,4.2,4.2,4.2,4.2,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,26.5,26.5,26.5,26.5,222.2,0.2222
2020,1,3,23,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,45.1,45.1,45.1,45.1,296.2,0.2962
2020,1,3,24,3.8,3.8,3.8,3.8,3.8,3.8,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,16.3,16.3,16.3,16.3,179,0.179
2020,1,4,1,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,24.9,24.9,24.9,24.9,215.4,0.2154
2020,1,4,2,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.9,25.9,25.9,25.9,216.4,0.2164
2020,1,4,3,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,20.4,20.4,20.4,20.4,192.4,0.1924
2020,1,4,4,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,17.9,17.9,17.9,17.9,184.4,0.1844
2020,1,4,5,3.8,3.8,3.8,3.8,3.8,3.8,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,13.8,13.8,13.8,13.8,169,0.169
2020,1,4,6,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,19.1,19.1,19.1,19.1,189.2,0.1892
2020,1,4,7,2.8,2.8,2.8,2.8,2.8,2.8,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,40.1,40.1,40.1,40.1,268.2,0.2682
2020,1,4,8,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,22.4,22.4,22.4,22.4,200.4,0.2004
2020,1,4,9,3.3,3.3,3.3,3.3,3.3,3.3,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,16.1,16.1,16.1,16.1,175.2,0.1752
2020,1,4,10,3.3,3.3,3.3,3.3,3.3,3.3,9,9,9,9,9,9,9,9,9,9,17.9,17.9,17.9,17.9,181.4,0.1814
2020,1,4,11,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,10.8,10.8,10.8,10.8,156,0.156
2020,1,4,12,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,20.7,20.7,20.7,20.7,192.6,0.1926
2020,1,4,13,2.8,2.8,2.8,2.8,2.8,2.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,33.6,33.6,33.6,33.6,246.2,0.2462
2020,1,4,14,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,35.7,35.7,35.7,35.7,252.6,0.2526
2020,1,4,15,3.3,3.3,3.3,3.3,3.3,3.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,29.8,29.8,29.8,29.8,234,0.234
2020,1,4,16,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,28.9,28.9,28.9,28.9,225.4,0.2254
2020,1,4,17,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,20.5,20.5,20.5,20.5,194.8,0.1948
2020,1,4,18,2.8,2.8,2.8,2.8,2.8,2.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,30.3,30.3,30.3,30.3,231,0.231
2020,1,4,19,3.8,3.8,3.8,3.8,3.8,3.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,36,36,36,36,261.8,0.2618
2020,1,4,20,3.3,3.3,3.3,3.3,3.3,3.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,39,39,39,39,268.8,0.2688
2020,1,4,21,3.3,3.3,3.3,3.3,3.3,3.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,39.5,39.5,39.5,39.5,272.8,0.2728
2020,1,4,22,3.3,3.3,3.3,3.3,3.3,3.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,42.1,42.1,42.1,42.1,283.2,0.2832
2020,1,4,23,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,28.1,28.1,28.1,28.1,171.2,0.1712
2020,1,4,24,6.1,6.1,6.1,6.1,6.1,6.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,24.7,24.7,24.7,24.7,174.4,0.1744
2020,1,5,1,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,23.2,23.2,23.2,23.2,151.6,0.1516
2020,1,5,2,3.3,3.3,3.3,3.3,3.3,3.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,15.9,15.9,15.9,15.9,147.4,0.1474
2020,1,5,3,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,11.9,11.9,11.9,11.9,111.4,0.1114
2020,1,5,4,2.8,2.8,2.8,2.8,2.8,2.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,17.3,17.3,17.3,17.3,125,0.125
2020,1,5,5,2.8,2.8,2.8,2.8,2.8,2.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,19.7,19.7,19.7,19.7,134.6,0.1346
2020,1,5,6,2.8,2.8,2.8,2.8,2.8,2.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,20,20,20,20,135.8,0.1358
2020,1,5,7,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,15.4,15.4,15.4,15.4,120.4,0.1204
2020,1,5,8,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,37.4,37.4,37.4,37.4,208.4,0.2084
2020,1,5,9,3.3,3.3,3.3,3.3,3.3,3.3,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,25.2,25.2,25.2,25.2,161.6,0.1616
2020,1,5,10,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,26.9,26.9,26.9,26.9,169.4,0.1694
2020,1,5,11,3.3,3.3,3.3,3.3,3.3,3.3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,27.6,27.6,27.6,27.6,169.2,0.1692
2020,1,5,12,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,31.1,31.1,31.1,31.1,186.2,0.1862
2020,1,5,13,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,39.2,39.2,39.2,39.2,218.6,0.2186
2020,1,5,14,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,32.5,32.5,32.5,32.5,194.2,0.1942
2020,1,5,15,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,33.1,33.1,33.1,33.1,194.2,0.1942
2020,1,5,16,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,31.2,31.2,31.2,31.2,189,0.189
2020,1,5,17,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,26.3,26.3,26.3,26.3,167,0.167
2020,1,5,18,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,24.8,24.8,24.8,24.8,163.4,0.1634
2020,1,5,19,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,25.4,25.4,25.4,25.4,165.8,0.1658
2020,1,5,20,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,25.2,25.2,25.2,25.2,162.6,0.1626
2020,1,5,21,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,34.2,34.2,34.2,34.2,201,0.201
2020,1,5,22,5.7,5.7,5.7,5.7,5.7,5.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,34.1,34.1,34.1,34.1,209.6,0.2096
2020,1,5,23,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,40,40,40,40,221.8,0.2218
2020,1,5,24,6.1,6.1,6.1,6.1,6.1,6.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,7.1,7.1,7.1,7.1,104,0.104
2020,1,6,1,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,24,24,24,24,211.8,0.2118
2020,1,6,2,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,21.9,21.9,21.9,21.9,203.4,0.2034
2020,1,6,3,3.8,3.8,3.8,3.8,3.8,3.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,18.4,18.4,18.4,18.4,191.4,0.1914
2020,1,6,4,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,20.3,20.3,20.3,20.3,197,0.197
2020,1,6,5,3.8,3.8,3.8,3.8,3.8,3.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,15.5,15.5,15.5,15.5,177.8,0.1778
2020,1,6,6,3.8,3.8,3.8,3.8,3.8,3.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,7.9,7.9,7.9,7.9,149.4,0.1494
2020,1,6,7,13.2,13.2,13.2,13.2,13.2,13.2,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,12.4,12.4,12.4,12.4,243.8,0.2438
2020,1,6,8,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,22.6,22.6,22.6,22.6,351.6,0.3516
2020,1,6,9,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.3,15.3,15.3,15.3,322.4,0.3224
2020,1,6,10,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,26.8,26.8,26.8,26.8,371.4,0.3714
2020,1,6,11,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,31.5,31.5,31.5,31.5,387.2,0.3872
2020,1,6,12,13.2,13.2,13.2,13.2,13.2,13.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,17.9,17.9,17.9,17.9,335.8,0.3358
2020,1,6,13,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18,18,18,18,335.2,0.3352
2020,1,6,14,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,25.9,25.9,25.9,25.9,364.8,0.3648
2020,1,6,15,13.2,13.2,13.2,13.2,13.2,13.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20,20,20,20,346.2,0.3462
2020,1,6,16,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,15.4,15.4,15.4,15.4,324.8,0.3248
2020,1,6,17,14.2,14.2,14.2,14.2,14.2,14.2,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,15.2,15.2,15.2,15.2,333,0.333
2020,1,6,18,25.9,25.9,25.9,25.9,25.9,25.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,14.3,14.3,14.3,14.3,401.6,0.4016
2020,1,6,19,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,19.5,19.5,19.5,19.5,418,0.418
2020,1,6,20,25.9,25.9,25.9,25.9,25.9,25.9,14,14,14,14,14,14,14,14,14,14,16.9,16.9,16.9,16.9,363,0.363
