"time","101_1","101_2","101_3","101_4","102_1","102_2","102_3","102_4","102_pv_2","107_1","113_1","113_2","113_3","113_4","113_pv","114_1","115_1","115_2","115_3","116_1","118_1","118_rtpv_10","118_rtpv_2","118_rtpv_3","118_rtpv_4","118_rtpv_5","118_rtpv_6","118_rtpv_7","118_rtpv_9","121_1","122_1","122_2","122_3","122_4","122_5","122_6","122_wind","123_1","123_2","123_3","123_4","123_5","201_1","201_2","201_3","201_4","202_1","202_2","202_3","202_4","207_1","207_2","213_1","213_2","213_3","213_rtpv","214_1","215_1","215_2","215_3","215_4","215_5","215_pv","216_1","218_1","221_1","222_1","222_2","222_3","222_4","222_5","222_6","223_1","223_2","223_3","223_4","223_5","223_6","301_1","301_2","301_3","301_4","302_1","302_2","302_3","302_4","307_1","307_2","309_wind","313_1","313_pv","313_pv_2","313_rtpv","313_rtpv_10","313_rtpv_12","313_rtpv_13","313_rtpv_2","313_rtpv_3","313_rtpv_4","313_rtpv_5","313_rtpv_6","313_rtpv_7","313_rtpv_8","313_rtpv_9","314_1","315_1","315_2","315_3","315_4","315_5","315_6","315_7","315_8","316_1","318_1","320_pv","321_1","322_1","322_2","322_3","322_4","322_5","322_6","323_1","323_2"
2024-01-01 11:00:00,0,0,61.4333333333334,65.7777777777778,0,0,65.7777777777778,65.7777777777778,18.3,0,0,0,0,0,67.6,0,0,0,155,155,0,3.2,6.3,6.4,6.4,6.2,6.3,7.4,6.9,400,3.8,3.8,3.8,3.8,3.8,3.8,6.3,0,155,350,0,0,0,0,65.7777777777778,18.5,0,0,65.7777777777778,65.7777777777778,0,0,0,22,0,8.3,0,18.5,18.5,18.5,0,0,85,155,0,0,18.5,18.5,18.5,18.5,18.5,18.5,155,155,350,0,0,0,0,0,0,0,0,0,22,22,0,22,60.9,0,66.6,67.1,67.1,44,19.5,18.8,41.5,43.1,42.8,41.5,41,42.7,42.3,43,0,0,0,0,0,0,0,22,0,155,0,33.6,0,35.5,35.5,35.5,35.5,0,0,0,0
2024-01-01 12:00:00,0,0,65.7777777777778,67.2000000000002,0,0,65.7777777777778,70.8888888888889,17.9,0,0,0,0,0,66.5,0,0,0,155,155,0,3.1,6.2,6.1,6.3,5.9,6.2,7.2,6.7,400,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0,155,350,0,0,0,0,70.8888888888889,18.7,0,0,70.8888888888889,65.7777777777778,0,0,0,22,0,8,0,18.7,18.7,18.7,0,0,84.5,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,0,0,0,0,22,22,0,22,20.4,0,64.4,64.8,65.4,42.6,19.4,19.2,42,42.8,41.7,41.8,40.7,40.8,41.6,40.8,0,0,0,0,0,0,0,22,0,155,0,33.7,0,35.1,35.1,35.1,35.1,0,0,0,0
2024-01-01 13:00:00,0,0,59.8222222222227,55.5555555555556,0,0,55.5555555555556,55.5555555555556,17.4,0,0,0,0,0,63.3,0,0,0,155,155,0,2.7,5.4,5.6,5.5,5.4,5.5,6.6,5.9,400,4.2,4.2,4.2,4.2,4.2,4.2,1.1,0,155,350,0,0,0,0,55.5555555555556,18.7,0,0,55.5555555555556,60.6666666666667,0,0,0,22,230.333333333333,7.3,0,18.7,18.7,18.7,0,0,80.9,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,0,0,0,0,22,22,0,0,1.6,0,61.4,61.8,59.2,38,17,17.4,37.1,37.7,36.7,36.9,37.1,37.8,37.6,37.7,0,0,0,0,0,0,0,0,0,155,0,33.5,0,21.4,21.4,21.4,21.4,0,0,0,0
2024-01-01 14:00:00,0,0,53.3555555555561,50.4444444444444,0,0,50.4444444444444,50.4444444444444,15.4,0,0,0,0,0,55.1,0,0,0,155,155,0,2.2,4,4.3,4,4.1,4,5.2,4.7,400,4.2,4.2,4.2,4.2,4.2,4.2,0,0,155,350,0,0,0,0,55.5555555555556,18.7,0,0,50.4444444444444,50.4444444444444,0,0,0,0,230.333333333333,5.3,0,18.7,18.7,18.7,0,0,71.6,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,54,47.9,29,12.8,13,29.3,29,29,29.1,29.2,29.5,29.4,29.5,0,0,0,0,0,0,0,0,0,155,0,29.7,230.333333333333,16.9,16.9,16.9,16.9,0,0,0,0
2024-01-01 15:00:00,0,0,70.8888888888889,70.8888888888889,0,0,70.8888888888889,70.8888888888889,10,0,0,0,0,0,31.4,0,0,0,155,155,0,1,1.9,1.9,1.9,2,1.8,2.5,2.3,400,13.2,13.2,13.2,13.2,13.2,13.2,0,0,155,350,0,0,0,0,70.8888888888889,18.7,0,0,70.8888888888889,70.0686666666667,0,0,0,0,271.888888888889,2.1,0,18.7,18.7,18.7,0,0,41.1,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,31.4,32.8,23.1,13.6,6.3,6.3,14.8,14.2,14.5,14.6,14.7,14,14.1,14,0,0,0,0,0,0,0,0,0,155,0,21.7,277.909111111111,19.4,19.4,19.4,19.4,0,0,0,0
2024-01-01 16:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,12.7,12.7,12.7,12.7,12.7,12.7,0.900000000000006,0,155,350,0,0,0,0,76,18.9,0,0,76,76,0,0,0,0,313.444444444444,0,0,18.9,18.9,18.9,22,0,0,155,0,0,18.9,18.9,18.9,18.9,18.9,18.9,155,155,350,0,0,0,0,0,0,22,0,0,0,0,22,0,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,155,0,0,309.888888888888,15.1,15.1,15.1,15.1,0,22,0,292.666666666667
2024-01-01 17:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,276.3,0,155,350,0,0,0,0,76,17.9,0,0,76,76,0,0,22,0,355,0,0,17.9,17.9,17.9,22,22,0,155,0,0,17.9,17.9,17.9,17.9,17.9,17.9,155,155,350,0,0,0,0,0,0,22,0,0,22,22,22,0,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,155,0,0,334.222222222222,23.6,23.6,23.6,23.6,0,22,0,350.777777777778
2024-01-01 18:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,9,9,9,9,9,9,272.9,0,155,350,0,0,0,0,76,9.3,0,0,76,76,25.6666666666667,0,25.6666666666667,0,355,0,0,9.3,9.3,9.3,22.6666666666665,22,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,22,0,0,22,22,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,155,0,0,355,33.1,33.1,33.1,33.1,22,22,0,355
2024-01-01 19:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,4.2,4.2,4.2,4.2,4.2,4.2,345.6,0,155,350,0,0,0,0,76,9.5,0,0,76,76,22,0,22,0,313.444444444444,0,0,9.5,9.5,9.5,0,22,0,155,0,0,9.5,9.5,9.5,9.5,9.5,9.5,155,155,350,0,0,0,0,0,0,22,0,0,22,22,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,329.611111111111,38.4,38.4,38.4,38.4,22,22,0,313.444444444444
2024-01-01 20:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,3.8,3.8,3.8,3.8,3.8,3.8,411.7,0,155,350,0,0,0,0,76,9.3,0,0,76,76,22,0,0,0,274.422222222222,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,22,0,0,22,22,0,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,271.888888888889,40.8,40.8,40.8,40.8,22,0,0,271.888888888889
2024-01-01 21:00:00,0,0,65.7777777777778,65.7777777777778,0,0,65.7777777777778,64.3999999999999,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,3.8,3.8,3.8,3.8,3.8,3.8,376.6,0,155,350,0,0,0,0,65.7777777777778,9.3,0,0,65.7777777777778,65.7777777777778,0,0,0,0,251.111111111111,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,0,0,0,22,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,251.111111111111,37.4,37.4,37.4,37.4,0,0,0,251.111111111111
2024-01-01 22:00:00,0,0,40.2222222222222,40.2222222222222,0,0,40.2222222222222,40.2222222222222,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,3.8,3.8,3.8,3.8,3.8,3.8,561.3,0,155,350,0,0,0,0,40.2222222222222,9.1,0,0,40.2222222222222,40.2222222222222,0,0,0,0,0,0,0,9.1,9.1,9.1,0,0,0,155,0,0,9.1,9.1,9.1,9.1,9.1,9.1,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,209.555555555556,41,41,41,41,0,0,0,215.188888888889
2024-01-01 23:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,3.8,3.8,3.8,3.8,3.8,3.8,568.4,0,155,350,0,0,0,0,40.2222222222222,9.3,0,0,45.3333333333333,44.625569089323,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,10,10,10,10,0,0,0,256.618875355121
2024-01-02 00:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,2.8,2.8,2.8,2.8,2.8,2.8,630,0,155,271.481833499165,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,9.4,9.4,9.4,9.4,0,0,0,193.718166500835
2024-01-02 01:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,400,2.8,2.8,2.8,2.8,2.8,2.8,672.3,0,151.968808531378,256.666666666667,0,0,0,0,64.6089692463999,9.3,0,0,65.7777777777778,65.7777777777778,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,30.3,30.3,30.3,30.3,0,0,0,0
2024-01-02 02:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,106.375484059781,113.666666666667,0,0,0,0,0,0,0,0,0,400,2.8,2.8,2.8,2.8,2.8,2.8,661.3,0,144.666666666667,256.666666666667,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,341.024515940219,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,25,25,25,25,0,0,0,0
2024-01-02 03:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,140.179570724981,144.666666666667,0,0,0,0,0,0,0,0,0,400,2.8,2.8,2.8,2.8,2.8,2.8,654,0,155,256.666666666667,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,289.787095941685,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,23.1,23.1,23.1,23.1,0,0,0,0
2024-01-02 04:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,2.8,2.8,2.8,2.8,2.8,2.8,654.4,0,155,334.07087489833,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,332.52912510167,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,22.6,22.6,22.6,22.6,0,0,0,0
2024-01-02 05:00:00,0,0,55.5555555555556,55.5555555555556,0,0,51.1666666666672,55.5555555555556,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,2.8,2.8,2.8,2.8,2.8,2.8,666.4,0,155,350,0,0,0,0,55.5555555555556,9.5,0,0,55.5555555555556,55.5555555555556,0,0,0,0,0,0,0,9.5,9.5,9.5,0,0,0,155,0,0,9.5,9.5,9.5,9.5,9.5,9.5,155,155,350,0,0,0,0,0,22,22,0,0,0,22,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,155,0,0,0,17.5,17.5,17.5,17.5,0,0,0,0
2024-01-02 06:00:00,0,0,60.6666666666667,60.6666666666667,0,0,65.7777777777778,63.6696988204165,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,3.3,3.3,3.3,3.3,3.3,3.3,686.7,0,155,350,0,0,0,0,76,17.9,0,0,76,76,0,0,0,0,0,0,0,17.9,17.9,17.9,0,0,0,155,0,0,17.9,17.9,17.9,17.9,17.9,17.9,155,155,350,0,0,0,0,0,33,36.4525234018056,0,0,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3333333333333,29.3333333333333,29.3333333333333,155,0,0,0,11.1,11.1,11.1,11.1,0,0,0,0
2024-01-02 07:00:00,0,0,35.1111111111111,30.1777777777782,0,0,30,30,14.7,0,0,0,0,0,50.7,0,0,0,155,155,0,0.8,1.6,1.6,1.5,1.5,1.5,1.8,1.6,400,2.4,2.4,2.4,2.4,2.4,2.4,689.3,0,155,350,0,0,0,0,35.1111111111111,18.5,0,0,30,30,0,0,0,0,0,2.3,0,18.5,18.5,18.5,0,0,63.1,155,0,0,18.5,18.5,18.5,18.5,18.5,18.5,155,155,350,0,0,0,0,0,22,22,0,0,22,22,22,22,5.6,0,31.2,31.2,13.1,9.5,4.2,4.3,9.2,8,8.4,8.8,8.9,9.4,8.6,9.4,0,0,0,0,0,0,22,22,22,155,0,23.4,0,22.7,22.7,22.7,22.7,0,0,0,0
2024-01-02 08:00:00,0,0,30,30,0,0,30,30,18,0,0,0,0,0,65.1,0,0,0,155,155,0,1.7,3.6,3.7,3.6,3.5,3.6,4.1,3.8,400,3.3,3.3,3.3,3.3,3.3,3.3,683.8,0,155,302.078899156968,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,5,0,18.7,18.7,18.7,0,0,78.7,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,310.521100843033,0,0,0,0,0,0,0,0,0,22,0,22,22,3.7,0,49.3,49.5,36.1,23.6,10.5,10.3,22.7,22,22.5,22.4,22.8,23.9,23.1,23.9,0,0,0,0,0,0,0,0,0,155,0,31.6,0,26.1,26.1,26.1,26.1,0,0,0,0
2024-01-02 09:00:00,0,0,30,30,0,0,30,30,18.7,0,0,0,0,0,68.2,0,0,0,148.011171424562,155,0,2.5,5.1,5.3,5.2,5.1,5.1,5.9,5.3,400,2.4,2.4,2.4,2.4,2.4,2.4,698.6,0,155,256.666666666667,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,7,0,18.7,18.7,18.7,0,0,84.3,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,287.122161908771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,60.9,61.3,53.5,34.3,15.6,15,33.4,33.1,33.1,33.2,34.1,35.3,34.7,35.2,0,0,0,0,0,0,0,0,0,155,0,33.4,0,26.4,26.4,26.4,26.4,0,0,0,0
2024-01-02 10:00:00,0,0,30,30,0,0,30,30,18.5,0,0,0,0,0,68.7,0,0,0,144.666666666667,144.666666666667,0,2.9,6,6.3,6,6,6.1,7,6.3,400,2.8,2.8,2.8,2.8,2.8,2.8,713.5,0,144.666666666667,256.666666666667,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,7.9,0,18.7,18.7,18.7,0,0,87.7,144.666666666667,0,0,18.7,18.7,18.7,18.7,18.7,18.7,144.666666666667,144.666666666667,252.866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3,66.1,62.5,40.5,18.6,18,39.4,39.4,40.7,39.4,40.7,42.1,41.6,42.1,0,0,0,0,0,0,0,0,0,144.666666666667,0,35.6,0,32,32,32,32,0,0,0,0
