Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1,     SUM,PER UNIT
2020,1,9,8,147.4,777.9,433.2,668,2026.5,0.808047
2020,1,9,9,146.5,743,388.8,597.3,1875.6,0.747877
2020,1,9,10,144.6,696,376.7,567.3,1784.6,0.711591
2020,1,9,11,126.8,508.4,298.2,286.8,1220.2,0.486543
2020,1,9,12,81.3,293.4,278.4,84.1,737.2,0.293951
2020,1,9,13,44.3,134,182.2,129.1,489.6,0.195223
2020,1,9,14,27.4,42.4,176.3,146.4,392.5,0.156505
2020,1,9,15,10.8,28.2,106,85.6,230.6,0.091949
2020,1,9,16,5.2,131,79.8,118.7,334.7,0.133458
2020,1,9,17,9.2,138.3,76.2,128.9,352.6,0.140596
2020,1,9,18,14.1,328.1,0,121.6,463.8,0.184936
2020,1,9,19,30.3,685.7,2.9,531.6,1250.5,0.498624
2020,1,9,20,63.6,669.7,66.8,669,1469.1,0.585789
2020,1,9,21,82.9,633.3,212.6,665,1593.8,0.635512
2020,1,9,22,117.2,634.7,339.3,654.8,1746,0.696200
2020,1,9,23,112.7,676,253.2,653.5,1695.4,0.676024
2020,1,9,24,122.2,667.6,378.8,652.4,1821,0.726106
2020,1,10,1,112.5,635.2,597,658.5,2003.2,0.798756
2020,1,10,2,87,636.8,637.9,657,2018.7,0.804936
2020,1,10,3,101.8,685.3,505.8,657.3,1950.2,0.777623
2020,1,10,4,101.7,686.5,336.4,664.1,1788.7,0.713226
2020,1,10,5,79.5,705.4,301.1,659.3,1745.3,0.695921
2020,1,10,6,46.3,741,351.6,664.9,1803.8,0.719247
2020,1,10,7,28.5,772.5,494.8,682.1,1977.9,0.788668
2020,1,10,8,52.1,757.8,513.4,702.1,2025.4,0.807608
2020,1,10,9,87.9,724.6,587.7,695.4,2095.6,0.835600
2020,1,10,10,92,724,659.3,688,2163.3,0.862594
2020,1,10,11,86.3,716.5,595.2,688.8,2086.8,0.832091
2020,1,10,12,75.2,659.6,535.4,691.9,1962.1,0.782368
2020,1,10,13,75.7,615.4,424.7,694.8,1810.6,0.721959
2020,1,10,14,90.4,594.4,278.1,686.7,1649.6,0.657761
2020,1,10,15,110.7,557,204.5,682.4,1554.6,0.619881
2020,1,10,16,93.5,592.3,120.8,684.8,1491.4,0.594681
2020,1,10,17,77.5,737.2,0,704.6,1519.3,0.605806
2020,1,10,18,0,799.1,0,712.4,1511.5,0.602695
2020,1,10,19,0,783,152.5,711.8,1647.3,0.656844
2020,1,10,20,12.5,626.7,395.5,712.1,1746.8,0.696519
2020,1,10,21,52.5,390.4,377.2,712.4,1532.5,0.611069
2020,1,10,22,35,335.6,311.6,647.7,1329.9,0.530284
2020,1,10,23,55.3,752.4,329.1,658.4,1795.2,0.715818
2020,1,10,24,58.4,688.7,332.9,690.8,1770.8,0.706089
2020,1,11,1,29.5,626.9,210.2,679.7,1546.3,0.616572
2020,1,11,2,19,518.7,171.7,688.7,1398.1,0.557478
2020,1,11,3,15.7,544.6,176.2,693,1429.5,0.569999
2020,1,11,4,41.5,598.4,278.1,687.7,1605.7,0.640257
2020,1,11,5,42.4,486.5,183.9,683.7,1396.5,0.556840
2020,1,11,6,31.8,348.6,213,582.8,1176.2,0.468998
2020,1,11,7,14,337.3,172.1,259.3,782.7,0.312094
2020,1,11,8,8.7,178.9,53.8,38.4,279.8,0.111567
2020,1,11,9,6.7,113.6,37.2,45.2,202.7,0.080825
2020,1,11,10,3.3,120,13.4,52.6,189.3,0.075481
2020,1,11,11,0,143.5,0,44.9,188.4,0.075123
2020,1,11,12,13.8,152.4,136.1,18.6,320.9,0.127956
2020,1,11,13,47.8,152,337.3,68,605.1,0.241278
2020,1,11,14,70.4,147.7,361.4,153.8,733.3,0.292396
2020,1,11,15,105.6,154,293.8,137.3,690.7,0.275410
2020,1,11,16,111.2,201.5,218.4,135.5,666.6,0.265800
2020,1,11,17,133.1,266.1,200.8,235.3,835.3,0.333068
2020,1,11,18,102,240.9,219.6,360.5,923,0.368037
2020,1,11,19,37.7,333.4,265.4,534.8,1171.3,0.467044
2020,1,11,20,25.5,380.6,357.3,510.5,1273.9,0.507955
2020,1,11,21,14.6,451.7,553.7,631.4,1651.4,0.658479
2020,1,11,22,55.3,343.6,613.5,575.5,1587.9,0.633159
2020,1,11,23,34.7,653.8,669,590.1,1947.6,0.776586
2020,1,11,24,50.3,572,614.4,648.2,1884.9,0.751585
2020,1,12,1,71.6,632.4,664.3,661.3,2029.6,0.809283
2020,1,12,2,63.8,644.7,520,694.6,1923.1,0.766817
2020,1,12,3,73.8,699.1,720.6,687.7,2181.2,0.869732
2020,1,12,4,81.2,773.4,690.6,710.4,2255.6,0.899398
2020,1,12,5,74.2,737.6,629.2,710.2,2151.2,0.857769
2020,1,12,6,78.9,742.3,575.5,709.7,2106.4,0.839906
2020,1,12,7,72.4,724.9,576.3,678.1,2051.7,0.818095
2020,1,12,8,72.5,738.4,482.5,674.6,1968,0.784720
2020,1,12,9,67.4,728.4,452.5,659.5,1907.8,0.760716
2020,1,12,10,70.4,740.8,455.8,653.3,1920.3,0.765700
2020,1,12,11,71.3,693.2,348.6,616.9,1730,0.689820
2020,1,12,12,52.8,690.5,230.3,574.3,1547.9,0.617210
2020,1,12,13,43.3,655.1,182.8,578.9,1460.1,0.582200
2020,1,12,14,43.5,626.1,129.5,587.5,1386.6,0.552893
2020,1,12,15,43,600.1,156.1,574,1373.2,0.547550
2020,1,12,16,42.1,571.1,207.7,563.5,1384.4,0.552016
2020,1,12,17,29.9,585.2,234.4,581.3,1430.8,0.570517
2020,1,12,18,60.3,570.3,197.4,602.7,1430.7,0.570477
2020,1,12,19,73.3,602.1,368.6,542.1,1586.1,0.632441
2020,1,12,20,61.6,496.3,628.8,545.2,1731.9,0.690578
2020,1,12,21,35,478.2,596.3,494.4,1603.9,0.639539
2020,1,12,22,30.6,523.8,574.9,442.3,1571.6,0.626660
2020,1,12,23,55.8,529.8,537.6,421.4,1544.6,0.615894
2020,1,12,24,68.8,528.3,387.7,418.7,1403.5,0.559632
2020,1,13,1,81,476.7,447.7,450.2,1455.6,0.580406
2020,1,13,2,109.5,459.1,649.9,431.4,1649.9,0.657881
2020,1,13,3,128.9,506.7,472.4,444.1,1552.1,0.618884
2020,1,13,4,141.9,647.2,433.2,531.2,1753.5,0.699191
2020,1,13,5,113.5,596.1,452.1,443.9,1605.6,0.640217
2020,1,13,6,140.9,493,489.4,341.3,1464.6,0.583995
2020,1,13,7,87.7,415,269.9,308.9,1081.5,0.431237
2020,1,13,8,86.7,355.3,179.9,306.1,928,0.370031
2020,1,13,9,33.6,237,96.8,321.6,689,0.274732
2020,1,13,10,25.4,218.6,149.1,156.4,549.5,0.219108
2020,1,13,11,45.3,138.5,237.5,177.9,599.2,0.238925
2020,1,13,12,6.4,72,286,129.7,494.1,0.197017
2020,1,13,13,15.5,75.7,160.8,236.2,488.2,0.194665
2020,1,13,14,28.9,78.1,157.7,206,470.7,0.187687
2020,1,13,15,89.2,94.1,205.4,346.7,735.4,0.293233
2020,1,13,16,73.5,186.2,222.9,505.2,987.8,0.393875
2020,1,13,17,104.9,335.4,477,505.8,1423.1,0.567447
2020,1,13,18,145.2,643.6,629.6,669.1,2087.5,0.832370
2020,1,13,19,140.8,743.7,692.3,648.7,2225.5,0.887396
2020,1,13,20,50,485.8,778.1,647.2,1961.1,0.781969
2020,1,13,21,54,711.2,752.6,672.7,2190.5,0.873440
2020,1,13,22,81.4,702.7,808.9,663.3,2256.3,0.899677
2020,1,13,23,34.7,676.5,772.3,650,2133.5,0.850712
2020,1,13,24,64.4,784.7,776.6,666.9,2292.6,0.914151
2020,1,14,1,115.8,778.2,596.5,691.7,2182.2,0.870130
2020,1,14,2,129.2,768.1,681.6,690.7,2269.6,0.904980
2020,1,14,3,147.9,788.1,766.2,695.1,2397.3,0.955899
2020,1,14,4,146.5,796.5,834.2,701.5,2478.7,0.988357
2020,1,14,5,147.8,795.7,842.1,696,2481.6,0.989513
2020,1,14,6,147.9,791.5,790.5,706.5,2436.4,0.971490
2020,1,14,7,147.1,790.9,540.2,706.7,2184.9,0.871207
2020,1,14,8,145.6,793.1,548.8,704.8,2192.3,0.874158
2020,1,14,9,145.8,793.7,724.8,711.1,2375.4,0.947167
2020,1,14,10,144.1,791.6,759.4,711,2406.1,0.959408
2020,1,14,11,136.4,790,792.8,711.1,2430.3,0.969058
2020,1,14,12,135.6,787.9,689.1,713.5,2326.1,0.927509
2020,1,14,13,132.7,771.4,604.5,713.3,2221.9,0.885960
2020,1,14,14,124,734,587.1,670.1,2115.2,0.843415
2020,1,14,15,124.5,733,400,599.4,1856.9,0.740420
2020,1,14,16,117.5,706.3,377.3,616,1817.1,0.724550
2020,1,14,17,72.1,722.6,333.3,518.1,1646.1,0.656366
2020,1,14,18,13.1,0,9.2,453.4,475.7,0.189681
2020,1,14,19,115.9,0,32,435.1,583,0.232465
2020,1,14,20,134.9,0,82.6,399.3,616.8,0.245943
2020,1,14,21,141.7,32.4,194,468.8,836.9,0.333705
2020,1,14,22,63.8,267.4,151.6,292.1,774.9,0.308984
2020,1,14,23,73.5,391.8,357.1,258.1,1080.5,0.430839
2020,1,14,24,90.1,289.9,407.9,312.8,1100.7,0.438893
2020,1,15,1,106.5,392.2,503.5,467.1,1469.3,0.585869
2020,1,15,2,67.1,374.4,471.7,440.5,1353.7,0.539774
2020,1,15,3,52.1,553.8,519.4,643.3,1768.6,0.705212
2020,1,15,4,73.2,593.6,316,621.7,1604.5,0.639778
2020,1,15,5,32.6,451,202.3,459.1,1145,0.456557
2020,1,15,6,23.6,496.9,14.4,198.6,733.5,0.292476
2020,1,15,7,32.7,555.4,153.5,353.8,1095.4,0.436780
2020,1,15,8,75.3,474.7,242.6,382.4,1175,0.468519
2020,1,15,9,79.2,451.3,358.4,416.5,1305.4,0.520515
2020,1,15,10,84.2,431.5,319.9,353.6,1189.2,0.474182
2020,1,15,11,89.6,280.9,312,309.8,992.3,0.395670
2020,1,15,12,41,254.2,352.9,215.9,864,0.344511
2020,1,15,13,40.3,281.4,282.8,131.2,735.7,0.293353
2020,1,15,14,24.6,313.2,247.1,151.8,736.7,0.293752
2020,1,15,15,43.8,252.6,266.4,88.5,651.3,0.259699
2020,1,15,16,32.1,201.9,280.2,65.3,579.5,0.231070
2020,1,15,17,19,179.2,154.5,84.9,437.6,0.174489
2020,1,15,18,0,20.6,0,0,20.6,0.008214
2020,1,15,19,0,0,0,0,0,0.000000
2020,1,15,20,0,4.6,0,0,4.6,0.001834
2020,1,15,21,0,0,0,0,0,0.000000
2020,1,15,22,34.2,0,7.9,0,42.1,0.016787
2020,1,15,23,0,13.2,0,0,13.2,0.005263
2020,1,15,24,0,65.6,0,9.7,75.3,0.030025
2020,1,16,1,0,38.2,0,4.2,42.4,0.016907
2020,1,16,2,24.1,49.8,0,4.5,78.4,0.031261
2020,1,16,3,63.4,160.6,0.7,66.7,291.4,0.116193
2020,1,16,4,55.8,224.7,232.3,192.1,704.9,0.281072
2020,1,16,5,50,225.2,278.6,214,767.8,0.306153
2020,1,16,6,66.5,368.9,83.5,266.8,785.7,0.313290
2020,1,16,7,40.5,519.2,7.9,324.9,892.5,0.355875
2020,1,16,8,25.6,559.8,2.5,422.5,1010.4,0.402887
2020,1,16,9,40.2,600.7,23.9,554.2,1219,0.486064
2020,1,16,10,48.5,527.3,29.9,598.1,1203.8,0.480003
2020,1,16,11,94,500.2,62.9,400.9,1058,0.421867
2020,1,16,12,88.9,433,18.6,328.6,869.1,0.346545
2020,1,16,13,82.4,391.1,59.2,276.6,809.3,0.322700
2020,1,16,14,85.3,305.8,110.9,329.3,831.3,0.331473
2020,1,16,15,56.6,309.9,288.5,210.4,865.4,0.345070
2020,1,16,16,48.2,408.3,296.7,220.1,973.3,0.388094
2020,1,16,17,77.8,430.7,370.8,225.4,1104.7,0.440488
2020,1,16,18,120.8,470.2,438.9,258.6,1288.5,0.513776
2020,1,16,19,143.4,505.5,582.2,467.2,1698.3,0.677180
2020,1,16,20,144.1,669,644.5,558.2,2015.8,0.803780
2020,1,16,21,141.3,649.9,765.3,553.6,2110.1,0.841381
2020,1,16,22,136.6,691,785.4,444.9,2057.9,0.820567
2020,1,16,23,144.8,729.5,806,603.2,2283.5,0.910523
2020,1,16,24,143.5,757.9,746,676.8,2324.2,0.926751
2020,1,17,1,140.7,774.8,781.3,666.2,2363,0.942223
2020,1,17,2,145.8,759.2,829.8,675.9,2410.7,0.961242
2020,1,17,3,138.2,785.4,793.3,616.3,2333.2,0.930340
2020,1,17,4,147.6,788.4,834.5,665.1,2435.6,0.971171
2020,1,17,5,146.7,796.3,800.9,689.2,2433.1,0.970174
2020,1,17,6,142.3,792.9,695.3,685,2315.5,0.923282
2020,1,17,7,145.2,790.4,791.4,687.8,2414.8,0.962877
2020,1,17,8,141.3,785.2,786,673.9,2386.4,0.951553
2020,1,17,9,138.7,790.7,771.2,666,2366.6,0.943658
2020,1,17,10,145,795.7,822.1,680.6,2443.4,0.974281
2020,1,17,11,143.3,779.2,774.2,663.5,2360.2,0.941106
2020,1,17,12,143.6,791,792.6,677.7,2404.9,0.958930
2020,1,17,13,147.9,789.5,828.7,698.3,2464.4,0.982655
2020,1,17,14,147.6,794.5,749.9,699.2,2391.2,0.953467
2020,1,17,15,139.9,792.1,713.7,684.2,2329.9,0.929024
2020,1,17,16,146.3,787.5,802,702.3,2438.1,0.972168
2020,1,17,17,126,768.9,488,707.3,2090.2,0.833446
2020,1,17,18,144.6,756.3,755.6,679.8,2336.3,0.931576
2020,1,17,19,142.1,768,687.2,692.9,2290.2,0.913194
2020,1,17,20,139,762.2,772.9,688,2362.1,0.941864
2020,1,17,21,140.8,710.4,665.6,674.8,2191.6,0.873879
2020,1,17,22,143.4,692.8,631.1,676.3,2143.6,0.854739
2020,1,17,23,130.5,687.5,496.8,654.8,1969.6,0.785358
2020,1,17,24,90.7,709.9,472.5,668.7,1941.8,0.774273
2020,1,18,1,74.4,708.6,555.2,664.4,2002.6,0.798517
2020,1,18,2,69.2,687.9,359.7,662.5,1779.3,0.709478
2020,1,18,3,41,716.6,225.8,680.9,1664.3,0.663623
2020,1,18,4,25.3,580.8,143.3,671.1,1420.5,0.566410
2020,1,18,5,26.5,476.5,164.6,670.6,1338.2,0.533594
