LoadLevel,Duration,Stage
012311,1,st0
012312,1,st0
012313,1,st0
012314,1,st0
012315,1,st0
012316,1,st0
012317,1,st0
012318,1,st0
012319,1,st0
012320,1,st0
012321,1,st0
012322,1,st0
012323,1,st0
012324,1,st0
012401,1,st0
012402,1,st0
012403,1,st0
012404,1,st0
012405,1,st0
012406,1,st0
012407,1,st0
012408,1,st0
012409,1,st0
012410,1,st0
012411,1,st0
012412,1,st0
012413,1,st0
012414,1,st0
012415,1,st0
012416,1,st0
012417,1,st0
012418,1,st0
012419,1,st0
012420,1,st0
012421,1,st0
012422,1,st0
012423,1,st0
012424,1,st0
012501,1,st0
012502,1,st0
012503,1,st0
012504,1,st0
012505,1,st0
012506,1,st0
012507,1,st0
012508,1,st0
012509,1,st0
012510,1,st0
012511,1,st0
012512,1,st0
012513,1,st0
012514,1,st0
012515,1,st0
012516,1,st0
012517,1,st0
012518,1,st0
012519,1,st0
012520,1,st0
012521,1,st0
012522,1,st0
012523,1,st0
012524,1,st0
012601,1,st0
012602,1,st0
012603,1,st0
012604,1,st0
012605,1,st0
012606,1,st0
012607,1,st0
012608,1,st0
012609,1,st0
012610,1,st0
012611,1,st0
012612,1,st0
012613,1,st0
012614,1,st0
012615,1,st0
012616,1,st0
012617,1,st0
012618,1,st0
012619,1,st0
012620,1,st0
012621,1,st0
012622,1,st0
012623,1,st0
012624,1,st0
012701,1,st0
012702,1,st0
012703,1,st0
012704,1,st0
012705,1,st0
012706,1,st0
012707,1,st0
012708,1,st0
012709,1,st0
012710,1,st0
012711,1,st0
012712,1,st0
012713,1,st0
012714,1,st0
012715,1,st0
012716,1,st0
012717,1,st0
012718,1,st0
012719,1,st0
012720,1,st0
012721,1,st0
012722,1,st0
012723,1,st0
012724,1,st0
012801,1,st0
012802,1,st0
012803,1,st0
012804,1,st0
012805,1,st0
012806,1,st0
012807,1,st0
012808,1,st0
012809,1,st0
012810,1,st0
012811,1,st0
012812,1,st0
012813,1,st0
012814,1,st0
012815,1,st0
012816,1,st0
012817,1,st0
012818,1,st0
012819,1,st0
012820,1,st0
012821,1,st0
012822,1,st0
012823,1,st0
012824,1,st0
012901,1,st0
012902,1,st0
012903,1,st0
012904,1,st0
012905,1,st0
012906,1,st0
012907,1,st0
012908,1,st0
012909,1,st0
012910,1,st0
012911,1,st0
012912,1,st0
012913,1,st0
012914,1,st0
012915,1,st0
012916,1,st0
012917,1,st0
012918,1,st0
012919,1,st0
012920,1,st0
012921,1,st0
012922,1,st0
012923,1,st0
012924,1,st0
013001,1,st0
013002,1,st0
013003,1,st0
013004,1,st0
013005,1,st0
013006,1,st0
013007,1,st0
013008,1,st0
013009,1,st0
013010,1,st0
013011,1,st0
013012,1,st0
013013,1,st0
013014,1,st0
013015,1,st0
013016,1,st0
013017,1,st0
013018,1,st0
013019,1,st0
013020,1,st0
013021,1,st0
013022,1,st0
013023,1,st0
013024,1,st0
013101,1,st0
013102,1,st0
013103,1,st0
013104,1,st0
013105,1,st0
013106,1,st0
013107,1,st0
013108,1,st0
013109,1,st0
013110,1,st0
013111,1,st0
013112,1,st0
013113,1,st0
013114,1,st0
013115,1,st0
013116,1,st0
013117,1,st0
013118,1,st0
013119,1,st0
013120,1,st0
013121,1,st0
013122,1,st0
013123,1,st0
013124,1,st0
020101,1,st0
020102,1,st0
020103,1,st0
020104,1,st0
020105,1,st0
020106,1,st0
020107,1,st0
020108,1,st0
020109,1,st0
020110,1,st0
020111,1,st0
020112,1,st0
020113,1,st0
020114,1,st0
020115,1,st0
020116,1,st0
020117,1,st0
020118,1,st0
020119,1,st0
020120,1,st0
020121,1,st0
020122,1,st0
020123,1,st0
020124,1,st0
020201,1,st0
020202,1,st0
020203,1,st0
020204,1,st0
020205,1,st0
020206,1,st0
020207,1,st0
020208,1,st0
020209,1,st0
020210,1,st0
020211,1,st0
020212,1,st0
020213,1,st0
020214,1,st0
020215,1,st0
020216,1,st0
020217,1,st0
020218,1,st0
020219,1,st0
020220,1,st0
020221,1,st0
020222,1,st0
020223,1,st0
020224,1,st0
020301,1,st0
020302,1,st0
020303,1,st0
020304,1,st0
020305,1,st0
020306,1,st0
020307,1,st0
020308,1,st0
020309,1,st0
020310,1,st0
020311,1,st0
020312,1,st0
020313,1,st0
020314,1,st0
020315,1,st0
020316,1,st0
020317,1,st0
020318,1,st0
020319,1,st0
020320,1,st0
020321,1,st0
020322,1,st0
020323,1,st0
020324,1,st0
020401,1,st0
020402,1,st0
020403,1,st0
020404,1,st0
020405,1,st0
020406,1,st0
020407,1,st0
020408,1,st0
020409,1,st0
020410,1,st0
020411,1,st0
020412,1,st0
020413,1,st0
020414,1,st0
020415,1,st0
020416,1,st0
020417,1,st0
020418,1,st0
020419,1,st0
020420,1,st0
020421,1,st0
020422,1,st0
020423,1,st0
020424,1,st0
020501,1,st0
020502,1,st0
020503,1,st0
020504,1,st0
020505,1,st0
020506,1,st0
020507,1,st0
020508,1,st0
020509,1,st0
020510,1,st0
020511,1,st0
020512,1,st0
020513,1,st0
020514,1,st0
020515,1,st0
020516,1,st0
020517,1,st0
020518,1,st0
020519,1,st0
020520,1,st0
020521,1,st0
020522,1,st0
020523,1,st0
020524,1,st0
020601,1,st0
020602,1,st0
020603,1,st0
020604,1,st0
020605,1,st0
020606,1,st0
020607,1,st0
020608,1,st0
020609,1,st0
020610,1,st0
020611,1,st0
020612,1,st0
020613,1,st0
020614,1,st0
020615,1,st0
020616,1,st0
020617,1,st0
020618,1,st0
020619,1,st0
020620,1,st0
020621,1,st0
020622,1,st0
020623,1,st0
020624,1,st0
020701,1,st0
020702,1,st0
020703,1,st0
020704,1,st0
020705,1,st0
020706,1,st0
020707,1,st0
020708,1,st0
020709,1,st0
020710,1,st0
020711,1,st0
020712,1,st0
020713,1,st0
020714,1,st0
020715,1,st0
020716,1,st0
020717,1,st0
020718,1,st0
020719,1,st0
020720,1,st0
020721,1,st0
020722,1,st0
020723,1,st0
020724,1,st0
020801,1,st0
020802,1,st0
020803,1,st0
020804,1,st0
020805,1,st0
020806,1,st0
020807,1,st0
020808,1,st0
020809,1,st0
020810,1,st0
020811,1,st0
020812,1,st0
020813,1,st0
020814,1,st0
020815,1,st0
020816,1,st0
020817,1,st0
020818,1,st0
020819,1,st0
020820,1,st0
020821,1,st0
020822,1,st0
020823,1,st0
020824,1,st0
020901,1,st0
020902,1,st0
020903,1,st0
020904,1,st0
020905,1,st0
020906,1,st0
020907,1,st0
020908,1,st0
020909,1,st0
020910,1,st0
020911,1,st0
020912,1,st0
020913,1,st0
020914,1,st0
020915,1,st0
020916,1,st0
020917,1,st0
020918,1,st0
020919,1,st0
020920,1,st0
020921,1,st0
020922,1,st0
020923,1,st0
020924,1,st0
021001,1,st0
021002,1,st0
021003,1,st0
021004,1,st0
021005,1,st0
021006,1,st0
021007,1,st0
021008,1,st0
021009,1,st0
021010,1,st0
021011,1,st0
021012,1,st0
021013,1,st0
021014,1,st0
021015,1,st0
021016,1,st0
021017,1,st0
021018,1,st0
021019,1,st0
021020,1,st0
021021,1,st0
021022,1,st0
021023,1,st0
021024,1,st0
021101,1,st0
021102,1,st0
021103,1,st0
021104,1,st0
021105,1,st0
021106,1,st0
021107,1,st0
021108,1,st0
021109,1,st0
021110,1,st0
021111,1,st0
021112,1,st0
021113,1,st0
021114,1,st0
021115,1,st0
021116,1,st0
021117,1,st0
021118,1,st0
021119,1,st0
021120,1,st0
021121,1,st0
021122,1,st0
021123,1,st0
021124,1,st0
021201,1,st0
021202,1,st0
021203,1,st0
021204,1,st0
021205,1,st0
021206,1,st0
021207,1,st0
021208,1,st0
021209,1,st0
021210,1,st0
021211,1,st0
021212,1,st0
021213,1,st0
021214,1,st0
021215,1,st0
021216,1,st0
021217,1,st0
021218,1,st0
021219,1,st0
021220,1,st0
021221,1,st0
021222,1,st0
021223,1,st0
021224,1,st0
021301,1,st0
021302,1,st0
021303,1,st0
021304,1,st0
021305,1,st0
021306,1,st0
021307,1,st0
021308,1,st0
021309,1,st0
021310,1,st0
021311,1,st0
021312,1,st0
021313,1,st0
021314,1,st0
021315,1,st0
021316,1,st0
021317,1,st0
021318,1,st0
021319,1,st0
021320,1,st0
021321,1,st0
021322,1,st0
021323,1,st0
021324,1,st0
021401,1,st0
021402,1,st0
021403,1,st0
021404,1,st0
021405,1,st0
021406,1,st0
021407,1,st0
021408,1,st0
021409,1,st0
021410,1,st0
021411,1,st0
021412,1,st0
021413,1,st0
021414,1,st0
021415,1,st0
021416,1,st0
021417,1,st0
021418,1,st0
021419,1,st0
021420,1,st0
021421,1,st0
021422,1,st0
021423,1,st0
021424,1,st0
021501,1,st0
021502,1,st0
021503,1,st0
021504,1,st0
021505,1,st0
021506,1,st0
021507,1,st0
021508,1,st0
021509,1,st0
021510,1,st0
021511,1,st0
021512,1,st0
021513,1,st0
021514,1,st0
021515,1,st0
021516,1,st0
021517,1,st0
021518,1,st0
021519,1,st0
021520,1,st0
021521,1,st0
021522,1,st0
021523,1,st0
021524,1,st0
021601,1,st0
021602,1,st0
021603,1,st0
021604,1,st0
021605,1,st0
021606,1,st0
021607,1,st0
021608,1,st0
021609,1,st0
021610,1,st0
021611,1,st0
021612,1,st0
021613,1,st0
021614,1,st0
021615,1,st0
021616,1,st0
021617,1,st0
021618,1,st0
021619,1,st0
021620,1,st0
021621,1,st0
021622,1,st0
021623,1,st0
021624,1,st0
021701,1,st0
021702,1,st0
021703,1,st0
021704,1,st0
021705,1,st0
021706,1,st0
021707,1,st0
021708,1,st0
021709,1,st0
021710,1,st0
021711,1,st0
021712,1,st0
021713,1,st0
021714,1,st0
021715,1,st0
021716,1,st0
021717,1,st0
021718,1,st0
021719,1,st0
021720,1,st0
021721,1,st0
021722,1,st0
021723,1,st0
021724,1,st0
021801,1,st0
021802,1,st0
021803,1,st0
021804,1,st0
021805,1,st0
021806,1,st0
021807,1,st0
021808,1,st0
021809,1,st0
021810,1,st0
021811,1,st0
021812,1,st0
021813,1,st0
021814,1,st0
021815,1,st0
021816,1,st0
021817,1,st0
021818,1,st0
021819,1,st0
021820,1,st0
021821,1,st0
021822,1,st0
021823,1,st0
021824,1,st0
021901,1,st0
021902,1,st0
021903,1,st0
021904,1,st0
021905,1,st0
021906,1,st0
021907,1,st0
021908,1,st0
021909,1,st0
021910,1,st0
021911,1,st0
021912,1,st0
021913,1,st0
021914,1,st0
021915,1,st0
021916,1,st0
021917,1,st0
021918,1,st0
021919,1,st0
021920,1,st0
021921,1,st0
021922,1,st0
021923,1,st0
021924,1,st0
022001,1,st0
022002,1,st0
022003,1,st0
022004,1,st0
022005,1,st0
022006,1,st0
022007,1,st0
022008,1,st0
022009,1,st0
022010,1,st0
022011,1,st0
022012,1,st0
022013,1,st0
022014,1,st0
022015,1,st0
022016,1,st0
022017,1,st0
022018,1,st0
022019,1,st0
022020,1,st0
022021,1,st0
022022,1,st0
022023,1,st0
022024,1,st0
022101,1,st0
022102,1,st0
022103,1,st0
022104,1,st0
022105,1,st0
022106,1,st0
022107,1,st0
022108,1,st0
022109,1,st0
022110,1,st0
022111,1,st0
022112,1,st0
022113,1,st0
022114,1,st0
022115,1,st0
022116,1,st0
022117,1,st0
022118,1,st0
022119,1,st0
022120,1,st0
022121,1,st0
022122,1,st0
022123,1,st0
022124,1,st0
022201,1,st0
022202,1,st0
022203,1,st0
022204,1,st0
022205,1,st0
022206,1,st0
022207,1,st0
022208,1,st0
022209,1,st0
022210,1,st0
022211,1,st0
022212,1,st0
022213,1,st0
022214,1,st0
022215,1,st0
022216,1,st0
022217,1,st0
022218,1,st0
022219,1,st0
022220,1,st0
022221,1,st0
022222,1,st0
022223,1,st0
022224,1,st0
022301,1,st0
022302,1,st0
022303,1,st0
022304,1,st0
022305,1,st0
022306,1,st0
022307,1,st0
022308,1,st0
022309,1,st0
022310,1,st0
022311,1,st0
022312,1,st0
022313,1,st0
022314,1,st0
022315,1,st0
022316,1,st0
022317,1,st0
022318,1,st0
022319,1,st0
022320,1,st0
022321,1,st0
022322,1,st0
022323,1,st0
022324,1,st0
022401,1,st0
022402,1,st0
022403,1,st0
022404,1,st0
022405,1,st0
022406,1,st0
022407,1,st0
022408,1,st0
022409,1,st0
022410,1,st0
022411,1,st0
022412,1,st0
022413,1,st0
022414,1,st0
022415,1,st0
022416,1,st0
022417,1,st0
022418,1,st0
022419,1,st0
022420,1,st0
022421,1,st0
022422,1,st0
022423,1,st0
022424,1,st0
022501,1,st0
022502,1,st0
022503,1,st0
022504,1,st0
022505,1,st0
022506,1,st0
022507,1,st0
022508,1,st0
022509,1,st0
022510,1,st0
022511,1,st0
022512,1,st0
022513,1,st0
022514,1,st0
022515,1,st0
022516,1,st0
022517,1,st0
022518,1,st0
022519,1,st0
022520,1,st0
022521,1,st0
022522,1,st0
022523,1,st0
022524,1,st0
022601,1,st0
022602,1,st0
022603,1,st0
022604,1,st0
022605,1,st0
022606,1,st0
022607,1,st0
022608,1,st0
022609,1,st0
022610,1,st0
022611,1,st0
022612,1,st0
022613,1,st0
022614,1,st0
022615,1,st0
022616,1,st0
022617,1,st0
022618,1,st0
022619,1,st0
022620,1,st0
022621,1,st0
022622,1,st0
022623,1,st0
022624,1,st0
022701,1,st0
022702,1,st0
022703,1,st0
022704,1,st0
022705,1,st0
022706,1,st0
022707,1,st0
022708,1,st0
022709,1,st0
022710,1,st0
022711,1,st0
022712,1,st0
022713,1,st0
022714,1,st0
022715,1,st0
022716,1,st0
022717,1,st0
022718,1,st0
022719,1,st0
022720,1,st0
022721,1,st0
022722,1,st0
022723,1,st0
022724,1,st0
022801,1,st0
022802,1,st0
022803,1,st0
022804,1,st0
022805,1,st0
022806,1,st0
022807,1,st0
022808,1,st0
022809,1,st0
022810,1,st0
022811,1,st0
022812,1,st0
022813,1,st0
022814,1,st0
022815,1,st0
022816,1,st0
022817,1,st0
022818,1,st0
022819,1,st0
022820,1,st0
022821,1,st0
022822,1,st0
022823,1,st0
022824,1,st0
022901,1,st0
022902,1,st0
022903,1,st0
022904,1,st0
022905,1,st0
022906,1,st0
022907,1,st0
022908,1,st0
022909,1,st0
022910,1,st0
022911,1,st0
022912,1,st0
022913,1,st0
022914,1,st0
022915,1,st0
022916,1,st0
022917,1,st0
022918,1,st0
022919,1,st0
022920,1,st0
022921,1,st0
022922,1,st0
022923,1,st0
022924,1,st0
030101,1,st0
030102,1,st0
030103,1,st0
030104,1,st0
030105,1,st0
030106,1,st0
030107,1,st0
030108,1,st0
030109,1,st0
030110,1,st0
030111,1,st0
030112,1,st0
030113,1,st0
030114,1,st0
030115,1,st0
030116,1,st0
030117,1,st0
030118,1,st0
030119,1,st0
030120,1,st0
030121,1,st0
030122,1,st0
030123,1,st0
030124,1,st0
030201,1,st0
030202,1,st0
030203,1,st0
030204,1,st0
030205,1,st0
030206,1,st0
030207,1,st0
030208,1,st0
030209,1,st0
030210,1,st0
030211,1,st0
030212,1,st0
030213,1,st0
030214,1,st0
030215,1,st0
030216,1,st0
030217,1,st0
030218,1,st0
030219,1,st0
030220,1,st0
030221,1,st0
030222,1,st0
030223,1,st0
030224,1,st0
030301,1,st0
030302,1,st0
030303,1,st0
030304,1,st0
030305,1,st0
030306,1,st0
030307,1,st0
030308,1,st0
030309,1,st0
030310,1,st0
030311,1,st0
030312,1,st0
030313,1,st0
030314,1,st0
030315,1,st0
030316,1,st0
030317,1,st0
030318,1,st0
030319,1,st0
030320,1,st0
030321,1,st0
030322,1,st0
030323,1,st0
030324,1,st0
030401,1,st0
030402,1,st0
030403,1,st0
030404,1,st0
030405,1,st0
030406,1,st0
030407,1,st0
030408,1,st0
030409,1,st0
030410,1,st0
030411,1,st0
030412,1,st0
030413,1,st0
030414,1,st0
030415,1,st0
030416,1,st0
030417,1,st0
030418,1,st0
030419,1,st0
030420,1,st0
030421,1,st0
030422,1,st0
030423,1,st0
030424,1,st0
030501,1,st0
030502,1,st0
030503,1,st0
030504,1,st0
030505,1,st0
030506,1,st0
030507,1,st0
030508,1,st0
030509,1,st0
030510,1,st0
030511,1,st0
030512,1,st0
030513,1,st0
030514,1,st0
030515,1,st0
030516,1,st0
030517,1,st0
030518,1,st0
030519,1,st0
030520,1,st0
030521,1,st0
030522,1,st0
030523,1,st0
030524,1,st0
030601,1,st0
030602,1,st0
030603,1,st0
030604,1,st0
030605,1,st0
030606,1,st0
030607,1,st0
030608,1,st0
030609,1,st0
030610,1,st0
030611,1,st0
030612,1,st0
030613,1,st0
030614,1,st0
030615,1,st0
030616,1,st0
030617,1,st0
030618,1,st0
030619,1,st0
030620,1,st0
030621,1,st0
030622,1,st0
030623,1,st0
030624,1,st0
030701,1,st0
030702,1,st0
030703,1,st0
030704,1,st0
030705,1,st0
030706,1,st0
030707,1,st0
030708,1,st0
030709,1,st0
030710,1,st0
030711,1,st0
030712,1,st0
030713,1,st0
030714,1,st0
030715,1,st0
030716,1,st0
030717,1,st0
030718,1,st0
030719,1,st0
030720,1,st0
030721,1,st0
030722,1,st0
030723,1,st0
030724,1,st0
030801,1,st0
030802,1,st0
030803,1,st0
030804,1,st0
030805,1,st0
030806,1,st0
030807,1,st0
030808,1,st0
030809,1,st0
030810,1,st0
030811,1,st0
030812,1,st0
030813,1,st0
030814,1,st0
030815,1,st0
030816,1,st0
030817,1,st0
030818,1,st0
030819,1,st0
030820,1,st0
030821,1,st0
030822,1,st0
030823,1,st0
030824,1,st0
030901,1,st0
030902,1,st0
030903,1,st0
030904,1,st0
030905,1,st0
030906,1,st0
030907,1,st0
030908,1,st0
030909,1,st0
030910,1,st0
030911,1,st0
030912,1,st0
030913,1,st0
030914,1,st0
030915,1,st0
030916,1,st0
030917,1,st0
030918,1,st0
030919,1,st0
030920,1,st0
030921,1,st0
030922,1,st0
030923,1,st0
030924,1,st0
031001,1,st0
031002,1,st0
031003,1,st0
031004,1,st0
031005,1,st0
031006,1,st0
031007,1,st0
031008,1,st0
031009,1,st0
031010,1,st0
031011,1,st0
031012,1,st0
031013,1,st0
031014,1,st0
031015,1,st0
031016,1,st0
031017,1,st0
031018,1,st0
031019,1,st0
031020,1,st0
031021,1,st0
031022,1,st0
031023,1,st0
031024,1,st0
031101,1,st0
031102,1,st0
031103,1,st0
031104,1,st0
031105,1,st0
031106,1,st0
031107,1,st0
031108,1,st0
031109,1,st0
031110,1,st0
031111,1,st0
031112,1,st0
031113,1,st0
031114,1,st0
031115,1,st0
031116,1,st0
031117,1,st0
031118,1,st0
031119,1,st0
031120,1,st0
031121,1,st0
031122,1,st0
031123,1,st0
031124,1,st0
031201,1,st0
031202,1,st0
031203,1,st0
031204,1,st0
031205,1,st0
031206,1,st0
031207,1,st0
031208,1,st0
031209,1,st0
031210,1,st0
031211,1,st0
031212,1,st0
031213,1,st0
031214,1,st0
031215,1,st0
031216,1,st0
031217,1,st0
031218,1,st0
031219,1,st0
031220,1,st0
031221,1,st0
031222,1,st0
031223,1,st0
031224,1,st0
031301,1,st0
031302,1,st0
031303,1,st0
031304,1,st0
031305,1,st0
031306,1,st0
031307,1,st0
031308,1,st0
031309,1,st0
031310,1,st0
031311,1,st0
031312,1,st0
031313,1,st0
031314,1,st0
031315,1,st0
031316,1,st0
031317,1,st0
031318,1,st0
