Year,Month,Day,Period,1,2,3
2020,1,1,121,32.142,35.799,49.932
2020,1,1,122,32.16,35.664,50.067
2020,1,1,123,32.133,35.625,50.199
2020,1,1,124,32.025,35.517,50.295
2020,1,1,125,31.917,35.448,50.415
2020,1,1,126,31.878,35.382,50.508
2020,1,1,127,31.791,35.274,50.403
2020,1,1,128,31.674,35.193,50.496
2020,1,1,129,31.596,35.166,50.442
2020,1,1,130,31.518,35.139,50.535
2020,1,1,131,31.53,35.1,50.589
2020,1,1,132,31.47,35.1,50.631
2020,1,1,133,31.374,35.154,50.94
2020,1,1,134,31.323,35.235,51.006
2020,1,1,135,31.323,35.262,51.141
2020,1,1,136,31.296,35.181,51.033
2020,1,1,137,31.248,35.193,51.075
2020,1,1,138,31.209,35.166,51.102
2020,1,1,139,31.197,35.127,51.075
2020,1,1,140,31.119,35.112,51.141
2020,1,1,141,31.11,35.046,51.102
2020,1,1,142,31.041,35.127,50.967
2020,1,1,143,30.867,35.127,50.925
2020,1,1,144,30.798,35.127,50.898
2020,1,1,145,30.759,35.166,50.751
2020,1,1,146,30.711,35.22,50.739
2020,1,1,147,30.771,35.235,50.616
2020,1,1,148,30.711,35.235,50.739
2020,1,1,149,30.615,35.247,50.616
2020,1,1,150,30.576,35.208,50.643
2020,1,1,151,30.498,35.166,50.631
2020,1,1,152,30.528,35.193,50.685
2020,1,1,153,30.489,35.181,50.604
2020,1,1,154,30.438,35.166,50.685
2020,1,1,155,30.36,35.073,50.577
2020,1,1,156,30.333,35.073,50.589
2020,1,1,157,30.381,35.088,50.751
2020,1,1,158,30.351,35.1,50.724
2020,1,1,159,30.246,35.061,50.766
2020,1,1,160,30.333,34.725,50.724
2020,1,1,161,30.273,34.617,50.805
2020,1,1,162,30.216,34.629,50.871
2020,1,1,163,30.117,34.563,50.82
2020,1,1,164,30,34.656,50.952
2020,1,1,165,29.982,34.779,50.793
2020,1,1,166,30.117,34.779,50.793
2020,1,1,167,30.168,34.752,50.766
2020,1,1,168,30.051,34.737,50.751
2020,1,1,169,30.06,34.656,50.454
2020,1,1,170,30.06,34.656,50.496
2020,1,1,171,30.078,34.644,50.481
2020,1,1,172,30.03,34.656,50.349
2020,1,1,173,30.039,34.656,50.307
2020,1,1,174,30.078,34.617,50.253
2020,1,1,175,30.021,34.617,50.241
2020,1,1,176,30.012,34.617,50.16
2020,1,1,177,29.961,34.644,50.199
2020,1,1,178,29.982,34.683,50.091
2020,1,1,179,29.895,34.725,49.905
2020,1,1,180,29.913,34.71,49.944
2020,1,1,181,29.787,34.803,49.878
2020,1,1,182,29.778,34.818,49.743
2020,1,1,183,29.778,34.779,49.608
2020,1,1,184,29.874,34.845,49.581
2020,1,1,185,29.913,34.83,49.554
2020,1,1,186,29.982,34.752,49.515
2020,1,1,187,30.06,34.845,49.446
2020,1,1,188,30.108,34.803,49.407
2020,1,1,189,30.264,34.779,49.299
2020,1,1,190,30.477,34.779,49.311
2020,1,1,191,30.585,34.737,49.311
2020,1,1,192,30.81,34.725,49.353
2020,1,1,193,31.032,34.374,49.446
2020,1,1,194,31.248,34.47,49.569
2020,1,1,195,31.509,34.629,49.554
2020,1,1,196,31.722,34.845,49.623
2020,1,1,197,31.947,35.046,49.917
2020,1,1,198,32.151,35.262,50.118
2020,1,1,199,32.433,35.544,50.376
2020,1,1,200,32.598,35.919,50.697
2020,1,1,201,32.784,36.375,51.102
2020,1,1,202,33.123,36.912,51.411
2020,1,1,203,33.417,37.518,51.963
2020,1,1,204,33.609,38.043,52.326
2020,1,1,205,34.029,39.279,55.311
2020,1,1,206,34.311,39.87,55.701
2020,1,1,207,34.497,40.461,56.01
2020,1,1,208,34.74,41.052,56.184
2020,1,1,209,34.875,41.601,56.52
2020,1,1,210,35.139,42.153,56.547
2020,1,1,211,35.391,42.675,56.547
2020,1,1,212,35.625,43.065,56.775
2020,1,1,213,35.985,43.497,56.709
2020,1,1,214,36.306,43.83,56.616
2020,1,1,215,36.48,44.262,56.628
2020,1,1,216,36.501,44.571,56.616
2020,1,1,217,35.973,43.845,55.47
2020,1,1,218,35.829,43.698,55.728
2020,1,1,219,35.625,43.47,55.86
2020,1,1,220,35.391,43.266,56.049
2020,1,1,221,35.139,42.984,56.049
2020,1,1,222,34.914,42.756,55.86
2020,1,1,223,34.662,42.57,55.713
2020,1,1,224,34.467,42.366,55.392
2020,1,1,225,34.38,42.18,55.095
2020,1,1,226,34.29,42.111,54.975
2020,1,1,227,34.263,42.018,54.948
2020,1,1,228,34.263,41.979,54.666
2020,1,1,229,34.467,42.327,54.342
2020,1,1,230,34.437,42.327,54.06
2020,1,1,231,34.458,42.327,53.991
2020,1,1,232,34.467,42.312,53.844
2020,1,1,233,34.437,42.3,53.832
2020,1,1,234,34.398,42.312,53.724
2020,1,1,235,34.368,42.273,53.601
2020,1,1,236,34.35,42.207,53.442
2020,1,1,237,34.32,42.03,53.361
2020,1,1,238,34.302,41.844,53.238
2020,1,1,239,34.185,41.697,53.052
2020,1,1,240,34.125,41.547,52.902
2020,1,1,241,34.068,41.616,52.122
2020,1,1,242,33.969,41.562,51.786
2020,1,1,243,33.873,41.508,51.759
2020,1,1,244,33.765,41.439,51.558
2020,1,1,245,33.621,41.373,51.45
2020,1,1,246,33.474,41.226,51.411
2020,1,1,247,33.261,41.103,51.276
2020,1,1,248,33.036,40.956,51.006
2020,1,1,249,32.802,40.77,50.805
2020,1,1,250,32.559,40.608,50.604
2020,1,1,251,32.337,40.407,50.334
2020,1,1,252,32.121,40.218,50.079
2020,1,1,253,31.83,39.948,49.017
2020,1,1,254,31.791,39.774,48.87
2020,1,1,255,31.656,39.561,48.558
2020,1,1,256,31.422,39.357,48.372
2020,1,1,257,31.149,39.156,48.183
2020,1,1,258,30.945,38.889,47.928
2020,1,1,259,30.732,38.781,47.673
2020,1,1,260,30.546,38.511,47.403
2020,1,1,261,30.333,38.325,47.175
2020,1,1,262,30.147,38.121,47.04
2020,1,1,263,29.943,37.908,46.743
2020,1,1,264,29.583,37.665,46.38
2020,1,1,265,29.34,37.425,45.453
2020,1,1,266,29.127,37.143,45.129
2020,1,1,267,28.941,36.939,44.901
2020,1,1,268,28.833,36.738,44.619
2020,1,1,269,28.638,36.51,44.283
2020,1,1,270,28.455,36.348,43.866
2020,1,1,271,28.29,36.147,43.542
2020,1,1,272,28.143,35.88,43.233
2020,1,1,273,28.008,35.703,42.87
2020,1,1,274,27.969,35.571,42.522
2020,1,1,275,27.9,35.436,42.171
2020,1,1,276,27.792,35.235,41.862
2020,1,1,277,27.783,34.98,41.379
2020,1,1,278,27.636,34.803,40.881
2020,1,1,279,27.588,34.59,40.572
2020,1,1,280,27.501,34.482,40.194
2020,1,1,281,27.423,34.281,39.954
2020,1,1,282,27.327,34.107,39.522
2020,1,1,283,27.306,33.984,39.306
2020,1,1,284,27.201,33.81,38.997
2020,1,1,285,27.189,33.675,38.649
2020,1,1,286,27.141,33.57,38.421
2020,1,1,287,27.072,33.408,38.205
2020,1,1,288,26.976,33.435,37.869
2020,1,2,1,26.928,33.3,38.232
2020,1,2,2,26.898,33.207,37.788
2020,1,2,3,26.898,33.111,37.599
2020,1,2,4,26.79,33.03,37.263
2020,1,2,5,26.79,32.937,37.062
2020,1,2,6,26.859,32.829,36.861
2020,1,2,7,26.82,32.763,36.672
2020,1,2,8,26.733,32.697,36.498
2020,1,2,9,26.694,32.655,36.321
2020,1,2,10,26.655,32.643,36.201
2020,1,2,11,26.685,32.574,36.066
2020,1,2,12,26.742,32.547,35.892
2020,1,2,13,26.634,32.52,36.24
2020,1,2,14,26.625,32.508,36.108
2020,1,2,15,26.685,32.493,35.985
2020,1,2,16,26.733,32.466,35.865
2020,1,2,17,26.742,32.427,35.676
2020,1,2,18,26.703,32.466,35.529
2020,1,2,19,26.673,32.412,35.247
2020,1,2,20,26.742,32.334,35.097
2020,1,2,21,26.763,32.307,35.031
2020,1,2,22,26.802,32.346,34.842
2020,1,2,23,26.781,32.361,34.815
2020,1,2,24,26.79,32.334,34.761
2020,1,2,25,26.868,32.238,35.031
2020,1,2,26,26.889,32.211,35.019
2020,1,2,27,26.937,32.13,34.734
2020,1,2,28,26.919,32.145,34.629
2020,1,2,29,26.889,32.145,34.548
2020,1,2,30,26.994,32.199,34.398
2020,1,2,31,27.015,32.184,34.251
2020,1,2,32,27.015,32.184,34.251
2020,1,2,33,27.054,32.226,34.089
2020,1,2,34,27.063,32.28,34.089
2020,1,2,35,27.072,32.172,34.008
2020,1,2,36,27.111,32.13,33.888
2020,1,2,37,27.189,32.157,34.143
2020,1,2,38,27.297,32.157,34.104
2020,1,2,39,27.258,32.145,34.104
2020,1,2,40,27.471,32.145,34.008
2020,1,2,41,27.696,32.145,33.888
2020,1,2,42,27.891,32.172,33.876
2020,1,2,43,28.035,32.238,33.807
2020,1,2,44,28.143,32.265,33.807
2020,1,2,45,28.164,32.346,33.849
2020,1,2,46,28.368,32.388,33.849
2020,1,2,47,28.581,32.412,33.834
2020,1,2,48,28.833,32.454,33.888
2020,1,2,49,28.923,32.508,33.618
2020,1,2,50,29.127,32.601,33.618
2020,1,2,51,29.37,32.67,33.795
2020,1,2,52,29.631,32.682,33.861
2020,1,2,53,29.886,32.775,33.888
2020,1,2,54,30.108,32.802,34.023
2020,1,2,55,30.411,32.898,34.116
2020,1,2,56,30.72,32.952,34.278
2020,1,2,57,30.954,32.937,34.533
2020,1,2,58,31.17,33.057,34.494
2020,1,2,59,31.47,33.18,34.734
2020,1,2,60,31.752,33.234,34.95
2020,1,2,61,32.337,33.435,34.359
2020,1,2,62,32.697,33.648,34.695
2020,1,2,63,33.006,33.852,35.004
2020,1,2,64,33.261,34.065,35.232
2020,1,2,65,33.543,34.239,35.664
2020,1,2,66,33.66,34.416,36
2020,1,2,67,33.834,34.671,36.174
2020,1,2,68,34.137,34.884,36.579
2020,1,2,69,34.242,35.1,37.062
2020,1,2,70,34.407,35.343,37.464
2020,1,2,71,34.563,35.583,37.8
2020,1,2,72,34.701,35.838,38.205
2020,1,2,73,34.896,36.336,38.379
2020,1,2,74,35.196,36.618,38.931
2020,1,2,75,35.283,36.807,39.255
2020,1,2,76,35.304,36.981,39.591
2020,1,2,77,35.313,37.101,39.927
2020,1,2,78,35.292,37.17,40.14
2020,1,2,79,35.235,37.248,40.437
2020,1,2,80,35.244,37.302,40.734
2020,1,2,81,35.187,37.275,40.866
2020,1,2,82,35.127,37.236,41.124
2020,1,2,83,34.932,37.101,41.136
2020,1,2,84,34.866,37.074,41.352
2020,1,2,85,34.641,36.807,41.445
2020,1,2,86,34.641,36.78,41.715
2020,1,2,87,34.584,36.684,41.916
2020,1,2,88,34.341,36.603,42.105
2020,1,2,89,34.155,36.564,42.213
2020,1,2,90,33.882,36.429,42.321
2020,1,2,91,33.561,36.444,42.63
2020,1,2,92,33.495,36.429,42.843
2020,1,2,93,33.27,36.297,43.14
2020,1,2,94,33.123,36.108,43.302
2020,1,2,95,32.91,35.853,43.476
2020,1,2,96,32.931,35.679,43.638
2020,1,2,97,32.901,35.961,44.472
2020,1,2,98,32.802,35.973,44.781
2020,1,2,99,32.676,36.012,45.102
2020,1,2,100,32.628,36.081,45.291
2020,1,2,101,32.52,36.108,45.465
2020,1,2,102,32.442,36.108,45.789
2020,1,2,103,32.424,36.039,46.032
2020,1,2,104,32.316,36.093,46.194
2020,1,2,105,32.25,36.093,46.353
2020,1,2,106,32.121,36.054,46.503
2020,1,2,107,31.977,36.066,46.731
2020,1,2,108,31.908,36.054,46.92
2020,1,2,109,32.004,36.012,47.415
2020,1,2,110,31.929,36.081,47.712
2020,1,2,111,31.899,36.027,47.82
2020,1,2,112,31.956,35.838,48.021
2020,1,2,113,31.929,35.598,48.156
2020,1,2,114,31.782,35.544,48.222
2020,1,2,115,31.791,35.448,48.237
2020,1,2,116,31.665,35.502,48.426
2020,1,2,117,31.569,35.652,48.6
2020,1,2,118,31.518,35.718,48.654
2020,1,2,119,31.461,35.625,48.816
2020,1,2,120,31.413,35.571,48.936
2020,1,2,121,31.314,35.583,49.689
2020,1,2,122,31.335,35.625,49.782
2020,1,2,123,31.218,35.598,49.932
2020,1,2,124,31.248,35.544,50.16
2020,1,2,125,31.218,35.49,50.16
2020,1,2,126,31.119,35.49,50.226
2020,1,2,127,31.101,35.421,50.469
2020,1,2,128,31.11,35.409,50.496
2020,1,2,129,31.101,35.409,50.643
2020,1,2,130,30.984,35.463,50.589
2020,1,2,131,30.975,35.448,50.643
2020,1,2,132,30.945,35.409,50.913
2020,1,2,133,30.984,35.475,51.384
2020,1,2,134,30.984,35.475,51.438
2020,1,2,135,30.954,35.448,51.612
2020,1,2,136,30.984,35.397,51.72
2020,1,2,137,30.993,35.382,51.666
2020,1,2,138,30.897,35.37,51.801
2020,1,2,139,30.915,35.289,51.774
2020,1,2,140,30.867,35.1,51.786
2020,1,2,141,30.927,35.1,51.732
2020,1,2,142,30.849,35.1,51.909
2020,1,2,143,30.858,35.088,51.84
2020,1,2,144,30.897,34.899,51.975
2020,1,2,145,30.837,34.857,52.014
2020,1,2,146,30.927,34.953,52.137
2020,1,2,147,30.789,34.965,52.122
2020,1,2,148,30.789,34.953,52.11
2020,1,2,149,30.771,34.884,52.23
2020,1,2,150,30.741,34.818,52.284
2020,1,2,151,30.711,34.779,52.326
2020,1,2,152,30.72,34.764,52.392
2020,1,2,153,30.585,34.803,52.581
2020,1,2,154,30.633,34.857,52.566
2020,1,2,155,30.528,34.872,52.635
2020,1,2,156,30.39,34.803,52.485
2020,1,2,157,30.42,34.83,52.971
2020,1,2,158,30.477,34.899,52.983
2020,1,2,159,30.498,34.845,53.226
2020,1,2,160,30.516,34.791,53.184
2020,1,2,161,30.36,34.803,53.265
2020,1,2,162,30.333,34.791,53.292
2020,1,2,163,30.312,34.83,53.265
2020,1,2,164,30.39,34.845,53.307
2020,1,2,165,30.438,34.818,53.319
2020,1,2,166,30.399,34.899,53.292
2020,1,2,167,30.36,34.872,53.28
2020,1,2,168,30.294,34.911,53.319
2020,1,2,169,30.351,34.884,53.28
2020,1,2,170,30.342,34.629,53.226
2020,1,2,171,30.303,34.617,53.238
2020,1,2,172,30.351,34.59,53.4
2020,1,2,173,30.351,34.563,53.157
2020,1,2,174,30.372,34.521,53.319
2020,1,2,175,30.333,34.482,53.28
2020,1,2,176,30.321,34.443,53.118
2020,1,2,177,30.36,34.416,53.145
2020,1,2,178,30.36,34.401,53.133
2020,1,2,179,30.282,34.347,52.983
2020,1,2,180,30.255,34.374,52.929
2020,1,2,181,30.195,34.374,52.446
2020,1,2,182,30.156,34.374,52.458
2020,1,2,183,30.225,34.347,52.353
2020,1,2,184,30.207,34.362,52.365
2020,1,2,185,30.207,34.281,52.257
2020,1,2,186,30.333,34.266,52.095
2020,1,2,187,30.333,34.227,52.014
2020,1,2,188,30.45,34.281,51.936
2020,1,2,189,30.555,34.293,51.828
2020,1,2,190,30.576,34.335,51.84
2020,1,2,191,30.672,34.443,51.705
2020,1,2,192,30.771,34.575,51.546
2020,1,2,193,31.032,34.656,51.411
2020,1,2,194,31.179,34.911,51.249
2020,1,2,195,31.47,35.127,51.303
2020,1,2,196,31.569,35.355,51.315
2020,1,2,197,31.734,35.745,51.303
2020,1,2,198,31.956,36.135,51.396
2020,1,2,199,32.181,36.471,51.639
2020,1,2,200,32.355,36.888,51.828
2020,1,2,201,32.685,37.275,52.029
2020,1,2,202,32.802,37.68,52.245
2020,1,2,203,32.979,38.097,52.62
2020,1,2,204,33.183,38.511,52.782
2020,1,2,205,33.591,39.33,55.23
2020,1,2,206,33.855,39.828,55.497
2020,1,2,207,34.116,40.311,55.902
2020,1,2,208,34.329,40.674,56.037
2020,1,2,209,34.554,41.01,56.265
2020,1,2,210,34.806,41.4,56.412
2020,1,2,211,35.031,41.802,56.562
2020,1,2,212,35.148,42.126,56.709
2020,1,2,213,35.382,42.42,56.871
2020,1,2,214,35.751,42.702,56.91
2020,1,2,215,36.081,43.119,56.937
2020,1,2,216,36.324,43.536,56.964
2020,1,2,217,35.643,42.879,56.091
2020,1,2,218,35.547,42.783,56.292
2020,1,2,219,35.382,42.582,56.211
2020,1,2,220,35.079,42.354,55.995
2020,1,2,221,34.905,42.072,55.902
2020,1,2,222,34.623,41.91,55.647
2020,1,2,223,34.497,41.697,55.431
2020,1,2,224,34.263,41.616,55.149
2020,1,2,225,34.155,41.535,55.068
2020,1,2,226,34.047,41.52,54.867
2020,1,2,227,33.921,41.466,54.84
2020,1,2,228,33.864,41.466,54.651
2020,1,2,229,34.029,41.802,53.736
2020,1,2,230,33.951,41.844,53.361
2020,1,2,231,33.921,41.817,53.145
2020,1,2,232,33.855,41.937,53.118
2020,1,2,233,33.855,41.937,53.037
2020,1,2,234,33.804,41.925,53.037
2020,1,2,235,33.825,41.952,52.944
2020,1,2,236,33.726,41.871,52.836
2020,1,2,237,33.639,41.856,52.809
2020,1,2,238,33.513,41.802,52.635
2020,1,2,239,33.474,41.736,52.581
2020,1,2,240,33.366,41.628,52.404
2020,1,2,241,33.309,41.493,51.438
2020,1,2,242,33.24,41.412,51.222
2020,1,2,243,33.123,41.319,51.087
2020,1,2,244,33.006,41.172,51.087
2020,1,2,245,32.832,40.983,50.844
2020,1,2,246,32.607,40.809,50.778
2020,1,2,247,32.472,40.608,50.496
2020,1,2,248,32.211,40.434,50.415
2020,1,2,249,31.995,40.311,50.118
2020,1,2,250,31.761,40.125,49.971
2020,1,2,251,31.518,39.921,49.809
2020,1,2,252,31.335,39.681,49.635
2020,1,2,253,31.053,39.438,48.585
2020,1,2,254,31.014,39.264,48.345
2020,1,2,255,30.915,39.09,48.102
2020,1,2,256,30.759,38.916,47.832
2020,1,2,257,30.537,38.712,47.739
2020,1,2,258,30.294,38.538,47.442
2020,1,2,259,30.099,38.379,47.148
2020,1,2,260,29.904,38.19,46.866
2020,1,2,261,29.73,38.028,46.677
2020,1,2,262,29.565,37.746,46.314
2020,1,2,263,29.379,37.599,46.017
2020,1,2,264,29.223,37.437,45.669
2020,1,2,265,28.845,37.29,44.712
2020,1,2,266,28.689,37.035,44.364
2020,1,2,267,28.434,36.846,44.001
2020,1,2,268,28.269,36.603,43.65
2020,1,2,269,27.987,36.375,43.41
2020,1,2,270,27.813,36.162,43.047
2020,1,2,271,27.696,35.946,42.657
2020,1,2,272,27.579,35.757,42.399
2020,1,2,273,27.432,35.598,42.225
2020,1,2,274,27.366,35.502,41.796
2020,1,2,275,27.102,35.328,41.568
2020,1,2,276,27.006,35.166,41.109
2020,1,2,277,26.928,34.83,40.854
2020,1,2,278,26.841,34.629,40.437
2020,1,2,279,26.781,34.521,40.155
2020,1,2,280,26.781,34.362,39.792
2020,1,2,281,26.712,34.227,39.51
2020,1,2,282,26.655,34.107,39.282
2020,1,2,283,26.616,33.93,38.838
2020,1,2,284,26.469,33.744,38.514
2020,1,2,285,26.421,33.648,38.232
2020,1,2,286,26.373,33.501,37.962
2020,1,2,287,26.343,33.366,37.68
2020,1,2,288,26.226,33.261,37.383
2020,1,3,1,26.226,33.234,37.653
2020,1,3,2,26.238,33.126,37.437
2020,1,3,3,26.247,33.084,37.116
2020,1,3,4,26.187,32.979,36.927
2020,1,3,5,26.217,32.937,36.657
2020,1,3,6,26.16,32.898,36.444
2020,1,3,7,26.16,32.871,36.093
2020,1,3,8,26.208,32.79,35.973
2020,1,3,9,26.148,32.79,35.877
2020,1,3,10,26.139,32.817,35.649
2020,1,3,11,26.109,32.763,35.541
2020,1,3,12,26.091,32.79,35.313
2020,1,3,13,26.013,32.856,35.718
2020,1,3,14,25.779,32.817,35.637
2020,1,3,15,25.749,32.79,35.433
2020,1,3,16,25.761,32.616,35.382
2020,1,3,17,25.722,32.508,35.085
2020,1,3,18,25.74,32.508,35.031
2020,1,3,19,25.761,32.493,34.977
2020,1,3,20,25.722,32.388,34.641
2020,1,3,21,25.623,32.373,34.494
2020,1,3,22,25.644,32.319,34.494
2020,1,3,23,25.683,32.373,34.398
2020,1,3,24,25.692,32.361,34.278
2020,1,3,25,25.749,32.319,34.56
2020,1,3,26,25.779,32.373,34.494
2020,1,3,27,25.827,32.334,34.44
2020,1,3,28,25.839,32.319,34.56
2020,1,3,29,25.839,32.307,34.452
2020,1,3,30,25.935,32.238,34.413
2020,1,3,31,26.031,32.184,34.224
2020,1,3,32,25.983,32.157,34.104
2020,1,3,33,26.052,32.172,34.035
2020,1,3,34,26.16,32.157,33.954
2020,1,3,35,26.178,32.172,33.915
2020,1,3,36,26.199,32.145,33.849
2020,1,3,37,26.334,32.226,34.077
2020,1,3,38,26.352,32.253,34.035
2020,1,3,39,26.403,32.226,33.981
2020,1,3,40,26.403,32.265,33.927
2020,1,3,41,26.469,32.307,33.822
2020,1,3,42,26.586,32.319,33.741
2020,1,3,43,26.811,32.373,33.807
2020,1,3,44,27.006,32.427,33.645
2020,1,3,45,27.123,32.454,33.552
2020,1,3,46,27.24,32.481,33.618
2020,1,3,47,27.306,32.493,33.537
2020,1,3,48,27.462,32.493,33.459
2020,1,3,49,27.714,32.562,33.498
2020,1,3,50,27.969,32.616,33.432
2020,1,3,51,28.086,32.655,33.39
2020,1,3,52,28.269,32.721,33.486
2020,1,3,53,28.503,32.829,33.552
2020,1,3,54,28.794,32.925,33.672
2020,1,3,55,29.01,33.003,33.66
2020,1,3,56,29.31,33.18,33.726
2020,1,3,57,29.505,33.288,33.942
2020,1,3,58,29.895,33.3,34.023
2020,1,3,59,30.06,33.42,34.251
2020,1,3,60,30.429,33.57,34.425
2020,1,3,61,30.945,33.729,33.822
2020,1,3,62,31.401,33.93,34.131
2020,1,3,63,31.596,34.08,34.344
2020,1,3,64,31.929,34.266,34.749
2020,1,3,65,32.19,34.443,34.992
2020,1,3,66,32.415,34.656,35.124
2020,1,3,67,32.628,34.926,35.568
2020,1,3,68,32.91,35.181,35.892
2020,1,3,69,33.075,35.49,36.375
2020,1,3,70,33.252,35.745,36.738
2020,1,3,71,33.456,35.892,37.17
2020,1,3,72,33.66,36.135,37.614
2020,1,3,73,33.708,36.726,37.491
2020,1,3,74,33.933,37.008,37.935
2020,1,3,75,34.038,37.248,38.313
2020,1,3,76,34.047,37.383,38.757
2020,1,3,77,34.176,37.53,39.093
2020,1,3,78,34.146,37.653,39.375
2020,1,3,79,34.116,37.707,39.63
2020,1,3,80,34.029,37.707,39.9
2020,1,3,81,33.969,37.68,40.101
2020,1,3,82,33.921,37.599,40.275
2020,1,3,83,33.903,37.479,40.449
2020,1,3,84,33.873,37.398,40.665
2020,1,3,85,33.777,36.912,40.557
2020,1,3,86,33.747,36.861,40.8
2020,1,3,87,33.738,36.765,40.974
2020,1,3,88,33.639,36.603,41.256
2020,1,3,89,33.426,36.525,41.46
