,GEN_ID,SIMULATION_NAME,PARAMETER_NAME,DATA_FILE
46,123,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
47,124,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
48,125,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
49,126,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
50,127,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
51,128,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
52,129,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
53,130,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
54,131,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
55,132,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
56,133,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
57,134,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
58,135,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
59,136,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
60,137,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
61,138,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
62,139,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
63,140,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
64,141,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
65,142,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
66,143,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
67,144,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
68,145,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_wind.csv
69,146,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
70,147,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
71,148,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
72,149,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
73,150,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
74,151,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
75,152,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
76,153,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
77,154,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
78,155,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
79,156,DAY_AHEAD,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
80,15,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,12
81,16,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,12
82,17,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,155
83,18,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,155
84,19,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,355
85,20,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,400
86,41,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,55
87,42,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,55
88,43,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,55
89,44,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,355
90,45,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,0
91,46,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,50
92,50,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,55
93,56,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,50
94,57,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,50
95,58,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,50
96,77,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,0
97,78,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,12
98,79,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,12
99,80,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,12
100,97,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
101,98,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
102,99,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
103,100,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
104,101,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
105,102,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
106,103,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
107,104,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
108,105,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
109,106,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
110,107,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
111,108,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
112,109,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
113,110,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
114,111,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
115,112,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
116,113,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
117,114,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
118,115,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
119,116,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
120,117,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_wind.csv
121,118,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
122,119,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
123,120,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_wind.csv
124,121,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
125,122,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_wind.csv
126,123,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
127,124,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
128,125,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
129,126,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
130,127,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
131,128,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
132,129,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
133,130,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
134,131,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
135,132,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
136,133,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
137,134,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
138,135,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
139,136,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
140,137,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
141,138,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
142,139,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
143,140,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
144,141,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
145,142,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
146,143,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
147,144,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
148,145,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_wind.csv
149,146,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
150,147,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
151,148,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
152,149,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
153,150,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
154,151,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
155,152,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
156,153,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_rtpv.csv
157,154,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
158,155,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
159,156,REAL_TIME,MAX_REAL_POWER_OUTPUT_MW,timeseries_data_files\wind_pv_rtpv\*_pv.csv
160,15,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,5
161,16,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,5
162,17,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,62
163,18,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,62
164,19,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,170
165,20,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,396
166,41,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,22
167,42,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,22
168,43,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,22
169,44,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,170
170,45,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
171,46,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
172,50,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,22
173,56,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
174,57,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
175,58,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
176,77,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
177,78,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,5
178,79,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,5
179,80,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,5
180,97,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
181,98,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
182,99,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
183,100,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
184,101,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
185,102,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
186,103,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
187,104,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
188,105,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
189,106,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
190,107,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
191,108,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
192,109,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
193,110,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
194,111,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
195,112,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
196,113,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
197,114,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
198,115,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
199,116,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
200,117,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
201,118,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
202,119,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
203,120,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
204,121,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
205,122,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
206,123,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
207,124,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
208,125,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
209,126,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
210,127,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
211,128,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
212,129,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
213,130,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
214,131,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
215,132,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
216,133,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
217,134,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
218,135,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
219,136,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
220,137,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
221,138,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
222,139,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
223,140,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
224,141,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
225,142,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
226,143,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
227,144,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
228,145,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
229,146,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
230,147,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
231,148,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
232,149,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
233,150,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
234,151,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
235,152,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
236,153,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,0
237,154,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
238,155,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
239,156,DAY_AHEAD,MIN_REAL_POWER_OUTPUT_MW,
240,15,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,5.0
241,16,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,5.0
242,17,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,62.0
243,18,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,62.0
244,19,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,170.0
245,20,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,396.0
246,41,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,22.0
247,42,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,22.0
248,43,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,22.0
249,44,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,170.0
250,45,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
251,46,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
252,50,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,22.0
253,56,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
254,57,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
255,58,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
256,77,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
257,78,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,5.0
258,79,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,5.0
259,80,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,5.0
260,97,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
261,98,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
262,99,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
263,100,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
264,101,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
265,102,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
266,103,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
267,104,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
268,105,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
269,106,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
270,107,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
271,108,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
272,109,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
273,110,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
274,111,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
275,112,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
276,113,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
277,114,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
278,115,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
279,116,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
280,117,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
281,118,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
282,119,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
283,120,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
284,121,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,0.0
285,122,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
286,123,REAL_TIME,MIN_REAL_POWER_OUTPUT_MW,
