Reserve,Generator
Reg_Up,201_CT_1
Reg_Up,201_CT_2
Reg_Up,202_CT_1
Reg_Up,202_CT_2
Reg_Up,301_CT_1
Reg_Up,301_CT_2
Reg_Up,302_CT_1
Reg_Up,302_CT_2
Reg_Down,101_CT_1
Reg_Down,101_CT_2
Reg_Down,102_CT_1
Reg_Down,102_CT_2
Reg_Down,201_CT_1
Reg_Down,201_CT_2
Reg_Down,202_CT_1
Reg_Down,202_CT_2
Reg_Down,301_CT_1
Reg_Down,301_CT_2
Reg_Down,302_CT_1
Reg_Down,302_CT_2
Spin_Up,115_STEAM_1
Spin_Up,115_STEAM_2
Spin_Up,315_STEAM_1
Spin_Up,315_STEAM_2
Spin_Up,315_STEAM_3
Spin_Up,315_STEAM_4
Spin_Up,315_STEAM_5
Flex_Up,115_STEAM_1
Flex_Up,115_STEAM_2
Flex_Up,315_STEAM_1
Flex_Up,315_STEAM_2
Flex_Up,315_STEAM_3
Flex_Up,315_STEAM_4
Flex_Up,315_STEAM_5
Flex_Down,115_STEAM_1
Flex_Down,115_STEAM_2
Flex_Down,315_STEAM_1
Flex_Down,315_STEAM_2
Flex_Down,315_STEAM_3
Flex_Down,315_STEAM_4
Flex_Down,315_STEAM_5
Reg_Up,115_STEAM_1
Reg_Up,115_STEAM_2
Reg_Up,315_STEAM_1
Reg_Up,315_STEAM_2
Reg_Up,315_STEAM_3
Reg_Up,315_STEAM_4
Reg_Up,315_STEAM_5
Reg_Down,115_STEAM_1
Reg_Down,115_STEAM_2
Reg_Down,315_STEAM_1
Reg_Down,315_STEAM_2
Reg_Down,315_STEAM_3
Reg_Down,315_STEAM_4
Reg_Down,315_STEAM_5
Spin_Up,320_PV_1
Spin_Up,314_PV_1
Spin_Up,314_PV_2
Spin_Up,313_PV_1
Spin_Up,314_PV_3
Spin_Up,314_PV_4
Spin_Up,313_PV_2
Spin_Up,310_PV_1
Spin_Up,324_PV_1
Spin_Up,312_PV_1
Spin_Up,310_PV_2
Spin_Up,324_PV_2
Spin_Up,324_PV_3
Spin_Up,113_PV_1
Spin_Up,319_PV_1
Spin_Up,215_PV_1
Spin_Up,102_PV_1
Spin_Up,101_PV_1
Spin_Up,102_PV_2
Spin_Up,104_PV_1
Spin_Up,101_PV_2
Spin_Up,101_PV_3
Spin_Up,101_PV_4
Spin_Up,103_PV_1
Spin_Up,119_PV_1
Spin_Up,308_RTPV_1
Spin_Up,313_RTPV_1
Spin_Up,313_RTPV_2
Spin_Up,313_RTPV_3
Spin_Up,313_RTPV_4
Spin_Up,313_RTPV_5
Spin_Up,313_RTPV_6
Spin_Up,313_RTPV_7
Spin_Up,313_RTPV_8
Spin_Up,313_RTPV_9
Spin_Up,313_RTPV_10
Spin_Up,313_RTPV_11
Spin_Up,313_RTPV_12
Spin_Up,320_RTPV_1
Spin_Up,320_RTPV_2
Spin_Up,320_RTPV_3
Spin_Up,313_RTPV_13
Spin_Up,320_RTPV_4
Spin_Up,320_RTPV_5
Spin_Up,118_RTPV_1
Spin_Up,118_RTPV_2
Spin_Up,118_RTPV_3
Spin_Up,118_RTPV_4
Spin_Up,118_RTPV_5
Spin_Up,118_RTPV_6
Spin_Up,320_RTPV_6
Spin_Up,118_RTPV_7
Spin_Up,118_RTPV_8
Spin_Up,118_RTPV_9
Spin_Up,118_RTPV_10
Spin_Up,213_RTPV_1
Flex_Up,320_PV_1
Flex_Up,314_PV_1
Flex_Up,314_PV_2
Flex_Up,313_PV_1
Flex_Up,314_PV_3
Flex_Up,314_PV_4
Flex_Up,313_PV_2
Flex_Up,310_PV_1
Flex_Up,324_PV_1
Flex_Up,312_PV_1
Flex_Up,310_PV_2
Flex_Up,324_PV_2
Flex_Up,324_PV_3
Flex_Up,113_PV_1
Flex_Up,319_PV_1
Flex_Up,215_PV_1
Flex_Up,102_PV_1
Flex_Up,101_PV_1
Flex_Up,102_PV_2
Flex_Up,104_PV_1
Flex_Up,101_PV_2
Flex_Up,101_PV_3
Flex_Up,101_PV_4
Flex_Up,103_PV_1
Flex_Up,119_PV_1
Flex_Up,308_RTPV_1
Flex_Up,313_RTPV_1
Flex_Up,313_RTPV_2
Flex_Up,313_RTPV_3
Flex_Up,313_RTPV_4
Flex_Up,313_RTPV_5
Flex_Up,313_RTPV_6
Flex_Up,313_RTPV_7
Flex_Up,313_RTPV_8
Flex_Up,313_RTPV_9
Flex_Up,313_RTPV_10
Flex_Up,313_RTPV_11
Flex_Up,313_RTPV_12
Flex_Up,320_RTPV_1
Flex_Up,320_RTPV_2
Flex_Up,320_RTPV_3
Flex_Up,313_RTPV_13
Flex_Up,320_RTPV_4
Flex_Up,320_RTPV_5
Flex_Up,118_RTPV_1
Flex_Up,118_RTPV_2
Flex_Up,118_RTPV_3
Flex_Up,118_RTPV_4
Flex_Up,118_RTPV_5
Flex_Up,118_RTPV_6
Flex_Up,320_RTPV_6
Flex_Up,118_RTPV_7
Flex_Up,118_RTPV_8
Flex_Up,118_RTPV_9
Flex_Up,118_RTPV_10
Flex_Up,213_RTPV_1
Flex_Down,320_PV_1
Flex_Down,314_PV_1
Flex_Down,314_PV_2
Flex_Down,313_PV_1
Flex_Down,314_PV_3
Flex_Down,314_PV_4
Flex_Down,313_PV_2
Flex_Down,310_PV_1
Flex_Down,324_PV_1
Flex_Down,312_PV_1
Flex_Down,310_PV_2
Flex_Down,324_PV_2
Flex_Down,324_PV_3
Flex_Down,113_PV_1
Flex_Down,319_PV_1
Flex_Down,215_PV_1
Flex_Down,102_PV_1
Flex_Down,101_PV_1
Flex_Down,102_PV_2
Flex_Down,104_PV_1
Flex_Down,101_PV_2
Flex_Down,101_PV_3
Flex_Down,101_PV_4
Flex_Down,103_PV_1
Flex_Down,119_PV_1
Flex_Down,308_RTPV_1
Flex_Down,313_RTPV_1
Flex_Down,313_RTPV_2
Flex_Down,313_RTPV_3
Flex_Down,313_RTPV_4
Flex_Down,313_RTPV_5
Flex_Down,313_RTPV_6
Flex_Down,313_RTPV_7
Flex_Down,313_RTPV_8
Flex_Down,313_RTPV_9
Flex_Down,313_RTPV_10
Flex_Down,313_RTPV_11
Flex_Down,313_RTPV_12
Flex_Down,320_RTPV_1
Flex_Down,320_RTPV_2
Flex_Down,320_RTPV_3
Flex_Down,313_RTPV_13
Flex_Down,320_RTPV_4
Flex_Down,320_RTPV_5
Flex_Down,118_RTPV_1
Flex_Down,118_RTPV_2
Flex_Down,118_RTPV_3
Flex_Down,118_RTPV_4
Flex_Down,118_RTPV_5
Flex_Down,118_RTPV_6
Flex_Down,320_RTPV_6
Flex_Down,118_RTPV_7
Flex_Down,118_RTPV_8
Flex_Down,118_RTPV_9
Flex_Down,118_RTPV_10
Flex_Down,213_RTPV_1
Reg_Up,320_PV_1
Reg_Up,314_PV_1
Reg_Up,314_PV_2
Reg_Up,313_PV_1
Reg_Up,314_PV_3
Reg_Up,314_PV_4
Reg_Up,313_PV_2
Reg_Up,310_PV_1
Reg_Up,324_PV_1
Reg_Up,312_PV_1
Reg_Up,310_PV_2
Reg_Up,324_PV_2
Reg_Up,324_PV_3
Reg_Up,113_PV_1
Reg_Up,319_PV_1
Reg_Up,215_PV_1
Reg_Up,102_PV_1
Reg_Up,101_PV_1
Reg_Up,102_PV_2
Reg_Up,104_PV_1
Reg_Up,101_PV_2
Reg_Up,101_PV_3
Reg_Up,101_PV_4
Reg_Up,103_PV_1
Reg_Up,119_PV_1
Reg_Up,308_RTPV_1
Reg_Up,313_RTPV_1
Reg_Up,313_RTPV_2
Reg_Up,313_RTPV_3
Reg_Up,313_RTPV_4
Reg_Up,313_RTPV_5
Reg_Up,313_RTPV_6
Reg_Up,313_RTPV_7
Reg_Up,313_RTPV_8
Reg_Up,313_RTPV_9
Reg_Up,313_RTPV_10
Reg_Up,313_RTPV_11
Reg_Up,313_RTPV_12
Reg_Up,320_RTPV_1
Reg_Up,320_RTPV_2
Reg_Up,320_RTPV_3
Reg_Up,313_RTPV_13
Reg_Up,320_RTPV_4
Reg_Up,320_RTPV_5
Reg_Up,118_RTPV_1
Reg_Up,118_RTPV_2
Reg_Up,118_RTPV_3
Reg_Up,118_RTPV_4
Reg_Up,118_RTPV_5
Reg_Up,118_RTPV_6
Reg_Up,320_RTPV_6
Reg_Up,118_RTPV_7
Reg_Up,118_RTPV_8
Reg_Up,118_RTPV_9
Reg_Up,118_RTPV_10
Reg_Up,213_RTPV_1
Reg_Down,320_PV_1
Reg_Down,314_PV_1
Reg_Down,314_PV_2
Reg_Down,313_PV_1
Reg_Down,314_PV_3
Reg_Down,314_PV_4
Reg_Down,313_PV_2
Reg_Down,310_PV_1
Reg_Down,324_PV_1
Reg_Down,312_PV_1
Reg_Down,310_PV_2
Reg_Down,324_PV_2
Reg_Down,324_PV_3
Reg_Down,113_PV_1
Reg_Down,319_PV_1
Reg_Down,215_PV_1
Reg_Down,102_PV_1
Reg_Down,101_PV_1
Reg_Down,102_PV_2
Reg_Down,104_PV_1
Reg_Down,101_PV_2
Reg_Down,101_PV_3
Reg_Down,101_PV_4
Reg_Down,103_PV_1
Reg_Down,119_PV_1
Reg_Down,308_RTPV_1
Reg_Down,313_RTPV_1
Reg_Down,313_RTPV_2
Reg_Down,313_RTPV_3
Reg_Down,313_RTPV_4
Reg_Down,313_RTPV_5
Reg_Down,313_RTPV_6
Reg_Down,313_RTPV_7
Reg_Down,313_RTPV_8
Reg_Down,313_RTPV_9
Reg_Down,313_RTPV_10
Reg_Down,313_RTPV_11
Reg_Down,313_RTPV_12
Reg_Down,320_RTPV_1
Reg_Down,320_RTPV_2
Reg_Down,320_RTPV_3
Reg_Down,313_RTPV_13
Reg_Down,320_RTPV_4
Reg_Down,320_RTPV_5
Reg_Down,118_RTPV_1
Reg_Down,118_RTPV_2
Reg_Down,118_RTPV_3
Reg_Down,118_RTPV_4
Reg_Down,118_RTPV_5
Reg_Down,118_RTPV_6
Reg_Down,320_RTPV_6
Reg_Down,118_RTPV_7
Reg_Down,118_RTPV_8
Reg_Down,118_RTPV_9
Reg_Down,118_RTPV_10
Reg_Down,213_RTPV_1
Spin_Up,309_WIND_1
Spin_Up,317_WIND_1
Spin_Up,303_WIND_1
Spin_Up,122_WIND_1
Flex_Up,309_WIND_1
Flex_Up,317_WIND_1
Flex_Up,303_WIND_1
Flex_Up,122_WIND_1
Flex_Down,309_WIND_1
Flex_Down,317_WIND_1
Flex_Down,303_WIND_1
Flex_Down,122_WIND_1
Reg_Up,309_WIND_1
Reg_Up,317_WIND_1
Reg_Up,303_WIND_1
Reg_Up,122_WIND_1
Reg_Down,309_WIND_1
Reg_Down,317_WIND_1
Reg_Down,303_WIND_1
Reg_Down,122_WIND_1
